"USC00328366","2018-06-19","46.8948","-99.9482","564.8","STEELE, ND US","    0",",,7,1900",,,,,"  256",",,7","  150",",,7",,,,,,,,,"  228",",,7,1900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328366","2018-06-20","46.8948","-99.9482","564.8","STEELE, ND US","    0",",,7,1900",,,,,"  250",",,7","  133",",,7",,,,,,,,,"  233",",,7,1900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328366","2018-06-21","46.8948","-99.9482","564.8","STEELE, ND US","    0",",,7,1900",,,,,"  272",",,7","  156",",,7",,,,,,,,,"  244",",,7,1900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328366","2018-06-22","46.8948","-99.9482","564.8","STEELE, ND US","    0",",,7,1900",,,,,"  289",",,7","  144",",,7",,,,,,,,,"  267",",,7,1900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328366","2018-06-23","46.8948","-99.9482","564.8","STEELE, ND US","    0",",,7,1900",,,,,"  267",",,7","  156",",,7",,,,,,,,,"  183",",,7,1900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328366","2018-06-24","46.8948","-99.9482","564.8","STEELE, ND US","    0",",,7,1900",,,,,"  244",",,7","  150",",,7",,,,,,,,,"  206",",,7,1900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328366","2018-06-25","46.8948","-99.9482","564.8","STEELE, ND US","    0",",,7,1900",,,,,"  250",",,7","  172",",,7",,,,,,,,,"  244",",,7,1900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328366","2018-06-26","46.8948","-99.9482","564.8","STEELE, ND US","    0",",,7,1900",,,,,"  278",",,7","  156",",,7",,,,,,,,,"  256",",,7,1900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328366","2018-06-27","46.8948","-99.9482","564.8","STEELE, ND US","    0",",,7,1900",,,,,"  294",",,7","  172",",,7",,,,,,,,,"  272",",,7,1900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328366","2018-06-28","46.8948","-99.9482","564.8","STEELE, ND US","    0",",,7,1900",,,,,"  306",",,7","  172",",,7",,,,,,,,,"  294",",,7,1900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328366","2018-06-29","46.8948","-99.9482","564.8","STEELE, ND US","    0",",,7,1900",,,,,"  294",",,7","  167",",,7",,,,,,,,,"  239",",,7,1900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328366","2018-06-30","46.8948","-99.9482","564.8","STEELE, ND US","    0",",,7,1900",,,,,"  239",",,7","  156",",,7",,,,,,,,,"  222",",,7,1900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328366","2018-07-01","46.8948","-99.9482","564.8","STEELE, ND US","    0",",,7,1900",,,,,"  250",",,7","  117",",,7",,,,,,,,,"  239",",,7,1900",,,,,,,,,,,,,,,,,,,,,,,,
"USC00328366","2018-07-02","46.8948","-99.9482","564.8","STEELE, ND US","  307",",,7,1900",,,,,"  283",",,7","  111",",,7",,,,,,,,,"  278",",,7,1900",,,,,,,,,,,,,,,,,,,,,,,,
