"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00314464","2018-05-03","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    0",",,7,0800",,,,,"  300",",,7","  133",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-04","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    0",",,7,0800",,,,,"  300",",,7","  150",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-05","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    0",",,7,0800",,,,,"  283",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-06","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    0",",,7,0800",,,,,"  317",",,7","  178",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-07","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    0",",,7,0800",,,,,"  272",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-08","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    0",",,7,0800",,,,,"  267",",,7","  128",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-09","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    0",",,7,0800",,,,,"  300",",,7","  111",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-10","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    3",",,7,0800",,,,,"  306",",,7","  150",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-11","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    0",",,7,0800",,,,,"  356",",,7","  133",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-12","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    0",",,7,0800",,,,,"  378",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-13","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    0",",,7,0800",,,,,"  378",",,7","  217",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-14","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    0",",,7,0800",,,,,"  372",",,7","  222",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-15","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","   94",",,7,0800",,,,,"  328",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-16","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","  208",",,7,0800",,,,,"  300",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-17","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","   25",",,7,0800",,,,,"  250",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-18","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    8",",,7,0800",,,,,"  261",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-19","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","   10",",,7,0800",,,,,"  256",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-20","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","   33",",,7,0800",,,,,"  272",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-21","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","   56",",,7,0800",,,,,"  289",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-22","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    3",",,7,0800",,,,,"  300",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-23","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","   13",",,7,0800",,,,,"  300",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-24","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    0",",,7,0800",,,,,"  289",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-25","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    3",",,7,0800",,,,,"  294",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-26","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    0",",,7,0800",,,,,"  289",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-27","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    0",",,7,0800",,,,,"  294",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-28","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","    3",",,7,0800",,,,,"  233",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-29","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","  257",",,7,0800",,,,,"  289",",,7","  217",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-30","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","   28",",,7,0800",,,,,"  294",",,7","  222",",,7",,,,,,,,,,,,,,,,
"USC00314464","2018-05-31","35.18355","-79.67736","222.5","JACKSON SPRINGS 5 WNW, NC US","   18",",,7,0800",,,,,"  300",",,7","  211",",,7",,,,,,,,,,,,,,,,
