"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"ASN00018012","2018-06-14","-32.1297","133.6976","15.3","CEDUNA AMO, AS","   12",",,a","  183",",,a","   90",",,a",,,,,,
"ASN00018012","2018-06-15","-32.1297","133.6976","15.3","CEDUNA AMO, AS","  104",",,a","  168",",,a","  120",",,a",,,,,,
"ASN00018012","2018-06-16","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    4",",,a","  171",",,a","  113",",,a",,,,,,
"ASN00018012","2018-06-17","-32.1297","133.6976","15.3","CEDUNA AMO, AS","   10",",,a","  154",",,a","   76",",,a",,,,,,
"ASN00018012","2018-06-18","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    0",",,a","  158",",,a","   47",",,a",,,,,,
"ASN00018012","2018-06-19","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    0",",,a","  135",",,a","   50",",,a",,,,,,
"ASN00018012","2018-06-20","-32.1297","133.6976","15.3","CEDUNA AMO, AS","   12",",,a","  176",",,a","   85",",,a",,,,,,
"ASN00018012","2018-06-21","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    2",",,a","  164",",,a","   29",",,a",,,,,,
"ASN00018012","2018-06-22","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    2",",,a","  174",",,a","   19",",,a",,,,,,
"ASN00018012","2018-06-23","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    0",",,a","  175",",,a","   67",",,a",,,,,,
"ASN00018012","2018-06-24","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    0",",,a","  188",",,a","   42",",,a",,,,,,
"ASN00018012","2018-06-25","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    0",",,a","  171",",,a","   62",",,a",,,,,,
"ASN00018012","2018-06-26","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    0",",,a","  149",",,a","    9",",,a",,,,,,
"ASN00018012","2018-06-27","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    2",",,a","  165",",,a","  -15",",,a",,,,,,
"ASN00018012","2018-06-28","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    0",",,a","  204",",,a","   47",",,a",,,,,,
"ASN00018012","2018-06-29","-32.1297","133.6976","15.3","CEDUNA AMO, AS","   58",",,a","  158",",,a","   70",",,a",,,,,,
"ASN00018012","2018-06-30","-32.1297","133.6976","15.3","CEDUNA AMO, AS","   42",",,a","  159",",,a","   41",",,a",,,,,,
"ASN00018012","2018-07-01","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    2",",,a","  168",",,a","   35",",,a",,,,,,
"ASN00018012","2018-07-02","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    0",",,a","  187",",,a","   43",",,a",,,,,,
"ASN00018012","2018-07-03","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    0",",,a","  243",",,a","   91",",,a",,,,,,
"ASN00018012","2018-07-04","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    0",",,a","  226",",,a","  127",",,a",,,,,,
"ASN00018012","2018-07-05","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    4",",,a","  192",",,a","  134",",,a",,,,,,
"ASN00018012","2018-07-06","-32.1297","133.6976","15.3","CEDUNA AMO, AS","   12",",,a","  163",",,a","  102",",,a",,,,,,
"ASN00018012","2018-07-07","-32.1297","133.6976","15.3","CEDUNA AMO, AS","   22",",,a","  167",",,a","  115",",,a",,,,,,
"ASN00018012","2018-07-08","-32.1297","133.6976","15.3","CEDUNA AMO, AS","    0",",,a","  166",",,a","  109",",,a",,,,,,
