"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATN","DATN_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES"
"ASN00014274","2018-06-14","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  281",",,a","  250",",,a",,,,
"ASN00014274","2018-06-15","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  279",",,a","  250",",,a",,,,
"ASN00014274","2018-06-16","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  278",",,a","  247",",,a",,,,
"ASN00014274","2018-06-17","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  276",",,a","  242",",,a",,,,
"ASN00014274","2018-06-18","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  273",",,a","  240",",,a",,,,
"ASN00014274","2018-06-19","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  272",",,a","  232",",,a",,,,
"ASN00014274","2018-06-20","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  273",",,a","  235",",,a",,,,
"ASN00014274","2018-06-21","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  278",",,a","  236",",,a",,,,
"ASN00014274","2018-06-22","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  285",",,a","  224",",,a",,,,
"ASN00014274","2018-06-23","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  278",",,a","  227",",,a",,,,
"ASN00014274","2018-06-24","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  268",",,a","  233",",,a",,,,
"ASN00014274","2018-06-25","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  277",",,a","  245",",,a",,,,
"ASN00014274","2018-06-26","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  278",",,a","  243",",,a",,,,
"ASN00014274","2018-06-27","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  275",",,a","  240",",,a",,,,
"ASN00014274","2018-06-28","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  271",",,a","  232",",,a",,,,
"ASN00014274","2018-06-29","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  282",",,a","  243",",,a",,,,
"ASN00014274","2018-06-30","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  278",",,a","  247",",,a",,,,
"ASN00014274","2018-07-01","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  289",",,a","  253",",,a",,,,
"ASN00014274","2018-07-02","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  280",",,a","  246",",,a",,,,
"ASN00014274","2018-07-03","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  290",",,a","  245",",,a",,,,
"ASN00014274","2018-07-04","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  275",",,a","  236",",,a",,,,
"ASN00014274","2018-07-05","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  278",",,a","  237",",,a",,,,
"ASN00014274","2018-07-06","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  281",",,a","  242",",,a",,,,
"ASN00014274","2018-07-07","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  278",",,a","  238",",,a",,,,
"ASN00014274","2018-07-08","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  275",",,a","  231",",,a",,,,
"ASN00014274","2018-07-09","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  269",",,a","  222",",,a",,,,
"ASN00014274","2018-07-10","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  262",",,a","  226",",,a",,,,
"ASN00014274","2018-07-11","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  275",",,a","  228",",,a",,,,
"ASN00014274","2018-07-12","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  267",",,a","  232",",,a",,,,
"ASN00014274","2018-07-13","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  272",",,a","  226",",,a",,,,
"ASN00014274","2018-07-14","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  280",",,a","  229",",,a",,,,
"ASN00014274","2018-07-15","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  275",",,a","  236",",,a",,,,
"ASN00014274","2018-07-16","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  274",",,a","  232",",,a",,,,
"ASN00014274","2018-07-17","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  281",",,a","  232",",,a",,,,
"ASN00014274","2018-07-18","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  273",",,a","  237",",,a",,,,
"ASN00014274","2018-07-19","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  283",",,a","  243",",,a",,,,
"ASN00014274","2018-07-20","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  275",",,a","  252",",,a",,,,
"ASN00014274","2018-07-21","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  272",",,a","  243",",,a",,,,
"ASN00014274","2018-07-22","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  282",",,a","  235",",,a",,,,
"ASN00014274","2018-07-23","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  286",",,a","  232",",,a",,,,
"ASN00014274","2018-07-24","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  274",",,a","  245",",,a",,,,
"ASN00014274","2018-07-25","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  282",",,a","  249",",,a",,,,
"ASN00014274","2018-07-26","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  276",",,a","  249",",,a",,,,
"ASN00014274","2018-07-27","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  281",",,a","  246",",,a",,,,
"ASN00014274","2018-07-28","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  280",",,a","  251",",,a",,,,
"ASN00014274","2018-07-29","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  294",",,a","  240",",,a",,,,
"ASN00014274","2018-07-30","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS",,,"  277",",,a","  254",",,a",,,,
"ASN00014274","2018-07-31","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  272",",,a","  245",",,a",,,,
"ASN00014274","2018-08-01","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  272",",,a","  246",",,a",,,,
"ASN00014274","2018-08-02","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  282",",,a","  248",",,a",,,,
"ASN00014274","2018-08-03","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  285",",,a","  231",",,a",,,,
"ASN00014274","2018-08-04","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  289",",,a","  230",",,a",,,,
"ASN00014274","2018-08-05","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  285",",,a","  256",",,a",,,,
"ASN00014274","2018-08-06","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  290",",,a","  240",",,a",,,,
"ASN00014274","2018-08-07","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","   32",",,a","  278",",,a","  229",",,a",,,,
"ASN00014274","2018-08-08","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  275",",,a","  243",",,a",,,,
"ASN00014274","2018-08-09","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  276",",,a","  241",",,a",,,,
"ASN00014274","2018-08-10","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  277",",,a","  241",",,a",,,,
"ASN00014274","2018-08-11","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  287",",,a","  251",",,a",,,,
"ASN00014274","2018-08-12","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    6",",,a","  288",",,a","  252",",,a",,,,
"ASN00014274","2018-08-13","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  273",",,a","  230",",,a",,,,
"ASN00014274","2018-08-14","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  266",",,a","  226",",,a",,,,
"ASN00014274","2018-08-15","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  271",",,a","  230",",,a",,,,
"ASN00014274","2018-08-16","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  275",",,a","  245",",,a",,,,
"ASN00014274","2018-08-17","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  273",",,a","  245",",,a",,,,
"ASN00014274","2018-08-18","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  278",",,a","  247",",,a",,,,
"ASN00014274","2018-08-19","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  275",",,a","  249",",,a",,,,
"ASN00014274","2018-08-20","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  274",",,a","  244",",,a",,,,
"ASN00014274","2018-08-21","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  266",",,a","  231",",,a",,,,
"ASN00014274","2018-08-22","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  271",",,a","  244",",,a",,,,
"ASN00014274","2018-08-23","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  277",",,a","  248",",,a",,,,
"ASN00014274","2018-08-24","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  277",",,a","  233",",,a",,,,
"ASN00014274","2018-08-25","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  284",",,a","  235",",,a",,,,
"ASN00014274","2018-08-26","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  290",",,a","  255",",,a",,,,
"ASN00014274","2018-08-27","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  286",",,a","  255",",,a",,,,
"ASN00014274","2018-08-28","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  299",",,a","  253",",,a",,,,
"ASN00014274","2018-08-29","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  289",",,a","  254",",,a",,,,
"ASN00014274","2018-08-30","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  299",",,a","  252",",,a",,,,
"ASN00014274","2018-08-31","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  287",",,a","  249",",,a",,,,
"ASN00014274","2018-09-01","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  290",",,a","  239",",,a",,,,
"ASN00014274","2018-09-02","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  294",",,a","  240",",,a",,,,
"ASN00014274","2018-09-03","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  293",",,a","  238",",,a",,,,
"ASN00014274","2018-09-04","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  287",",,a","  261",",,a",,,,
"ASN00014274","2018-09-05","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  284",",,a","  251",",,a",,,,
"ASN00014274","2018-09-06","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  291",",,a","  235",",,a",,,,
"ASN00014274","2018-09-07","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  288",",,a","  233",",,a",,,,
"ASN00014274","2018-09-08","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  284",",,a","  255",",,a",,,,
"ASN00014274","2018-09-09","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  284",",,a","  258",",,a",,,,
"ASN00014274","2018-09-10","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  293",",,a","  253",",,a",,,,
"ASN00014274","2018-09-11","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  296",",,a","  233",",,a",,,,
"ASN00014274","2018-09-12","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  287",",,a","  233",",,a",,,,
"ASN00014274","2018-09-13","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  293",",,a","  259",",,a",,,,
"ASN00014274","2018-09-14","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  289",",,a","  252",",,a",,,,
"ASN00014274","2018-09-15","-11.0468","132.9791","1.4","MCCLUER ISLAND, AS","    0",",,a","  295",",,a","  260",",,a",,,,
