"USC00458521","2018-07-04","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  194",",,7","   61",",,7","  133",",,7,0700",,,,,,,,
"USC00458521","2018-07-05","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  211",",,7","  100",",,7","  161",",,7,0700",,,,,,,,
"USC00458521","2018-07-06","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  278",",,7","  139",",,7","  183",",,7,0700",,,,,,,,
"USC00458521","2018-07-07","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  244",",,7","   78",",,7","  144",",,7,0700",,,,,,,,
"USC00458521","2018-07-08","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0","T,,7,0700",,,,,"  217",",,7","   89",",,7","  150",",,7,0700",,,,,,,,
"USC00458521","2018-07-09","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  239",",,7","  122",",,7","  178",",,7,0700",,,,,,,,
"USC00458521","2018-07-10","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    8",",,7,0700",,,,,"  278",",,7","  122",",,7","  122",",,7,0700",,,,,,,,
"USC00458521","2018-07-11","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","   48",",,7,0700",,,,,"  222",",,7","   94",",,7","  150",",,7,0700",,,,,,,,
"USC00458521","2018-07-12","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  239",",,7","  111",",,7","  172",",,7,0700",,,,,,,,
"USC00458521","2018-07-13","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  278",",,7","  128",",,7","  183",",,7,0700",,,,,,,,
"USC00458521","2018-07-14","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  300",",,7","  133",",,7","  156",",,7,0700",,,,,,,,
"USC00458521","2018-07-15","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  244",",,7","  111",",,7","  167",",,7,0700",,,,,,,,
"USC00458521","2018-07-16","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  283",",,7","  133",",,7","  189",",,7,0700",,,,,,,,
"USC00458521","2018-07-17","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  311",",,7","  156",",,7","  200",",,7,0700",,,,,,,,
"USC00458521","2018-07-18","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  311",",,7","  161",",,7","  206",",,7,0700",,,,,,,,
"USC00458521","2018-07-19","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  289",",,7","  133",",,7","  178",",,7,0700",,,,,,,,
"USC00458521","2018-07-20","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  272",",,7","  100",",,7","  133",",,7,0700",,,,,,,,
"USC00458521","2018-07-21","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  222",",,7","   61",",,7","  117",",,7,0700",,,,,,,,
"USC00458521","2018-07-22","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  222",",,7","   83",",,7","  139",",,7,0700",,,,,,,,
"USC00458521","2018-07-23","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  250",",,7","  122",",,7","  172",",,7,0700",,,,,,,,
"USC00458521","2018-07-24","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  283",",,7","  167",",,7","  200",",,7,0700",,,,,,,,
"USC00458521","2018-07-25","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  278",",,7","  172",",,7","  200",",,7,0700",,,,,,,,
"USC00458521","2018-07-26","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  283",",,7","  156",",,7","  200",",,7,0700",,,,,,,,
"USC00458521","2018-07-27","48.7978","-119.26","1046.7","TONASKET 11 NE, WA US","    0",",,7,0700",,,,,"  289",",,7","  150",",,7","  217",",,7,0700",,,,,,,,
