"USC00190666","2018-07-06","42.6324","-72.1227","260.6","BIRCH HILL DAM, MA US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  211",",,7",,,,,,,,,"  244",",,7,",,,,,,,,,,,,,,,,,,
"USC00190666","2018-07-07","42.6324","-72.1227","260.6","BIRCH HILL DAM, MA US","  112",",,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","   83",",,7",,,,,,,,,"  128",",,7,",,,,,,,,,,,,,,,,,,
"USC00190666","2018-07-08","42.6324","-72.1227","260.6","BIRCH HILL DAM, MA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  100",",,7",,,,,,,,,"  150",",,7,",,,,,,,,,,,,,,,,,,
"USC00190666","2018-07-09","42.6324","-72.1227","260.6","BIRCH HILL DAM, MA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  122",",,7",,,,,,,,,"  172",",,7,",,,,,,,,,,,,,,,,,,
"USC00190666","2018-07-10","42.6324","-72.1227","260.6","BIRCH HILL DAM, MA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  139",",,7",,,,,,,,,"  189",",,7,",,,,,,,,,,,,,,,,,,
"USC00190666","2018-07-11","42.6324","-72.1227","260.6","BIRCH HILL DAM, MA US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  167",",,7",,,,,,,,,"  200",",,7,",,,,,,,,,,,,,,,,,,
"USC00190666","2018-07-12","42.6324","-72.1227","260.6","BIRCH HILL DAM, MA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","   94",",,7",,,,,,,,,"  139",",,7,",,,,,,,,,,,,,,,,,,
"USC00190666","2018-07-13","42.6324","-72.1227","260.6","BIRCH HILL DAM, MA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  133",",,7",,,,,,,,,"  172",",,7,",,,,,,,,,,,,,,,,,,
"USC00190666","2018-07-14","42.6324","-72.1227","260.6","BIRCH HILL DAM, MA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  139",",,7",,,,,,,,,"  161",",,7,",,,,,,,,,,,,,,,,,,
"USC00190666","2018-07-15","42.6324","-72.1227","260.6","BIRCH HILL DAM, MA US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  161",",,7",,,,,,,,,"  194",",,7,",,,,,,,,,,,,,,,,,,
"USC00190666","2018-07-16","42.6324","-72.1227","260.6","BIRCH HILL DAM, MA US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  178",",,7",,,,,,,,,"  183",",,7,","    1",",,7",,,,,,,,,,,,,,,,
