"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWDR","AWDR_ATTRIBUTES","AWND","AWND_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFI","WSFI_ATTRIBUTES"
"USS0006M22S","2018-07-06","37.02","-106.45","3060.2","CUMBRES TRESTLE, CO US","    0",",,T","    0",",,T","  229",",,T","   48",",,T","  145",",,T","    4",",,T","  139",",,T","   92",",,T","    0",",,T","   42",",,T"
"USS0006M22S","2018-07-07","37.02","-106.45","3060.2","CUMBRES TRESTLE, CO US","    0",",,T","    0",",,T","  245",",,T","   70",",,T","  136",",,T","    7",",,T","  156",",,T","  102",",,T","    0",",,T","   47",",,T"
"USS0006M22S","2018-07-08","37.02","-106.45","3060.2","CUMBRES TRESTLE, CO US","    0",",,T","    0",",,T","  252",",,T","   69",",,T","  174",",,T","    5",",,T","  152",",,T","   70",",,T","    0",",,T","   53",",,T"
"USS0006M22S","2018-07-09","37.02","-106.45","3060.2","CUMBRES TRESTLE, CO US","    0",",,T","    0",",,T","  237",",,T","   57",",,T","  175",",,T","    4",",,T","  135",",,T","   99",",,T","    0",",,T","   57",",,T"
"USS0006M22S","2018-07-10","37.02","-106.45","3060.2","CUMBRES TRESTLE, CO US","    0",",,T","    0",",,T","  239",",,T","   77",",,T","  231",",,T","    5",",,T","  143",",,T","  111",",,T","    0",",,T","   38",",,T"
"USS0006M22S","2018-07-11","37.02","-106.45","3060.2","CUMBRES TRESTLE, CO US","    0",",,T","    0",",,T","  244",",,T","   78",",,T","  252",",,T","    4",",,T","  133",",,T","   96",",,T","    0",",,T","   47",",,T"
"USS0006M22S","2018-07-12","37.02","-106.45","3060.2","CUMBRES TRESTLE, CO US","    0",",,T","    0",",,T","  175",",,T","   82",",,T","  243",",,T","    4",",,T","  118",",,T","   93",",,T","    0",",,T","   46",",,T"
"USS0006M22S","2018-07-13","37.02","-106.45","3060.2","CUMBRES TRESTLE, CO US","   25",",,T","    0",",,T","  197",",,T","   65",",,T","  214",",,T","    4",",,T","  128",",,T","  104",",,T","    0",",,T","   44",",,T"
"USS0006M22S","2018-07-14","37.02","-106.45","3060.2","CUMBRES TRESTLE, CO US","   25",",,T","    0",",,T","  225",",,T","   80",",,T","  217",",,T","    4",",,T","  146",",,T","  122",",,T","    0",",,T","   30",",,T"
"USS0006M22S","2018-07-15","37.02","-106.45","3060.2","CUMBRES TRESTLE, CO US","   51",",,T","    0",",,T","  206",",,T","   76",",,T","  214",",,T","    4",",,T","  127",",,T","   97",",,T","    0",",,T","   38",",,T"
