"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA006017401","2018-06-05","53.0667","-93.35","290.0","SANDY LAKE, ON CA","    2",",,C","  169",",,C","    9",",,C","   89",",,C","    0",",,C","    0",",,C"
"CA006017401","2018-06-06","53.0667","-93.35","290.0","SANDY LAKE, ON CA","   14",",,C","  166",",,C","   58",",,C","  112",",,C","   33",",,C","  390",",,C"
"CA006017401","2018-06-07","53.0667","-93.35","290.0","SANDY LAKE, ON CA","   15",",,C","  201",",,C","   55",",,C","  128",",,C","    0",",,C","    0",",,C"
"CA006017401","2018-06-08","53.0667","-93.35","290.0","SANDY LAKE, ON CA","    0",",,C","  243",",,C","   58",",,C","  151",",,C","    8",",,C","  320",",,C"
"CA006017401","2018-06-09","53.0667","-93.35","290.0","SANDY LAKE, ON CA","   10",",,C","  269",",,C","  128",",,C","  199",",,C","   10",",,C","  370",",,C"
"CA006017401","2018-06-10","53.0667","-93.35","290.0","SANDY LAKE, ON CA","    0",",,C","  275",",,C","  142",",,C","  209",",,C","   16",",,C","  390",",,C"
"CA006017401","2018-06-11","53.0667","-93.35","290.0","SANDY LAKE, ON CA","   13",",,C","  277",",,C","  125",",,C","  201",",,C","   19",",,C","  460",",,C"
"CA006017401","2018-06-12","53.0667","-93.35","290.0","SANDY LAKE, ON CA","    9",",,C","  228",",,C","  110",",,C","  169",",,C","   17",",,C","  330",",,C"
"CA006017401","2018-06-13","53.0667","-93.35","290.0","SANDY LAKE, ON CA","    2",",,C","  251",",,C","  102",",,C","  177",",,C","   27",",,C","  330",",,C"
"CA006017401","2018-06-14","53.0667","-93.35","290.0","SANDY LAKE, ON CA","    0",",,C","  282",",,C","  131",",,C","  207",",,C","   19",",,C","  320",",,C"
