"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"SF001485170","2018-04-13","-31.117","26.8","1603.0","JAMESTOWN, SF","  150",",,S","  155",",,S","  105",",,S",,,"  132","H,,S"
"SF001485170","2018-04-14","-31.117","26.8","1603.0","JAMESTOWN, SF","  160",",,S","  206",",,S","  102",",,S",,,"  143","H,,S"
"SF001485170","2018-04-15","-31.117","26.8","1603.0","JAMESTOWN, SF","    0",",,S","  217",",,S","   94",",,S",,,"  140","H,,S"
"SF001485170","2018-04-16","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  217",",,S","   66",",,S",,,"  123","H,,S"
"SF001485170","2018-04-17","-31.117","26.8","1603.0","JAMESTOWN, SF","   30",",,S","  184",",,S","   91",",,S",,,"  118","H,,S"
"SF001485170","2018-04-18","-31.117","26.8","1603.0","JAMESTOWN, SF","   99",",,S","  188",",,S","  111",",,S",,,"  142","H,,S"
"SF001485170","2018-04-19","-31.117","26.8","1603.0","JAMESTOWN, SF","   10",",,S","  190",",,S","   80",",,S",,,"  127","H,,S"
"SF001485170","2018-04-20","-31.117","26.8","1603.0","JAMESTOWN, SF","    0",",,S","  190",",,S","   61",",,S",,,"  116","H,,S"
"SF001485170","2018-04-21","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  196",",,S","   34",",,S",,,"   98","H,,S"
"SF001485170","2018-04-22","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  211",",,S","   33",",,S",,,"  121","H,,S"
"SF001485170","2018-04-23","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  221",",,S","   55",",,S",,,"  143","H,,S"
"SF001485170","2018-04-24","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  227",",,S","   86",",,S",,,"  156","H,,S"
"SF001485170","2018-04-25","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  245",",,S","   52",",,S",,,"  151","H,,S"
"SF001485170","2018-04-26","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  245",",,S","  122",",,S",,,"  158","H,,S"
"SF001485170","2018-04-27","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  172",",,S","   34",",,S",,,"  126","H,,S"
"SF001485170","2018-05-01","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  197",",,S","   18",",,S",,,"  102","H,,S"
"SF001485170","2018-05-02","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  196",",,S","   63",",,S",,,"  133","H,,S"
"SF001485170","2018-05-03","-31.117","26.8","1603.0","JAMESTOWN, SF","   41",",,S","  194",",,S","   30",",,S",,,"   94","H,,S"
"SF001485170","2018-05-04","-31.117","26.8","1603.0","JAMESTOWN, SF","    0",",,S","  177",",,S","  -14",",,S",,,"   77","H,,S"
"SF001485170","2018-05-05","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  210",",,S","  -11",",,S",,,"   86","H,,S"
"SF001485170","2018-05-06","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  220",",,S","    0",",,S",,,"   98","H,,S"
"SF001485170","2018-05-07","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  220",",,S","   11",",,S",,,"  112","H,,S"
"SF001485170","2018-05-08","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  207",",,S","   66",",,S",,,"  142","H,,S"
"SF001485170","2018-05-09","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  207",",,S","   43",",,S",,,"  106","H,,S"
"SF001485170","2018-05-10","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  197",",,S","  -14",",,S",,,"   76","H,,S"
"SF001485170","2018-05-11","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  203",",,S","   29",",,S",,,"  107","H,,S"
"SF001485170","2018-05-12","-31.117","26.8","1603.0","JAMESTOWN, SF","   79",",,S","  203",",,S","   35",",,S",,,"   78","H,,S"
"SF001485170","2018-05-13","-31.117","26.8","1603.0","JAMESTOWN, SF","  191",",,S","  146",",,S","   31",",,S",,,"   82","H,,S"
"SF001485170","2018-05-14","-31.117","26.8","1603.0","JAMESTOWN, SF","    0",",,S","  146",",,S","   45",",,S",,,"   80","H,,S"
"SF001485170","2018-05-15","-31.117","26.8","1603.0","JAMESTOWN, SF","   51",",,S","  146",",,S","   33",",,S",,,"   67","H,,S"
"SF001485170","2018-05-16","-31.117","26.8","1603.0","JAMESTOWN, SF","    0",",,S","  185",",,S","  -31",",,S",,,"   59","H,,S"
"SF001485170","2018-05-17","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  185",",,S","  -37",",,S",,,"   63","H,,S"
"SF001485170","2018-05-18","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  188",",,S","  -18",",,S",,,"   79","H,,S"
"SF001485170","2018-05-19","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  188",",,S","   -6",",,S",,,"   81","H,,S"
"SF001485170","2018-05-20","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  166",",,S","   74",",,S",,,"  103","H,,S"
"SF001485170","2018-05-21","-31.117","26.8","1603.0","JAMESTOWN, SF","   51",",,S","  143",",,S","   70",",,S",,,"  100","H,,S"
"SF001485170","2018-05-22","-31.117","26.8","1603.0","JAMESTOWN, SF","    0",",,S","  152",",,S","   44",",,S",,,"   91","H,,S"
"SF001485170","2018-05-23","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  171",",,S","   48",",,S",,,"  103","H,,S"
"SF001485170","2018-05-24","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  182",",,S","   24",",,S",,,"  100","H,,S"
"SF001485170","2018-05-25","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  182",",,S","    4",",,S",,,"   76","H,,S"
"SF001485170","2018-05-26","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  171",",,S","   17",",,S",,,"   63","H,,S"
"SF001485170","2018-05-27","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  163",",,S","  -16",",,S",,,"   61","H,,S"
"SF001485170","2018-05-28","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  187",",,S","   12",",,S",,,"  132","H,,S"
"SF001485170","2018-05-29","-31.117","26.8","1603.0","JAMESTOWN, SF","    5",",,S","  187",",,S","   20",",,S",,,"   88","H,,S"
"SF001485170","2018-05-30","-31.117","26.8","1603.0","JAMESTOWN, SF","    0",",,S","  136",",,S","  -29",",,S",,,"   54","H,,S"
"SF001485170","2018-05-31","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  134",",,S","   15",",,S",,,"   68","H,,S"
"SF001485170","2018-06-01","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  125",",,S","   26",",,S",,,"   73","H,,S"
"SF001485170","2018-06-02","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  149",",,S","   16",",,S",,,"   74","H,,S"
"SF001485170","2018-06-03","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  149",",,S","  -16",",,S",,,"   76","H,,S"
"SF001485170","2018-06-04","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  148",",,S","   15",",,S",,,"   54","H,,S"
"SF001485170","2018-06-05","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  159",",,S","  -32",",,S",,,"   50","H,,S"
"SF001485170","2018-06-06","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  161",",,S","  -36",",,S",,,"   47","H,,S"
"SF001485170","2018-06-07","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  162",",,S","  -40",",,S",,,"   74","H,,S"
"SF001485170","2018-06-08","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  166",",,S","  -23",",,S",,,"   76","H,,S"
"SF001485170","2018-06-09","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  160",",,S","   39",",,S",,,"  104","H,,S"
"SF001485170","2018-06-10","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  160",",,S","  -21",",,S",,,"   57","H,,S"
"SF001485170","2018-06-11","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  160",",,S","  -44",",,S",,,"   54","H,,S"
"SF001485170","2018-06-12","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  161",",,S","  -31",",,S",,,"   44","H,,S"
"SF001485170","2018-06-13","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  161",",,S","   14",",,S",,,"   89","H,,S"
"SF001485170","2018-06-14","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  151",",,S","   49",",,S",,,"  126","H,,S"
"SF001485170","2018-06-15","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  151",",,S","   61",",,S",,,"   82","H,,S"
"SF001485170","2018-06-16","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  112",",,S","   -6",",,S",,,"   48","H,,S"
"SF001485170","2018-06-17","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  141",",,S","  -36",",,S",,,"   61","H,,S"
"SF001485170","2018-06-18","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  172",",,S","   30",",,S",,,"  102","H,,S"
"SF001485170","2018-06-19","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  172",",,S","   21",",,S",,,"   69","H,,S"
"SF001485170","2018-06-20","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  138",",,S","  -35",",,S",,,"   41","H,,S"
"SF001485170","2018-06-21","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  178",",,S","  -35",",,S",,,"   79","H,,S"
"SF001485170","2018-06-22","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  178",",,S","  -40",",,S",,,"   42","H,,S"
"SF001485170","2018-06-23","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  169",",,S","  -38",",,S",,,"   87","H,,S"
"SF001485170","2018-06-24","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  169",",,S","    1",",,S",,,"   67","H,,S"
"SF001485170","2018-06-25","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  165",",,S","  -56",",,S",,,"   42","H,,S"
"SF001485170","2018-06-26","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  167",",,S","  -42",",,S",,,"   66","H,,S"
"SF001485170","2018-06-27","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  167",",,S","   16",",,S",,,"   85","H,,S"
"SF001485170","2018-06-28","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  151",",,S","  -45",",,S",,,"   32","H,,S"
"SF001485170","2018-06-29","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  139",",,S","   -4",",,S",,,"   76","H,,S"
"SF001485170","2018-06-30","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  148",",,S","   38",",,S",,,"   85","H,,S"
"SF001485170","2018-07-01","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  172",",,S","   38",",,S",,,"  116","H,,S"
"SF001485170","2018-07-02","-31.117","26.8","1603.0","JAMESTOWN, SF","   10",",,S","  172",",,S","    3",",,S",,,"   34","H,,S"
"SF001485170","2018-07-03","-31.117","26.8","1603.0","JAMESTOWN, SF","    0",",,S","   88",",,S","  -69",",,S",,,"   21","H,,S"
"SF001485170","2018-07-04","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  125",",,S","  -76",",,S",,,"   18","H,,S"
"SF001485170","2018-07-05","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  153",",,S","  -74",",,S",,,"   21","H,,S"
"SF001485170","2018-07-06","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  158",",,S","  -75",",,S",,,"   22","H,,S"
"SF001485170","2018-07-07","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  158",",,S","  -67",",,S",,,"   23","H,,S"
"SF001485170","2018-07-08","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  151",",,S","  -47",",,S",,,"   26","H,,S"
"SF001485170","2018-07-09","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  151",",,S","  -27",",,S",,,"   65","H,,S"
"SF001485170","2018-07-10","-31.117","26.8","1603.0","JAMESTOWN, SF","   10",",,S","  143",",,S","   66",",,S",,,"   80","H,,S"
"SF001485170","2018-07-11","-31.117","26.8","1603.0","JAMESTOWN, SF","    3",",,S","  155",",,S","  -10",",,S",,,"  103","H,,S"
"SF001485170","2018-07-12","-31.117","26.8","1603.0","JAMESTOWN, SF","    0",",,S","  172",",,S","   74",",,S",,,"  124","H,,S"
"SF001485170","2018-07-13","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  172",",,S","   71",",,S",,,"  102","H,,S"
"SF001485170","2018-07-14","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  135",",,S","   13",",,S",,,"   44","H,,S"
"SF001485170","2018-07-15","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"   84",",,S","  -18",",,S",,,"   19","H,,S"
"SF001485170","2018-07-16","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  125",",,S","  -55",",,S",,,"   26","H,,S"
"SF001485170","2018-07-17","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  139",",,S","  -30",",,S",,,"   42","H,,S"
"SF001485170","2018-07-18","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  139",",,S","  -39",",,S",,,"   38","H,,S"
"SF001485170","2018-07-19","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  143",",,S","  -42",",,S",,,"   37","H,,S"
"SF001485170","2018-07-20","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  143",",,S","  -46",",,S",,,"   37","H,,S"
"SF001485170","2018-07-21","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  143",",,S","  -25",",,S",,,"   51","H,,S"
"SF001485170","2018-07-22","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  160",",,S","  -37",",,S",,,"   61","H,,S"
"SF001485170","2018-07-23","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  171",",,S","   32",",,S",,,"   89","H,,S"
"SF001485170","2018-07-24","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  171",",,S","   41",",,S",,,"   96","H,,S"
"SF001485170","2018-07-25","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  168",",,S","   15",",,S",,,"   80","H,,S"
"SF001485170","2018-07-26","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  168",",,S","  -27",",,S",,,"   66","H,,S"
"SF001485170","2018-07-27","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  184",",,S","   31",",,S",,,"  105","H,,S"
"SF001485170","2018-07-28","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  184",",,S","  -29",",,S",,,"   67","H,,S"
"SF001485170","2018-07-29","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  172",",,S","   12",",,S",,,"   84","H,,S"
"SF001485170","2018-07-30","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  163",",,S","  -40",",,S",,,"   47","H,,S"
"SF001485170","2018-07-31","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  199",",,S","  -43",",,S",,,"   85","H,,S"
"SF001485170","2018-08-01","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  199",",,S","   11",",,S",,,"   90","H,,S"
"SF001485170","2018-08-02","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  154",",,S","  -41",",,S",,,"   36","H,,S"
"SF001485170","2018-08-03","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  147",",,S","  -20",",,S",,,"   61","H,,S"
"SF001485170","2018-08-04","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  180",",,S","    7",",,S",,,"   99","H,,S"
"SF001485170","2018-08-05","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  180",",,S","  -21",",,S",,,"   43","H,,S"
"SF001485170","2018-08-06","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  135",",,S","  -57",",,S",,,"   41","H,,S"
"SF001485170","2018-08-07","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  135",",,S","  -23",",,S",,,"   49","H,,S"
"SF001485170","2018-08-08","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"   99",",,S","  -80",",,S",,,"    9","H,,S"
"SF001485170","2018-08-09","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"   87",",,S","   -5",",,S",,,"   18","H,,S"
"SF001485170","2018-08-10","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"   82",",,S","    0",",,S",,,"   30","H,,S"
"SF001485170","2018-08-11","-31.117","26.8","1603.0","JAMESTOWN, SF",,,"  108",",,S","  -29",",,S",,,"   37","H,,S"
