"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00384886","2017-02-15","33.8641","-79.7297","22.9","LAKE CITY 2 SE, SC US","    0",",,7,0700",,,,,"  217",",,7",,,,,,,,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,
"USC00384886","2017-02-16","33.8641","-79.7297","22.9","LAKE CITY 2 SE, SC US","  152",",,7,0700",,,,,"  178",",,7","    0",",,7",,,,,,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,
"USC00384886","2017-02-17","33.8641","-79.7297","22.9","LAKE CITY 2 SE, SC US","    0",",,7,0700",,,,,"  161",",,7","    6",",,7",,,,,,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,
"USC00384886","2017-02-18","33.8641","-79.7297","22.9","LAKE CITY 2 SE, SC US","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00384886","2017-02-19","33.8641","-79.7297","22.9","LAKE CITY 2 SE, SC US","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00384886","2017-02-20","33.8641","-79.7297","22.9","LAKE CITY 2 SE, SC US","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00384886","2017-02-21","33.8641","-79.7297","22.9","LAKE CITY 2 SE, SC US","    0",",,7,0700",,,,,"  256",",,7",,,,,,,,,,,"   94",",,7,0700",,,,,,,,,,,,,,,,
"USC00384886","2017-02-22","33.8641","-79.7297","22.9","LAKE CITY 2 SE, SC US","    0",",,7,0700",,,,,"  217",",,7","   94",",,7",,,,,,,,,"  111",",,7,0700",,,,,,,,,,,,,,,,
"USC00384886","2017-02-23","33.8641","-79.7297","22.9","LAKE CITY 2 SE, SC US","    0",",,7,0700",,,,,"  256",",,7","  111",",,7",,,,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,
"USC00384886","2017-02-24","33.8641","-79.7297","22.9","LAKE CITY 2 SE, SC US","    0",",,7,0700",,,,,"  256",",,7","  117",",,7",,,,,,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,
