"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"RSM00030504","2018-06-28","54.6","100.63","523.0","TULUN, RS","    0","B,,S",,,"  319",",,S","  141",",,S",,,"  244","H,,S"
"RSM00030504","2018-06-29","54.6","100.63","523.0","TULUN, RS","  130","B,,S",,,"  317",",,S","  146",",,S",,,"  212","H,,S"
"RSM00030504","2018-06-30","54.6","100.63","523.0","TULUN, RS","    8","B,,S",,,"  271",",,S","  150",",,S",,,"  197","H,,S"
"RSM00030504","2018-07-01","54.6","100.63","523.0","TULUN, RS","    0","B,,S",,,"  272",",,S",,,,,"  202","H,,S"
"RSM00030504","2018-07-02","54.6","100.63","523.0","TULUN, RS","    0","B,,S",,,"  277",",,S","  116",",,S",,,"  211","H,,S"
"RSM00030504","2018-07-03","54.6","100.63","523.0","TULUN, RS","    0","B,,S",,,"  281",",,S","  125",",,S",,,"  210","H,,S"
"RSM00030504","2018-07-04","54.6","100.63","523.0","TULUN, RS","   41","B,,S",,,"  275",",,S",,,,,"  173","H,,S"
"RSM00030504","2018-07-05","54.6","100.63","523.0","TULUN, RS","   99","B,,S",,,"  122",",,S",,,,,"   93","H,,S"
"RSM00030504","2018-07-06","54.6","100.63","523.0","TULUN, RS","    0","B,,S",,,"  204",",,S","   53",",,S",,,"  140","H,,S"
"RSM00030504","2018-07-07","54.6","100.63","523.0","TULUN, RS","   48","B,,S",,,"  163",",,S",,,,,"  119","H,,S"
"RSM00030504","2018-07-08","54.6","100.63","523.0","TULUN, RS","    5","B,,S",,,"  192",",,S","   68",",,S",,,"  148","H,,S"
"RSM00030504","2018-07-09","54.6","100.63","523.0","TULUN, RS","   51","B,,S",,,"  134",",,S","   93",",,S",,,"  107","H,,S"
"RSM00030504","2018-07-10","54.6","100.63","523.0","TULUN, RS","   84","B,,S",,,"  127",",,S","   90",",,S",,,"  114","H,,S"
"RSM00030504","2018-07-11","54.6","100.63","523.0","TULUN, RS","    0","B,,S",,,"  194",",,S","  103",",,S",,,"  152","H,,S"
