"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094055","2018-07-06","46.3583","-104.25","905.6","BAKER MUNICIPAL AIRPORT, MT US","    0",",,W,2400",,,"  339",",,W","  156",",,W","   54",",,W",,,,,,,,,,,"  140",",,W","  140",",,W","   98",",,W","  112",",,W",,,,,,,,,,,,
"USW00094055","2018-07-07","46.3583","-104.25","905.6","BAKER MUNICIPAL AIRPORT, MT US","    0","T,,W,2400",,,"  333",",,W","  178",",,W","   43",",,W",,,,,,,,,,,"  360",",,W","  360",",,W","   81",",,W","  103",",,W",,,,,"    1",",,W",,,,,,
"USW00094055","2018-07-08","46.3583","-104.25","905.6","BAKER MUNICIPAL AIRPORT, MT US","    0",",,W,2400",,,"  306",",,W","  172",",,W","   44",",,W",,,,,,,,,,,"   40",",,W","   40",",,W","  103",",,W","  121",",,W",,,,,"    1",",,W",,,,,,
"USW00094055","2018-07-09","46.3583","-104.25","905.6","BAKER MUNICIPAL AIRPORT, MT US","  157",",,W,2400",,,"  317",",,W","  178",",,W","   72",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","  125",",,W","  157",",,W","    1",",,W",,,"    1",",,W",,,,,,
"USW00094055","2018-07-10","46.3583","-104.25","905.6","BAKER MUNICIPAL AIRPORT, MT US","    0","T,,W,2400",,,"  350",",,W","  183",",,W","   49",",,W",,,,,,,,,,,"  130",",,W","  130",",,W","  107",",,W","  130",",,W",,,,,"    1",",,W",,,,,,
"USW00094055","2018-07-11","46.3583","-104.25","905.6","BAKER MUNICIPAL AIRPORT, MT US","    0","T,,W,2400",,,"  283",",,W","  183",",,W","   49",",,W",,,,,,,,,,,"  310",",,W","  310",",,W","   98",",,W","  139",",,W",,,,,,,,,,,,
"USW00094055","2018-07-12","46.3583","-104.25","905.6","BAKER MUNICIPAL AIRPORT, MT US","    5",",,W,2400",,,"  294",",,W","  161",",,W","   26",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","   72",",,W","  116",",,W",,,,,"    1",",,W",,,,,,
"USW00094055","2018-07-13","46.3583","-104.25","905.6","BAKER MUNICIPAL AIRPORT, MT US","    0",",,W,2400",,,"  328",",,W","  156",",,W","   51",",,W",,,,,,,,,,,"  160",",,W","  140",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,
"USW00094055","2018-07-14","46.3583","-104.25","905.6","BAKER MUNICIPAL AIRPORT, MT US","    0",",,W,2400",,,"  339",",,W","  161",",,W","   56",",,W",,,,,,,,,,,"  340",",,W","  320",",,W","  139",",,W","  165",",,W",,,,,,,,,,,,
"USW00094055","2018-07-15","46.3583","-104.25","905.6","BAKER MUNICIPAL AIRPORT, MT US","    0",",,W,2400",,,"  272",",,W","  117",",,W","   25",",,W",,,,,,,,,,,"  150",",,W","  150",",,W","   72",",,W","   85",",,W",,,,,,,,,,,,
"USW00094055","2018-07-16","46.3583","-104.25","905.6","BAKER MUNICIPAL AIRPORT, MT US","    0",",,W,2400",,,"  317",",,W","  117",",,W","   22",",,W",,,,,,,,,,,"   80",",,W","   80",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,
"USW00094055","2018-07-17","46.3583","-104.25","905.6","BAKER MUNICIPAL AIRPORT, MT US","    0",",,W,2400",,,"  322",",,W","  128",",,W","   37",",,W",,,,,,,,,,,"   90",",,W","  140",",,W","   94",",,W","  116",",,W",,,,,,,,,,,,
