"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"CA003060L20","2017-11-19","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C",,,"  -30",",,C",,,,,,
"CA003060L20","2017-11-20","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C"," -150",",,C"," -235",",,C",,," -193",",,C"
"CA003060L20","2017-11-21","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C"," -105",",,C"," -200",",,C",,," -153",",,C"
"CA003060L20","2017-11-22","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","  -50",",,C"," -160",",,C",,," -105",",,C"
"CA003060L20","2017-11-23","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA",,,,,"    0",",,C",,," -120",",,C",,,,
"CA003060L20","2017-11-26","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","   78",",,C","   78",",,C",,,"   35",",,C",,,,,,
"CA003060L20","2017-11-27","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","  -20",",,C"," -120",",,C",,,"  -70",",,C"
"CA003060L20","2017-11-28","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","  -80",",,C"," -220",",,C",,," -150",",,C"
"CA003060L20","2017-11-29","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","   50",",,C"," -220",",,C",,,"  -85",",,C"
"CA003060L20","2017-11-30","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","   45",",,C"," -155",",,C",,,"  -55",",,C"
"CA003060L20","2017-12-01","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA",,,,,"    0",",,C",,," -170",",,C",,,,
"CA003060L20","2017-12-03","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C",,,"  -20",",,C",,,,,,
"CA003060L20","2017-12-04","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA",,,,,"    0",",,C",,," -200",",,C",,,,
"CA003060L20","2017-12-05","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C",,,"   30",",,C",,,,,,
"CA003060L20","2017-12-06","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA",,,,,"    0",",,C",,," -160",",,C",,,,
"CA003060L20","2017-12-07","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C",,,"   20",",,C",,,,,,
"CA003060L20","2017-12-08","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA",,,,,"    0",",,C",,," -160",",,C",,,,
"CA003060L20","2017-12-10","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C",,,"   95",",,C",,,,,,
"CA003060L20","2017-12-11","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","   55",",,C"," -145",",,C",,,"  -45",",,C"
"CA003060L20","2017-12-12","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","   75",",,C","  -80",",,C",,,"   -3",",,C"
"CA003060L20","2017-12-13","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","   45",",,C","  -50",",,C",,,"   -3",",,C"
"CA003060L20","2017-12-14","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","   30",",,C"," -115",",,C",,,"  -43",",,C"
"CA003060L20","2017-12-15","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA",,,,,"    0",",,C",,," -125",",,C",,,,
"CA003060L20","2017-12-17","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C",,,"   60",",,C",,,,,,
"CA003060L20","2017-12-18","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA",,,,,"    0",",,C",,,"  -60",",,C",,,,
"CA003060L20","2017-12-19","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C",,," -110",",,C",,,,,,
"CA003060L20","2017-12-20","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","  -45",",,C"," -200",",,C",,," -123",",,C"
"CA003060L20","2017-12-21","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA",,,,,"    0",",,C",,," -220",",,C",,,,
"CA003060L20","2018-01-01","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C",,," -145",",,C",,,,,,
"CA003060L20","2018-01-02","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","  -40",",,C"," -385",",,C",,," -213",",,C"
"CA003060L20","2018-01-03","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","  -35",",,C"," -200",",,C",,," -118",",,C"
"CA003060L20","2018-01-04","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","  -50",",,C"," -165",",,C",,," -108",",,C"
"CA003060L20","2018-01-05","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA",,,,,"    0",",,C",,," -180",",,C",,,,
"CA003060L20","2018-01-07","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C",,,"   35",",,C",,,,,,
"CA003060L20","2018-01-08","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","   76",",,C","   76",",,C","    0",",,C","   -5",",,C"," -180",",,C",,,"  -93",",,C"
"CA003060L20","2018-01-09","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C"," -165",",,C"," -195",",,C",,," -180",",,C"
"CA003060L20","2018-01-10","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C"," -215",",,C"," -245",",,C",,," -230",",,C"
"CA003060L20","2018-01-11","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C"," -255",",,C"," -415",",,C",,," -335",",,C"
"CA003060L20","2018-01-12","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA",,,,,"    0",",,C",,," -430",",,C",,,,
"CA003060L20","2018-01-15","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C",,,"  -90",",,C",,,,,,
"CA003060L20","2018-01-16","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","  -75",",,C"," -430",",S,C",,," -253",",,C"
"CA003060L20","2018-01-17","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","   45",",,C"," -305",",,C",,," -130",",,C"
"CA003060L20","2018-01-18","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C","    0",",,C","   30",",,C"," -115",",,C",,,"  -43",",,C"
"CA003060L20","2018-01-19","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA",,,,,"    0",",,C",,," -105",",,C",,,,
"CA003060L20","2018-01-21","54.7167","-113.2833","515.0","ATHABASCA 1, AB CA","    0",",,C","    0",",,C",,,"   30",",,C",,,,,,
