"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00450844","2018-06-27","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  217",",,7","   61",",,7",,,,,,,"   94",",,7,0700",,,,,,,,
"USC00450844","2018-06-28","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    8",",,7,0700",,,,,"  228",",,7","   89",",,7",,,,,,,"  122",",,7,0700",,,,,,,,
"USC00450844","2018-06-29","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  183",",,7","   94",",,7",,,,,,,"  122",",,7,0700",,,,,,,,
"USC00450844","2018-06-30","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   13",",,7,0700",,,,,"  222",",,7","  100",",,7",,,,,,,"  111",",,7,0700",,,,,,,,
"USC00450844","2018-07-01","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0","T,,7,0700",,,,,"  194",",,7","   89",",,7",,,,,,,"  111",",,7,0700",,,,,,,,
"USC00450844","2018-07-02","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0","T,,7,0700",,,,,"  250",",,7","   83",",,7",,,,,,,"  111",",,7,0700",,,,,,,,
"USC00450844","2018-07-03","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  183",",,7","   39",",,7",,,,,,,"   72",",,7,0700",,,,,,,,
"USC00450844","2018-07-04","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  194",",,7","   72",",,7",,,,,,,"  106",",,7,0700",,,,,,,,
"USC00450844","2018-07-05","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  100",",,7",,,,,,,"  128",",,7,0700",,,,,,,,
"USC00450844","2018-07-06","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  117",",,7",,,,,,,"  172",",,7,0700",,,,,,,,
"USC00450844","2018-07-07","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  117",",,7",,,,,,,"  128",",,7,0700",,,,,,,,
"USC00450844","2018-07-08","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","   72",",,7",,,,,,,"  128",",,7,0700",,,,,,,,
"USC00450844","2018-07-09","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  300",",,7","  100",",,7",,,,,,,"  122",",,7,0700",,,,,,,,
"USC00450844","2018-07-10","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0","T,,7,0700",,,,,"  339",",,7","  111",",,7",,,,,,,"  156",",,7,0700",,,,,,,,
"USC00450844","2018-07-11","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   25",",,7,0700",,,,,"  217",",,7","  111",",,7",,,,,,,"  128",",,7,0700",,,,,,,,
"USC00450844","2018-07-12","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  289",",,7","   94",",,7",,,,,,,"  122",",,7,0700",,,,,,,,
"USC00450844","2018-07-13","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  328",",,7","  117",",,7",,,,,,,"  156",",,7,0700",,,,,,,,
"USC00450844","2018-07-14","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  128",",,7",,,,,,,"  167",",,7,0700",,,,,,,,
"USC00450844","2018-07-15","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","   78",",,7",,,,,,,"  128",",,7,0700",,,,,,,,
"USC00450844","2018-07-16","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  344",",,7","   89",",,7",,,,,,,"  122",",,7,0700",,,,,,,,
"USC00450844","2018-07-17","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  117",",,7",,,,,,,"  144",",,7,0700",,,,,,,,
"USC00450844","2018-07-18","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  372",",,7","  128",",,7",,,,,,,"  172",",,7,0700",,,,,,,,
"USC00450844","2018-07-19","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  133",",,7",,,,,,,"  156",",,7,0700",,,,,,,,
"USC00450844","2018-07-20","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  311",",,7","  111",",,7",,,,,,,"  139",",,7,0700",,,,,,,,
"USC00450844","2018-07-21","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  283",",,7","   83",",,7",,,,,,,"  106",",,7,0700",,,,,,,,
"USC00450844","2018-07-22","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","   72",",,7",,,,,,,"  111",",,7,0700",,,,,,,,
"USC00450844","2018-07-23","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","   83",",,7",,,,,,,"  122",",,7,0700",,,,,,,,
"USC00450844","2018-07-24","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  111",",,7",,,,,,,"  144",",,7,0700",,,,,,,,
"USC00450844","2018-07-25","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  117",",,7",,,,,,,"  194",",,7,0700",,,,,,,,
"USC00450844","2018-07-26","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  128",",,7",,,,,,,"  150",",,7,0700",,,,,,,,
"USC00450844","2018-07-27","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  111",",,7",,,,,,,"  128",",,7,0700",,,,,,,,
"USC00450844","2018-07-28","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  339",",,7","  122",",,7",,,,,,,"  144",",,7,0700",,,,,,,,
"USC00450844","2018-07-29","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   51",",,7,0700",,,,,"  356",",,7","   78",",,7",,,,,,,"  133",",,7,0700",,,,,,,,
"USC00450844","2018-07-30","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  361",",,7","  122",",,7",,,,,,,"  156",",,7,0700",,,,,,,,
"USC00450844","2018-07-31","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  378",",,7","  133",",,7",,,,,,,"  150",",,7,0700",,,,,,,,
"USC00450844","2018-08-01","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  344",",,7","  139",",,7",,,,,,,"  167",",,7,0700",,,,,,,,
"USC00450844","2018-08-02","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  128",",,7",,,,,,,"  150",",,7,0700",,,,,,,,
"USC00450844","2018-08-03","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  106",",,7",,,,,,,"  133",",,7,0700",,,,,,,,
"USC00450844","2018-08-04","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","   83",",,7",,,,,,,"  106",",,7,0700",,,,,,,,
"USC00450844","2018-08-05","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  106",",,7",,,,,,,"  117",",,7,0700",,,,,,,,
"USC00450844","2018-08-06","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  111",",,7",,,,,,,"  117",",,7,0700",,,,,,,,
"USC00450844","2018-08-07","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  344",",,7","  117",",,7",,,,,,,"  133",",,7,0700",,,,,,,,
"USC00450844","2018-08-08","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  361",",,7","  122",",,7",,,,,,,"  133",",,7,0700",,,,,,,,
"USC00450844","2018-08-09","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  128",",,7",,,,,,,"  150",",,7,0700",,,,,,,,
"USC00450844","2018-08-10","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  378",",,7","  144",",,7",,,,,,,"  156",",,7,0700",,,,,,,,
"USC00450844","2018-08-11","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  372",",,7","  150",",,7",,,,,,,"  200",",,7,0700",,,,,,,,
"USC00450844","2018-08-12","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  122",",,7",,,,,,,"  161",",,7,0700",,,,,,,,
"USC00450844","2018-08-13","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","   78",",,7",,,,,,,"  100",",,7,0700",,,,,,,,
"USC00450844","2018-08-14","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","   83",",,7",,,,,,,"   94",",,7,0700",,,,,,,,
"USC00450844","2018-08-15","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","   89",",,7",,,,,,,"  128",",,7,0700",,,,,,,,
"USC00450844","2018-08-16","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  339",",,7","  111",",,7",,,,,,,"  156",",,7,0700",,,,,,,,
"USC00450844","2018-08-17","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  344",",,7","  133",",,7",,,,,,,"  150",",,7,0700",,,,,,,,
"USC00450844","2018-08-18","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  317",",,7","  122",",,7",,,,,,,"  161",",,7,0700",,,,,,,,
"USC00450844","2018-08-19","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  294",",,7","   94",",,7",,,,,,,"  100",",,7,0700",,,,,,,,
"USC00450844","2018-08-20","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","   72",",,7",,,,,,,"   83",",,7,0700",,,,,,,,
"USC00450844","2018-08-21","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","   72",",,7",,,,,,,"   83",",,7,0700",,,,,,,,
"USC00450844","2018-08-22","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","   78",",,7",,,,,,,"  106",",,7,0700",,,,,,,,
"USC00450844","2018-08-23","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  306",",,7","   89",",,7",,,,,,,"  111",",,7,0700",,,,,,,,
"USC00450844","2018-08-24","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  272",",,7","   89",",,7",,,,,,,"  100",",,7,0700",,,,,,,,
"USC00450844","2018-08-25","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","   56",",,7",,,,,,,"   72",",,7,0700",,,,,,,,
"USC00450844","2018-08-26","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  217",",,7","   67",",,7",,,,,,,"  100",",,7,0700",,,,,,,,
"USC00450844","2018-08-27","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   66",",,7,0700",,,,,"  189",",,7","   89",",,7",,,,,,,"  100",",,7,0700",,,,,,,,
"USC00450844","2018-08-28","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","   72",",,7",,,,,,,"  100",",,7,0700",,,,,,,,
"USC00450844","2018-08-29","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  211",",,7","   72",",,7",,,,,,,"   89",",,7,0700",,,,,,,,
"USC00450844","2018-08-30","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  250",",,7","   72",",,7",,,,,,,"   89",",,7,0700",,,,,,,,
"USC00450844","2018-08-31","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","   61",",,7",,,,,,,"   89",",,7,0700",,,,,,,,
"USC00450844","2018-09-01","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  256",",,7","   72",",,7",,,,,,,"   83",",,7,0700",,,,,,,,
"USC00450844","2018-09-02","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  250",",,7","   44",",,7",,,,,,,"   61",",,7,0700",,,,,,,,
"USC00450844","2018-09-03","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","   56",",,7",,,,,,,"  111",",,7,0700",,,,,,,,
"USC00450844","2018-09-04","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  239",",,7","   33",",,7",,,,,,,"   39",",,7,0700",,,,,,,,
"USC00450844","2018-09-05","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  256",",,7","   33",",,7",,,,,,,"   50",",,7,0700",,,,,,,,
"USC00450844","2018-09-06","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700",,,,,"  283",",,7","   44",",,7",,,,,,,"   67",",,7,0700",,,,,,,,
"USC00450844","2018-09-07","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","   67",",,7",,,,,,,"   94",",,7,0700",,,,,,,,
"USC00450844","2018-09-08","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   33",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","   83",",,7",,,,,,,"  122",",,7,0700",,,,,,,,
"USC00450844","2018-09-09","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","   83",",,7",,,,,,,"  111",",,7,0700",,,,,,,,
"USC00450844","2018-09-10","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","   94",",,7",,,,,,,"  111",",,7,0700",,,,,,,,
"USC00450844","2018-09-11","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  217",",,7","   72",",,7",,,,,,,"   72",",,7,0700",,,,,,,,
"USC00450844","2018-09-12","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   41",",,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","   61",",,7",,,,,,,"   78",",,7,0700",,,,,,,,
"USC00450844","2018-09-13","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   58",",,7,0700",,,,,"  156",",,7","   56",",,7",,,,,,,"   67",",,7,0700",,,,,,,,
"USC00450844","2018-09-14","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   66",",,7,0700","    0",",,7,0700","    0",",,7,0700","  144",",,7","   61",",,7",,,,,,,"   72",",,7,0700",,,,,,,,
"USC00450844","2018-09-15","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  189",",,7","   67",",,7",,,,,,,"   72",",,7,0700",,,,,,,,
"USC00450844","2018-09-16","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   13",",,7,0700",,,,,"  178",",,7","   61",",,7",,,,,,,"   83",",,7,0700",,,,,,,,
"USC00450844","2018-09-17","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   23",",,7,0700","    0",",,7,0700","    0",",,7,0700","  178",",,7","   72",",,7",,,,,,,"   78",",,7,0700",,,,,,,,
"USC00450844","2018-09-18","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  172",",,7","   28",",,7",,,,,,,"   33",",,7,0700",,,,,,,,
"USC00450844","2018-09-19","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  211",",,7","   22",",,7",,,,,,,"   39",",,7,0700",,,,,,,,
"USC00450844","2018-09-20","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  200",",,7","   28",",,7",,,,,,,"   33",",,7,0700",,,,,,,,
"USC00450844","2018-09-21","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   28",",,7,0700","    0",",,7,0700","    0",",,7,0700","  172",",,7","   33",",,7",,,,,,,"   89",",,7,0700",,,,,,,,
"USC00450844","2018-09-22","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   13",",,7,0700",,,,,"  156",",,7","   78",",,7",,,,,,,"   89",",,7,0700",,,,,,,,
"USC00450844","2018-09-23","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   38",",,7,0700",,,,,"  211",",,7","   72",",,7",,,,,,,"   89",",,7,0700",,,,,,,,
"USC00450844","2018-09-24","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   10",",,7,0700","    0",",,7,0700","    0",",,7,0700","  156",",,7","   50",",,7",,,,,,,"   56",",,7,0700",,,,,,,,
"USC00450844","2018-09-25","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  194",",,7","   33",",,7",,,,,,,"   44",",,7,0700",,,,,,,,
"USC00450844","2018-09-26","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","   39",",,7",,,,,,,"   44",",,7,0700",,,,,,,,
"USC00450844","2018-09-27","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  200",",,7","   39",",,7",,,,,,,"  117",",,7,0700",,,,,,,,
"USC00450844","2018-09-28","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","   44",",,7",,,,,,,"   72",",,7,0700",,,,,,,,
"USC00450844","2018-09-29","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  200",",,7","   22",",,7",,,,,,,"   33",",,7,0700",,,,,,,,
"USC00450844","2018-09-30","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  144",",,7","   28",",,7",,,,,,,"   67",",,7,0700",,,,,,,,
"USC00450844","2018-10-01","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  117",",,7","   50",",,7",,,,,,,"   56",",,7,0700",,,,,,,,
"USC00450844","2018-10-02","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   23",",,7,0700","    0",",,7,0700","    0",",,7,0700","  189",",,7","   56",",,7",,,,,,,"  100",",,7,0700",,,,,,,,
"USC00450844","2018-10-03","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   48",",,7,0700","    0",",,7,0700","    0",",,7,0700","  178",",,7","   17",",,7",,,,,,,"   22",",,7,0700",,,,,,,,
"USC00450844","2018-10-04","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  117",",,7","   17",",,7",,,,,,,"   28",",,7,0700",,,,,,,,
"USC00450844","2018-10-05","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  144",",,7","    0",",,7",,,,,,,"   11",",,7,0700",,,,,,,,
"USC00450844","2018-10-06","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  111",",,7","    6",",,7",,,,,,,"   44",",,7,0700",,,,,,,,
"USC00450844","2018-10-07","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  156",",,7","    0",",,7",,,,,,,"   56",",,7,0700",,,,,,,,
"USC00450844","2018-10-08","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  128",",,7","    6",",,7",,,,,,,"   56",",,7,0700",,,,,,,,
"USC00450844","2018-10-09","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","   28",",,7,0700","    0",",,7,0700","    0",",,7,0700","  139",",,7","   44",",,7",,,,,,,"   61",",,7,0700",,,,,,,,
"USC00450844","2018-10-10","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  161",",,7","   11",",,7",,,,,,,"   17",",,7,0700",,,,,,,,
"USC00450844","2018-10-11","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  139",",,7","  -22",",,7",,,,,,,"  -11",",,7,0700",,,,,,,,
"USC00450844","2018-10-12","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  117",",,7","  -22",",,7",,,,,,,"  -11",",,7,0700",,,,,,,,
"USC00450844","2018-10-13","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  139",",,7","  -17",",,7",,,,,,,"    0",",,7,0700",,,,,,,,
"USC00450844","2018-10-14","48.9946","-117.3544","559.9","BOUNDARY DAM, WA US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  144",",,7","  -39",",,7",,,,,,,"  -33",",,7,0700",,,,,,,,
