"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"ASN00032141","2018-06-12","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  237",",,a","  185",",,a",,,,,,
"ASN00032141","2018-06-13","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  239",",,a","  186",",,a",,,,,,
"ASN00032141","2018-06-14","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  242",",,a","  183",",,a",,,,,,
"ASN00032141","2018-06-15","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  234",",,a","  190",",,a",,,,,,
"ASN00032141","2018-06-16","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  243",",,a","  195",",,a",,,,,,
"ASN00032141","2018-06-17","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  229",",,a","  186",",,a",,,,,,
"ASN00032141","2018-06-18","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  225",",,a","  181",",,a",,,,,,
"ASN00032141","2018-06-19","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  207",",,a","  162",",,a",,,,,,
"ASN00032141","2018-06-20","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  214",",,a","  130",",,a",,,,,,
"ASN00032141","2018-06-21","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  213",",,a","  152",",,a",,,,,,
"ASN00032141","2018-06-22","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  227",",,a","  161",",,a",,,,,,
"ASN00032141","2018-06-23","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  226",",,a","  200",",,a",,,,,,
"ASN00032141","2018-06-24","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  226",",,a","  198",",,a",,,,,,
"ASN00032141","2018-06-25","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  224",",,a","  207",",,a",,,,,,
"ASN00032141","2018-06-26","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  219",",,a","  202",",,a",,,,,,
"ASN00032141","2018-06-27","-18.5203","146.3861","10.0","LUCINDA POINT, AS","   42",",,a","  218",",,a","  193",",,a",,,,,,
"ASN00032141","2018-06-28","-18.5203","146.3861","10.0","LUCINDA POINT, AS","   34",",,a","  227",",,a","  197",",,a",,,,,,
"ASN00032141","2018-06-29","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  227",",,a","  211",",,a",,,,,,
"ASN00032141","2018-06-30","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    2",",,a","  227",",,a","  211",",,a",,,,,,
"ASN00032141","2018-07-01","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    2",",,a","  234",",,a","  209",",,a",,,,,,
"ASN00032141","2018-07-02","-18.5203","146.3861","10.0","LUCINDA POINT, AS","  296",",,a","  227",",,a","  199",",,a",,,,,,
"ASN00032141","2018-07-03","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  231",",,a","  208",",,a",,,,,,
"ASN00032141","2018-07-04","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  224",",,a","  207",",,a",,,,,,
"ASN00032141","2018-07-05","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  222",",,a","  198",",,a",,,,,,
"ASN00032141","2018-07-06","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  230",",,a","  183",",,a",,,,,,
"ASN00032141","2018-07-07","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  237",",,a","  195",",,a",,,,,,
"ASN00032141","2018-07-08","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  235",",,a","  204",",,a",,,,,,
"ASN00032141","2018-07-09","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  204",",,a","  186",",,a",,,,,,
"ASN00032141","2018-07-10","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  216",",,a","  153",",,a",,,,,,
"ASN00032141","2018-07-11","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  224",",,a","  172",",,a",,,,,,
"ASN00032141","2018-07-12","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  223",",,a","  179",",,a",,,,,,
"ASN00032141","2018-07-13","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  219",",,a","  169",",,a",,,,,,
"ASN00032141","2018-07-14","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  222",",,a","  176",",,a",,,,,,
"ASN00032141","2018-07-15","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  224",",,a","  170",",,a",,,,,,
"ASN00032141","2018-07-16","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  228",",,a","  173",",,a",,,,,,
"ASN00032141","2018-07-17","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  227",",,a","  170",",,a",,,,,,
"ASN00032141","2018-07-18","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  228",",,a","  194",",,a",,,,,,
"ASN00032141","2018-07-19","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  237",",,a","  211",",,a",,,,,,
"ASN00032141","2018-07-20","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  241",",,a","  190",",,a",,,,,,
"ASN00032141","2018-07-21","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  249",",,a","  194",",,a",,,,,,
"ASN00032141","2018-07-22","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  232",",,a","  183",",,a",,,,,,
"ASN00032141","2018-07-23","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    2",",,a","  229",",,a","  192",",,a",,,,,,
"ASN00032141","2018-07-24","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    2",",,a","  237",",,a","  195",",,a",,,,,,
"ASN00032141","2018-07-25","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    2",",,a","  238",",,a","  205",",,a",,,,,,
"ASN00032141","2018-07-26","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  239",",,a","  187",",,a",,,,,,
"ASN00032141","2018-07-27","-18.5203","146.3861","10.0","LUCINDA POINT, AS","   10",",,a","  242",",,a","  178",",,a",,,,,,
"ASN00032141","2018-07-28","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  239",",,a","  186",",,a",,,,,,
"ASN00032141","2018-07-29","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  235",",,a","  188",",,a",,,,,,
"ASN00032141","2018-07-30","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  256",",,a","  191",",,a",,,,,,
"ASN00032141","2018-07-31","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  235",",,a","  178",",,a",,,,,,
"ASN00032141","2018-08-01","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  233",",,a","  166",",,a",,,,,,
"ASN00032141","2018-08-02","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  231",",,a","  187",",,a",,,,,,
"ASN00032141","2018-08-03","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  238",",,a","  180",",,a",,,,,,
"ASN00032141","2018-08-04","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  248",",,a","  199",",,a",,,,,,
"ASN00032141","2018-08-05","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  253",",,a","  195",",,a",,,,,,
"ASN00032141","2018-08-06","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  244",",,a","  204",",,a",,,,,,
"ASN00032141","2018-08-07","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  247",",,a","  212",",,a",,,,,,
"ASN00032141","2018-08-08","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  228",",,a","  181",",,a",,,,,,
"ASN00032141","2018-08-09","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  234",",,a","  166",",,a",,,,,,
"ASN00032141","2018-08-10","-18.5203","146.3861","10.0","LUCINDA POINT, AS","    0",",,a","  221",",,a","  177",",,a",,,,,,
