"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00402600","2011-01-29","36.2836","-88.7063","137.2","DRESDEN, TN US","    0",",,K,0730",,,,,"   94",",,K","  -17",",,K",,,,,,,,,"   94",",,K,0730",,,,,,,,,,,,,,,,,,
"USC00402600","2011-01-30","36.2836","-88.7063","137.2","DRESDEN, TN US","    0",",,K,0730",,,,,"  167",",,K","   28",",,K",,,,,,,,,"  117",",,K,0730",,,,,,,,,,,,,,,,,,
"USC00402600","2011-01-31","36.2836","-88.7063","137.2","DRESDEN, TN US","    0",",,K,0730",,,,,"  150",",,K","   56",",,K",,,,,,,,,"   56",",,K,0730",,,,,,,,,,,,,,,,,,
"USC00402600","2011-02-01","36.2836","-88.7063","137.2","DRESDEN, TN US","    0",",,K,0730",,,,,"  128",",,K","   50",",,K",,,,,,,,,"  117",",,K,0730",,,,,,,,,,,,,,,,,,
"USC00402600","2011-02-02","36.2836","-88.7063","137.2","DRESDEN, TN US","  196",",,K,0730",,,,,"  128",",,K","  -56",",,K",,,,,,,,,"  -56",",,K,0730",,,,,,,,,,,,,,,,,,
"USC00402600","2011-02-03","36.2836","-88.7063","137.2","DRESDEN, TN US","    0",",,K,0730",,,,,"  -33",",,K","  -78",",,K",,,,,,,,,"  -72",",,K,0730",,,,,,,,,,,,,,,,,,
"USC00402600","2011-02-04","36.2836","-88.7063","137.2","DRESDEN, TN US","    0",",,K,0730",,,,,"  -22",",,K","  -78",",,K",,,,,,,,,"  -28",",,K,0730",,,,,,,,,,,,,,,,,,
"USC00402600","2011-02-05","36.2836","-88.7063","137.2","DRESDEN, TN US","   13",",,K,0730",,,,,"   39",",,K","  -33",",,K",,,,,,,,,"  -11",",,K,0730",,,,,,,,,,,,,,,,,,
"USC00402600","2011-02-06","36.2836","-88.7063","137.2","DRESDEN, TN US","    0",",,K,0730",,,,,"   17",",,K","  -44",",,K",,,,,,,,,"   17",",,K,0730",,,,,,,,,,,,,,,,,,
"USC00402600","2011-02-07","36.2836","-88.7063","137.2","DRESDEN, TN US","   15",",,K,0730",,,,,"   61",",,K","    0",",,K",,,,,,,,,"   17",",,K,0730",,,,,,,,,,,,,,,,,,
"USC00402600","2011-02-08","36.2836","-88.7063","137.2","DRESDEN, TN US","   91",",,K,0730","   89",",,K","  102",",,K","   17",",,K","  -67",",,K",,,,,,,,,"  -50",",,K,0730",,,,,,,,,,,,,,,,,,
