"ASN00066196","2018-06-11","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","  167",",,a","  124",",,a",,,,,,,,
"ASN00066196","2018-06-12","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","  170",",,a","  103",",,a",,,,,,,,
"ASN00066196","2018-06-13","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","  185",",,a","  127",",,a",,,,,,,,
"ASN00066196","2018-06-14","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","  186",",,a","  121",",,a",,,,,,,,
"ASN00066196","2018-06-15","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","  196",",,a","  120",",,a",,,,,,,,
"ASN00066196","2018-06-16","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","  173",",,a","  109",",,a",,,,,,,,
"ASN00066196","2018-06-17","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","  148",",,a","   98",",,a",,,,,,,,
"ASN00066196","2018-06-18","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","  160",",,a","  109",",,a",,,,,,,,
"ASN00066196","2018-06-19","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","  164",",,a","   97",",,a",,,,,,,,
"ASN00066196","2018-06-20","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","  176",",,a","  119",",,a",,,,,,,,
"ASN00066196","2018-06-21","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","  164",",,a","  107",",,a",,,,,,,,
"ASN00066196","2018-06-22","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","  186",",,a","  102",",,a",,,,,,,,
"ASN00066196","2018-06-23","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","  194",",,a","   99",",,a",,,,,,,,
"ASN00066196","2018-06-24","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","  160",",,a","   90",",,a",,,,,,,,
"ASN00066196","2018-06-25","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","  164",",,a","   84",",,a",,,,,,,,
