"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00015590","2018-08-31","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  241",",,a","  104",",,a",,,,,,,,,"  147","H,,S"
"ASN00015590","2018-09-01","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  263",",,a","   54",",,a",,,,,,,,,"  173","H,,S"
"ASN00015590","2018-09-02","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  261",",,a","   70",",,a",,,,,,,,,"  184","H,,S"
"ASN00015590","2018-09-03","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  260",",,a","   88",",,a",,,,,,,,,"  179","H,,S"
"ASN00015590","2018-09-04","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  272",",,a","   99",",,a",,,,,,,,,"  185","H,,S"
"ASN00015590","2018-09-05","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  326",",,a","   85",",,a",,,,,,,,,"  258","H,,S"
"ASN00015590","2018-09-06","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  276",",,a","  153",",,a",,,,,,,,,"  192","H,,S"
"ASN00015590","2018-09-07","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  249",",,a","   82",",,a",,,,,,,,,"  159","H,,S"
"ASN00015590","2018-09-08","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  273",",,a","   59",",,a",,,,,,,,,"  184","H,,S"
"ASN00015590","2018-09-09","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  265",",,a","   63",",,a",,,,,,,,,"  156","H,,S"
"ASN00015590","2018-09-10","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  271",",,a","   32",",,a",,,,,,,,,"  169","H,,S"
"ASN00015590","2018-09-11","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  324",",,a","   50",",,a",,,,,,,,,"  226","H,,S"
"ASN00015590","2018-09-12","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  239",",,a","  117",",,a",,,,,,,,,"  161","H,,S"
"ASN00015590","2018-09-13","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  282",",,a","   60",",,a",,,,,,,,,"  206","H,,S"
"ASN00015590","2018-09-14","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  333",",,a","  118",",,a",,,,,,,,,"  253","H,,S"
"ASN00015590","2018-09-15","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  233",",,a","  159",",,a",,,,,,,,,"  179","H,,S"
"ASN00015590","2018-09-16","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  210",",,a","   63",",,a",,,,,,,,,"  129","H,,S"
"ASN00015590","2018-09-17","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  296",",,a","   25",",,a",,,,,,,,,,
"ASN00015590","2018-09-18","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  346",",,a","  149",",,a",,,,,,,,,"  184","H,,S"
"ASN00015590","2018-09-19","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  185",",,a","  129",",,a",,,,,,,,,"  131","H,,S"
"ASN00015590","2018-09-20","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  210",",,a","   43",",,a",,,,,,,,,"  167","H,,S"
"ASN00015590","2018-09-21","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  179",",,a","  117",",,a",,,,,,,,,"  116","H,,S"
"ASN00015590","2018-09-22","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  264",",,a","   49",",,a",,,,,,,,,"  170","H,,S"
"ASN00015590","2018-09-23","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  293",",,a","   69",",,a",,,,,,,,,"  205","H,,S"
"ASN00015590","2018-09-24","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  300",",,a","   80",",,a",,,,,,,,,"  121","H,,S"
"ASN00015590","2018-09-25","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  297",",,a","   81",",,a",,,,,,,,,"  193","H,,S"
"ASN00015590","2018-09-26","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  300",",,a","   78",",,a",,,,,,,,,"  193","H,,S"
"ASN00015590","2018-09-27","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  327",",,a","   73",",,a",,,,,,,,,"  216","H,,S"
"ASN00015590","2018-09-28","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  352",",,a","   91",",,a",,,,,,,,,"  255","H,,S"
"ASN00015590","2018-09-29","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  291",",,a","  140",",,a",,,,,,,,,"  214","H,,S"
"ASN00015590","2018-09-30","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  332",",,a","  125",",,a",,,,,,,,,"  252","H,,S"
"ASN00015590","2018-10-01","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  360",",,a","  169",",,a",,,,,,,,,"  275","H,,S"
"ASN00015590","2018-10-02","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  364",",,a","  185",",,a",,,,,,,,,"  279","H,,S"
"ASN00015590","2018-10-03","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  343",",,a","  177",",,a",,,,,,,,,"  248","H,,S"
"ASN00015590","2018-10-04","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  282",",,a","  148",",,a",,,,,,,,,"  204","H,,S"
"ASN00015590","2018-10-05","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  299",",,a","  125",",,a",,,,,,,,,"  222","H,,S"
"ASN00015590","2018-10-06","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  332",",,a","  153",",,a",,,,,,,,,"  236","H,,S"
"ASN00015590","2018-10-07","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  377",",,a","  140",",,a",,,,,,,,,"  306","H,,S"
"ASN00015590","2018-10-08","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  348",",,a","  214",",,a",,,,,,,,,"  277","H,,S"
"ASN00015590","2018-10-09","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a",,,"  218",",,a",,,,,,,,,"  231","H,,S"
"ASN00015590","2018-10-10","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    6",",,a","  308",",,a","  144",",,a",,,,,,,,,"  242","H,,S"
"ASN00015590","2018-10-11","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  294",",,a","  189",",,a",,,,,,,,,"  211","H,,S"
"ASN00015590","2018-10-12","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","  118",",,a","  310",",,a","  164",",,a",,,,,,,,,"  229","H,,S"
"ASN00015590","2018-10-13","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    4",",,a","  346",",,a","  158",",,a",,,,,,,,,"  279","H,,S"
"ASN00015590","2018-10-14","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    2",",,a","  385",",,a","  215",",,a",,,,,,,,,"  312","H,,S"
"ASN00015590","2018-10-15","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  315",",,a","  219",",,a",,,,,,,,,"  237","H,,S"
"ASN00015590","2018-10-16","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  281",",,a","  147",",,a",,,,,,,,,"  205","H,,S"
"ASN00015590","2018-10-17","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  298",",,a","  110",",,a",,,,,,,,,"  217","H,,S"
"ASN00015590","2018-10-18","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  349",",,a","  123",",,a",,,,,,,,,"  282","H,,S"
"ASN00015590","2018-10-19","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  375",",,a","  223",",,a",,,,,,,,,"  294","H,,S"
"ASN00015590","2018-10-20","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  289",",,a","  185",",,a",,,,,,,,,"  203","H,,S"
"ASN00015590","2018-10-21","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  321",",,a","  101",",,a",,,,,,,,,"  232","H,,S"
"ASN00015590","2018-10-22","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  380",",,a","  135",",,a",,,,,,,,,"  293","H,,S"
"ASN00015590","2018-10-23","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  385",",,a","  174",",,a",,,,,,,,,"  286","H,,S"
"ASN00015590","2018-10-24","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  390",",,a","  181",",,a",,,,,,,,,"  288","H,,S"
"ASN00015590","2018-10-25","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  418",",,a","  200",",,a",,,,,,,,,"  316","H,,S"
"ASN00015590","2018-10-26","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  407",",,a","  204",",,a",,,,,,,,,"  309","H,,S"
"ASN00015590","2018-10-27","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","   14",",,a","  268",",,a","  192",",,a",,,,,,,,,"  210","H,,S"
"ASN00015590","2018-10-28","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","   14",",,a","  332",",,a","  179",",,a",,,,,,,,,"  248","H,,S"
"ASN00015590","2018-10-29","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    4",",,a","  284",",,a","  187",",,a",,,,,,,,,"  230","H,,S"
"ASN00015590","2018-10-30","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    2",",,a","  364",",,a","  176",",,a",,,,,,,,,"  301","H,,S"
"ASN00015590","2018-10-31","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    2",",,a","  357",",,a","  250",",,a",,,,,,,,,"  296","H,,S"
"ASN00015590","2018-11-01","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  393",",,a","  230",",,a",,,,,,,,,"  289","H,,S"
"ASN00015590","2018-11-02","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","   42",",,a","  374",",,a","  217",",,a",,,,,,,,,"  293","H,,S"
"ASN00015590","2018-11-03","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  409",",,a","  210",",,a",,,,,,,,,"  342","H,,S"
"ASN00015590","2018-11-04","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  406",",,a","  252",",,a",,,,,,,,,"  321","H,,S"
"ASN00015590","2018-11-05","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","   74",",,a","  293",",,a","  201",",,a",,,,,,,,,"  251","H,,S"
"ASN00015590","2018-11-06","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  389",",,a","  203",",,a",,,,,,,,,"  269","H,,S"
"ASN00015590","2018-11-07","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","  128",",,a","  176",",,a","  163",",,a",,,,,,,,,"  138","H,,S"
"ASN00015590","2018-11-08","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","   16",",,a","  237",",,a","   97",",,a",,,,,,,,,"  177","H,,S"
"ASN00015590","2018-11-09","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  272",",,a","  123",",,a",,,,,,,,,"  199","H,,S"
"ASN00015590","2018-11-10","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  299",",,a","  119",",,a",,,,,,,,,"  212","H,,S"
"ASN00015590","2018-11-11","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  319",",,a","  118",",,a",,,,,,,,,"  241","H,,S"
"ASN00015590","2018-11-12","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  379",",,a","  154",",,a",,,,,,,,,"  309","H,,S"
"ASN00015590","2018-11-13","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  366",",,a","  238",",,a",,,,,,,,,"  288","H,,S"
"ASN00015590","2018-11-14","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  371",",,a",,,,,,,,,,,"  300","H,,S"
"ASN00015590","2018-11-15","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  364",",,a","  236",",,a",,,,,,,,,"  299","H,,S"
"ASN00015590","2018-11-16","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  282",",,a","  237",",,a",,,,,,,,,"  250","H,,S"
"ASN00015590","2018-11-17","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  293",",,a","  200",",,a",,,,,,,,,,
"ASN00015590","2018-11-18","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  331",",,a","  174",",,a",,,,,,,,,,
"ASN00015590","2018-11-19","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  382",",,a","  194",",,a",,,,,,,,,,
"ASN00015590","2018-11-20","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  395",",,a","  227",",,a",,,,,,,,,,
"ASN00015590","2018-11-21","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","  328",",,a","  211",",,a","  169",",,a",,,,,,,,,,
"ASN00015590","2018-11-22","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    6",",,a","  270",",,a","  159",",,a",,,,,,,,,,
"ASN00015590","2018-11-23","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  356",",,a","  156",",,a",,,,,,,,,"  286","H,,S"
"ASN00015590","2018-11-24","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  393",",,a","  228",",,a",,,,,,,,,"  302","H,,S"
"ASN00015590","2018-11-25","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  354",",,a","  205",",,a",,,,,,,,,"  287","H,,S"
"ASN00015590","2018-11-26","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","   24",",,a","  381",",,a","  223",",,a",,,,,,,,,"  317","H,,S"
"ASN00015590","2018-11-27","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  341",",,a",,,,,,,,,,,"  252","H,,S"
"ASN00015590","2018-11-28","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  320",",,a","  149",",,a",,,,,,,,,"  241","H,,S"
"ASN00015590","2018-11-29","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  372",",,a","  156",",,a",,,,,,,,,"  298","H,,S"
"ASN00015590","2018-11-30","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  380",",,a","  239",",,a",,,,,,,,,"  297","H,,S"
"ASN00015590","2018-12-01","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  345",",,a","  213",",,a",,,,,,,,,"  276","H,,S"
"ASN00015590","2018-12-02","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  362",",,a","  218",",,a",,,,,,,,,"  291","H,,S"
"ASN00015590","2018-12-03","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  290",",,a","  212",",,a",,,,,,,,,"  239","H,,S"
"ASN00015590","2018-12-04","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","   20",",,a","  341",",,a","  188",",,a",,,,,,,,,"  268","H,,S"
"ASN00015590","2018-12-05","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  361",",,a","  172",",,a",,,,,,,,,"  281","H,,S"
"ASN00015590","2018-12-06","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  384",",,a","  173",",,a",,,,,,,,,"  291","H,,S"
"ASN00015590","2018-12-07","-23.7951","133.889","546.0","ALICE SPRINGS AIRPORT, AS","    0",",,a","  401",",,a","  184",",,a",,,,,,,,,"  323","H,,S"
