"USC00416104","2018-07-06","30.7053","-104.0232","2069.6","MOUNT LOCKE, TX US","   23",",,7,0900","    0",",,7","    0",",,7","  217",",,7","  139",",,7",,,,,,,,,"   43",",,7,0900",,,,,,,,,"  144",",,7","  267",",,7","  183",",,7,0900","   84",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00416104","2018-07-07","30.7053","-104.0232","2069.6","MOUNT LOCKE, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  256",",,7","  139",",,7",,,,,,,,,"   43",",,7,0900",,,,,,,,,"  156",",,7","  283",",,7","  183",",,7,0900","   56",",,7",,,,,,,,,,,,,,,,,,
"USC00416104","2018-07-08","30.7053","-104.0232","2069.6","MOUNT LOCKE, TX US","  155",",,7,0900","    0",",,7","    0",",,7","  244",",,7","  128",",,7",,,,,,,,,"   64",",,7,0900",,,,,,,,,"  150",",,7","  261",",,7","  167",",,7,0900","   35",",,7",,,,,,,,,,,,,,,,,,
"USC00416104","2018-07-09","30.7053","-104.0232","2069.6","MOUNT LOCKE, TX US","    5",",,7,0900","    0",",,7","    0",",,7","  244",",,7","  128",",,7",,,,,,,,,"   38",",,7,0900",,,,,,,,,"  156",",,7","  283",",,7","  128",",,7,0900","   29",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00416104","2018-07-10","30.7053","-104.0232","2069.6","MOUNT LOCKE, TX US","   43",",,7,0900","    0",",,7","    0",",,7","  244",",,7","  128",",,7",,,,,,,,,"   38",",,7,0900",,,,,,,,,"  161",",,7","  250",",,7","  144",",,7,0900","   34",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00416104","2018-07-11","30.7053","-104.0232","2069.6","MOUNT LOCKE, TX US","   51",",,7,0900","    0",",,7","    0",",,7","  222",",,7","  139",",,7",,,,,,,,,"   18",",,7,0900",,,,,,,,,"  156",",,7","  206",",,7","  156",",,7,0900","   21",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00416104","2018-07-12","30.7053","-104.0232","2069.6","MOUNT LOCKE, TX US","    0",",,7,0900","    0",",,7","    0",",,7","  283",",,7","  156",",,7",,,,,,,,,"   71",",,7,0900",,,,,,,,,"  156",",,7","  311",",,7","  167",",,7,0900","   58",",,7",,,"    1",",,7",,,,,,,,,,,,,,
"USC00416104","2018-07-13","30.7053","-104.0232","2069.6","MOUNT LOCKE, TX US","  295",",,7,0900","    0",",,7","    0",",,7","  283",",,7","  144",",,7",,,,,,,,,"   76",",,7,0900",,,,,,,,,"  161",",,7","  217",",,7","  167",",,7,0900","   32",",,7",,,"    1",",,7",,,,,,,,,,,,,,
"USC00416104","2018-07-14","30.7053","-104.0232","2069.6","MOUNT LOCKE, TX US","  206",",,7,0900","    0",",,7","    0",",,7","  267",",,7","  139",",,7",,,,,,,,,"  124",",,7,0900",,,,,,,,,"  156",",,7","  217",",,7","  172",",,7,0900","   24",",,7",,,"    1",",,7",,,,,,,,,,,,,,
"USC00416104","2018-07-15","30.7053","-104.0232","2069.6","MOUNT LOCKE, TX US","  239",",,7,0900","    0",",,7","    0",",,7","  289",",,7","  144",",,7",,,,,,,,,"  229",",,7,0900",,,,,,,,,"  161",",,7","  294",",,7","  189",",,7,0900","   61",",,7",,,"    1",",,7",,,,,,,,,,,,,,
