"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00291813","2018-08-14","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  294",",,7","   94",",,7",,,,,,,,,"  233",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-15","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  294",",,7","  133",",,7",,,,,,,,,"  244",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-16","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   30",",,7,1700","    0",",,7","    0",",,7","  289",",,7","  161",",,7",,,,,,,,,"  228",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-17","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  278",",,7","  122",",,7",,,,,,,,,"  239",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-18","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","  147",",,7,1700","    0",",,7","    0",",,7","  289",",,7","  100",",,7",,,,,,,,,"  211",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-19","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  256",",,7","   94",",,7",,,,,,,,,"  228",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-20","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  267",",,7","   94",",,7",,,,,,,,,"  261",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-21","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    8",",,7,1700","    0",",,7","    0",",,7","  267",",,7","   94",",,7",,,,,,,,,"  211",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-22","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   25",",,7,1700","    0",",,7","    0",",,7","  239",",,7","  128",",,7",,,,,,,,,"  217",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-23","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  272",",,7","  122",",,7",,,,,,,,,"  239",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-24","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    8",",,7,1700","    0",",,7","    0",",,7","  283",",,7","  100",",,7",,,,,,,,,"  283",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-25","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","  109",",,7,1700","    0",",,7","    0",",,7","  294",",,7","  100",",,7",,,,,,,,,"  189",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-26","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","  132",",,7,1700","    0",",,7","    0",",,7","  278",",,7","  111",",,7",,,,,,,,,"  278",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-27","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  278",",,7","  111",",,7",,,,,,,,,"  278",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-28","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  283",",,7","  122",",,7",,,,,,,,,"  283",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-29","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  294",",,7","   94",",,7",,,,,,,,,"  294",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-30","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  311",",,7","  106",",,7",,,,,,,,,"  300",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-08-31","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  306",",,7","  111",",,7",,,,,,,,,"  261",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-01","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   36",",,7,1700","    0",",,7","    0",",,7","  278",",,7","  122",",,7",,,,,,,,,"  239",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-02","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   43",",,7,1700","    0",",,7","    0",",,7","  278",",,7","   89",",,7",,,,,,,,,"  139",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-03","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   28",",,7,1700","    0",",,7","    0",",,7","  211",",,7","  111",",,7",,,,,,,,,"  183",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-04","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   64",",,7,1700","    0",",,7","    0",",,7","  222",",,7","   83",",,7",,,,,,,,,"  128",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-05","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   25",",,7,1700","    0",",,7","    0",",,7","  217",",,7","   89",",,7",,,,,,,,,"  167",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-06","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  217",",,7","   83",",,7",,,,,,,,,"  161",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-07","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   28",",,7,1700","    0",",,7","    0",",,7","  217",",,7","   83",",,7",,,,,,,,,"  139",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-08","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  233",",,7","   67",",,7",,,,,,,,,"  228",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-09","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","  130",",,7,1700","    0",",,7","    0",",,7","  250",",,7","   83",",,7",,,,,,,,,"  228",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-10","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  261",",,7","   72",",,7",,,,,,,,,"  256",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-11","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  278",",,7","   67",",,7",,,,,,,,,"  256",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-12","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   13",",,7,1700","    0",",,7","    0",",,7","  283",",,7","   67",",,7",,,,,,,,,"  278",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-13","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  283",",,7","   72",",,7",,,,,,,,,"  283",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-14","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  289",",,7","   61",",,7",,,,,,,,,"  278",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-15","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  283",",,7","   61",",,7",,,,,,,,,"  211",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-16","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  289",",,7","   78",",,7",,,,,,,,,"  289",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-17","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  294",",,7","   78",",,7",,,,,,,,,"  283",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-18","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  311",",,7","   72",",,7",,,,,,,,,"  294",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-19","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  306",",,7","   89",",,7",,,,,,,,,"  272",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-20","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   51",",,7,1700","    0",",,7","    0",",,7","  306",",,7","   89",",,7",,,,,,,,,"  194",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-21","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  306",",,7","  133",",,7",,,,,,,,,"  183",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-22","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  250",",,7","   89",",,7",,,,,,,,,"  161",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-23","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  272",",,7","   39",",,7",,,,,,,,,"  267",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-24","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  272",",,7","   67",",,7",,,,,,,,,"  172",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-25","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  272",",,7","   67",",,7",,,,,,,,,"  172",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-26","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   15",",,7,1700","    0",",,7","    0",",,7","  172",",,7","   11",",,7",,,,,,,,,"  156",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-27","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  261",",,7","    6",",,7",,,,,,,,,"  256",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-28","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  278",",,7","   56",",,7",,,,,,,,,"  211",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-29","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  278",",,7","   56",",,7",,,,,,,,,"  211",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-09-30","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  272",",,7","   44",",,7",,,,,,,,,"  267",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-01","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  267",",,7","  133",",,7",,,,,,,,,"  261",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-02","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   51",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-03","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   13",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-04","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-05","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-06","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-07","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-08","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-09","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   30",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-10","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   20",",,7,1700","    0",",,7","    0",",,7","  139",",,7","  139",",S,7",,,,,,,,,"  139",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-11","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  144",",,7","   61",",,7",,,,,,,,,"  133",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-12","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  167",",,7","   56",",,7",,,,,,,,,"  161",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-13","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  200",",,7","   11",",,7",,,,,,,,,"  194",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-14","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   30",",,7,1700",,,"   51",",,7","  194",",,7","  -28",",,7",,,,,,,,,"  -22",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-15","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   10",",,7,1700","    0",",,7","    0",",,7","   44",",,7","  -61",",,7",,,,,,,,,"   39",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-16","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  117",",,7","  -39",",,7",,,,,,,,,"  106",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-17","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   20",",,7,1700","    0",",,7","    0",",,7","  106",",,7","   22",",,7",,,,,,,,,"   39",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-18","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   30",",,7,1700","    0",",,7","    0",",,7","   83",",,7","   22",",,7",,,,,,,,,"   78",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-19","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  167",",,7","  -11",",,7",,,,,,,,,"  161",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-20","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  167",",,7","  -17",",,7",,,,,,,,,"  161",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-21","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  206",",,7","  -22",",,7",,,,,,,,,"  206",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-22","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  206",",,7","   17",",,7",,,,,,,,,"  178",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-23","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","   46",",,7,1700","    0",",,7","    0",",,7","  206",",,7","   17",",,7",,,,,,,,,"   94",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-24","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","  284",",,7,1700","    0",",,7","    0",",,7","  100",",,7","   50",",,7",,,,,,,,,"   56",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-25","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    3",",,7,1700","    0",",,7","    0",",,7","  156",",,7","   17",",,7",,,,,,,,,"  144",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-26","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  172",",,7","    6",",,7",,,,,,,,,"  167",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-27","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  233",",,7","    6",",,7",,,,,,,,,"  228",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-28","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  233",",,7","    6",",,7",,,,,,,,,"  161",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-29","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  217",",,7","   28",",,7",,,,,,,,,"  189",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-30","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  217",",,7","   28",",,7",,,,,,,,,"  117",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-10-31","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","  292",",,7,1700",,,"  178",",,7","  117",",,7","  -17",",,7",,,,,,,,,"    6",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-01","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","   89",",,7","  -61",",,7",,,,,,,,,"   78",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-02","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  156",",,7","  -61",",,7",,,,,,,,,"  156",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-03","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  156",",,7","   28",",,7",,,,,,,,,"   61",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-04","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  139",",,7","  -33",",,7",,,,,,,,,"  128",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-05","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  139",",,7","  -33",",,7",,,,,,,,,"  128",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-06","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  150",",,7","  -33",",,7",,,,,,,,,"  117",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-07","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  117",",,7","  -22",",,7",,,,,,,,,"   44",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-08","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","   44",",,7","  -11",",,7",,,,,,,,,"   17",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-09","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","   78",",,7","  -50",",,7",,,,,,,,,"   67",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-10","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  133",",,7","  -89",",,7",,,,,,,,,"   94",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-11","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  100",",,7","  -61",",,7",,,,,,,,,"  -61",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-12","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","  117",",,7,1700","  127",",,7","  127",",,7","  -33",",,7"," -106",",,7",,,,,,,,,"  -78",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-13","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","   50",",,7"," -183",",,7",,,,,,,,,"   33",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-14","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","   89",",,7","  -78",",,7",,,,,,,,,"   72",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-15","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  144",",,7","  -44",",,7",,,,,,,,,"  117",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-16","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  156",",,7","  -50",",,7",,,,,,,,,"  122",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-17","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  122",",,7","  -22",",,7",,,,,,,,,"   67",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-18","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7","   67",",,7","  -39",",,7",,,,,,,,,"    0",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-19","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-20","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-21","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-22","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-23","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-24","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-25","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-26","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-27","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00291813","2018-11-28","36.4661","-104.9456","1993.4","CIMARRON 4 SW, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
