"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"MXM00076055","2012-02-21","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S",,,,,"  171","H,,S"
"MXM00076055","2012-02-22","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S",,,,,"  212","H,,S"
"MXM00076055","2012-02-23","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S","  268",",,S","  100",",,S","  204","H,,S"
"MXM00076055","2012-02-24","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S",,,,,"  233","H,,S"
"MXM00076055","2012-02-28","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S",,,,,"  151","H,,S"
"MXM00076055","2012-02-29","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S","  204",",,S","   54",",,S","  144","H,,S"
"MXM00076055","2012-03-01","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S","  191",",,S","   54",",,S","  154","H,,S"
"MXM00076055","2012-03-02","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S",,,,,"  174","H,,S"
"MXM00076055","2012-03-06","31.033","-114.85","15.0","SAN FELIPE BCN, MX",,,"  260",",,S","   91",",,S","  186","H,,S"
"MXM00076055","2012-03-07","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S","  260",",,S","   91",",,S","  175","H,,S"
"MXM00076055","2012-03-08","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S","  257",",,S","   85",",,S","  166","H,,S"
"MXM00076055","2012-03-09","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S",,,,,"  210","H,,S"
"MXM00076055","2012-03-13","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S","  268",",,S","   91",",,S","  185","H,,S"
"MXM00076055","2012-03-14","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S","  258",",,S","   90",",,S","  189","H,,S"
"MXM00076055","2012-03-15","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S","  261",",,S","   90",",,S","  203","H,,S"
"MXM00076055","2012-03-16","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S","  278",",,S","   92",",,S","  200","H,,S"
"MXM00076055","2012-03-20","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S","  256",",,S","   69",",,S","  145","H,,S"
"MXM00076055","2012-03-21","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S","  236",",,S","   69",",,S","  186","H,,S"
"MXM00076055","2012-03-23","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S","  262",",,S","  130",",,S","  223","H,,S"
"MXM00076055","2012-04-03","31.033","-114.85","15.0","SAN FELIPE BCN, MX",,,"  268",",,S","  118",",,S","  233","H,,S"
"MXM00076055","2012-04-04","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S","  270",",,S","  118",",,S","  217","H,,S"
"MXM00076055","2012-04-05","31.033","-114.85","15.0","SAN FELIPE BCN, MX",,,"  258",",,S","  140",",,S","  224","H,,S"
"MXM00076055","2012-04-06","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S","  258",",,S","  132",",,S","  211","H,,S"
"MXM00076055","2012-05-16","31.033","-114.85","15.0","SAN FELIPE BCN, MX","    0",",,S","  406",",,S","  200",",,S","  311","H,,S"
