"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN12","SN12_ATTRIBUTES","SN22","SN22_ATTRIBUTES","SN31","SN31_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN33","SN33_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX12","SX12_ATTRIBUTES","SX31","SX31_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX33","SX33_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00122825","2019-04-11","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   33",",,7",,,,,,,"   38",",,7,0800",,,,,,,"   39",",,7","  222",",,7","   50",",,7,0800","  240",",,7",,,,,,,"   83",",,7","  128",",,7","   94",",,7",,,,,"  161",",,7","  128",",I,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-12","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   46",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","   39",",,7",,,,,,,"   46",",,7,0800",,,,,,,"   33",",,7","  222",",,7","  122",",,7,0800","  208",",,7",,,,,,,"   67",",,7","  128",",,7","   94",",,7",,,,,"  194",",,7","  128",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-13","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","   33",",,7",,,,,,,"   76",",,7,0800",,,,,,,"   56",",,7","  194",",,7","   72",",,7,0800","  198",",,7",,,,,,,"   89",",,7","  106",",,7","  100",",,7",,,,,"  183",",,7","  128",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-14","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","  257",",,7,0800","    0",",,7,0800","    0",",,7,0800","  167",",,7","   28",",,7",,,,,,,"   74",",,7,0800",,,,,,,"   39",",,7","  200",",,7","   39",",,7,0800","  301",",,7",,,,,,,"   89",",,7","  100",",,7","  100",",,7",,,,,"  194",",,7","  117",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-15","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   23",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","    0",",,7",,,,,,,"    0",",,7,0800",,,,,,,"    6",",,7","   89",",,7","   22",",,7,0800","  214",",,7",,,,,,,"   72",",,7","   78",",,7","   78",",,7",,,,,"  133",",,7","  100",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-16","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   17",",,7",,,,,,,"   28",",,7,0800",,,,,,,"   67",",,7","  161",",,7","   83",",,7,0800","  145",",,7",,,,,,,"   67",",,7","   89",",,7","   78",",,7",,,,,"  167",",,7","   94",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-17","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","   78",",,7",,,,,,,"   61",",,7,0800",,,,,,,"   67",",,7","  239",",,7","  139",",,7,0800","  132",",,7",,,,,,,"   78",",,7","   83",",,7","   94",",,7",,,,,"  200",",,7","  128",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-18","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   18",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  139",",,7",,,,,,,"   48",",,7,0800",,,,,,,"  128",",,7","  217",",,7","  150",",,7,0800","  122",",,7",,,,,,,"  133",",,7","  128",",,7","  122",",,7",,,,,"  189",",,7","  128",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-19","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","  203",",,7,0800","    0",",,7,0800","    0",",,7,0800","  222",",,7","   44",",,7",,,,,,,"    0",",,7,0800",,,,,,,"   56",",,7","  211",",,7","   56",",,7,0800","  253",",,7",,,,,,,"  117",",,7","  128",",,7","  122",",,7",,,,,"  211",",,7","  144",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-20","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","  145",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","   33",",,7",,,,,,,"   38",",,7,0800",,,,,,,"   33",",,7","  211",",,7","   44",",,7,0800","  426",",,7",,,,,,,"   83",",,7","   89",",,7","   94",",,7",,,,,"  117",",,7","  128",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-21","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","  145",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","   11",",,7",,,,,,,"    0",",,7,0800",,,,,,,"   33",",,7","   61",",,7","   39",",,7,0800","  134",",,7",,,,,,,"   72",",,7","   78",",,7","   89",",,7",,,,,"   94",",,7","   89",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-22","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   28",",,7",,,,,,,"   18",",,7,0800",,,,,,,"   33",",,7","  250",",,7","  139",",,7,0800","   34",",,7",,,,,,,"   78",",,7","   83",",,7","   83",",,7",,,,,"  222",",,7","  128",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-23","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","  133",",,7",,,,,,,"   76",",,7,0800",,,,,,,"  117",",,7","  256",",,7","  172",",,7,0800","  113",",,7",,,,,,,"  128",",,7","  117",",,7","  117",",,7",,,,,"  200",",,7","  139",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-24","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   28",",,7",,,,,,,"   30",",,7,0800",,,,,,,"   67",",,7","  183",",,7","   50",",,7,0800"," 1778",",,7",,,,,,,"  100",",,7","  122",",,7","  117",",,7",,,,,"  150",",,7","  139",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-25","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   41",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","   50",",,7",,,,,,,"    5",",,7,0800",,,,,,,"   72",",,7","  183",",,7","  122",",,7,0800","   69",",,7",,,,,,,"   89",",,7","  117",",,7","  111",",,7",,,,,"  150",",,7","  122",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-26","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","  813",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","   78",",,7",,,,,,,"    0",",,7,0800",,,,,,,"  100",",,7","  161",",,7","   94",",,7,0800","  121",",,7",,,,,,,"  128",",,7","  122",",,7","  128",",,7",,,,,"  167",",,7","  128",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-27","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   89",",,7",,,,,,,"   41",",,7,0800",,,,,,,"   61",",,7","  178",",,7","   89",",,7,0800","  235",",,7",,,,,,,"   94",",,7","  106",",,7","  111",",,7",,,,,"  183",",,7","  128",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-28","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   79",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","   44",",,7",,,,,,,"   25",",,7,0800",,,,,,,"   56",",,7","  183",",,7","   44",",,7,0800","  274",",,7",,,,,,,"   94",",,7","  106",",,7","  111",",,7",,,,,"  183",",,7","  122",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-29","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   33",",,7",,,,,,,"   53",",,7,0800",,,,,,,"   44",",,7","  189",",,7","   78",",,7,0800","   80",",,7",,,,,,,"  100",",,7","  100",",,7","  106",",,7",,,,,"  183",",,7","  117",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-04-30","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","   72",",,7",,,,,,,"   20",",,7,0800",,,,,,,"   67",",,7","  167",",,7","  100",",,7,0800","  167",",,7",,,,,,,"  100",",,7","  111",",,7","  111",",,7",,,,,"  167",",,7","  111",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-01","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   78",",,7",,,,,,,"    0",",,7,0800",,,,,,,"  100",",,7","  156",",,7","  194",",,7,0800","  158",",,7",,,,,,,"  122",",,7","  111",",,7","  128",",,7",,,,,"  156",",,7","  111",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-02","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   33",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","  106",",,7",,,,,,,"   23",",,7,0800",,,,,,,"  144",",,7","  206",",,7","  133",",,7,0800","  106",",,7",,,,,,,"  156",",,7","  111",",,7","  128",",,7",,,,,"  194",",,7","  139",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-03","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   28",",,7,0800","    0",",,7,0800","    0",",,7,0800","  217",",,7","  133",",,7",,,,,,,"    0",",,7,0800",,,,,,,"  122",",,7","  222",",,7","  156",",,7,0800","   50",",,7",,,,,,,"  144",",,7","  139",",,7","  139",",,7",,,,,"  200",",,7","  150",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-04","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  167",",,7","   94",",,7",,,,,,,"   25",",,7,0800",,,,,,,"  111",",,7","  189",",,7","  100",",,7,0800","  132",",,7",,,,,,,"  144",",,7","  144",",,7","  144",",,7",,,,,"  189",",,7","  156",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-05","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   36",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","   50",",,7",,,,,,,"    0",",,7,0800",,,,,,,"   78",",,7","  156",",,7","   94",",,7,0800","  114",",,7",,,,,,,"  111",",,7","  128",",,7","  128",",,7",,,,,"  156",",,7","  150",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-06","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   89",",,7",,,,,,,"   69",",,7,0800",,,,,,,"   83",",,7","  261",",,7","  133",",,7,0800","   82",",,7",,,,,,,"  117",",,7","  133",",,7","  128",",,7",,,,,"  228",",,7","  167",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-07","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  100",",,7",,,,,,,"   53",",,7,0800",,,,,,,"  128",",,7","  283",",,7","  156",",,7,0800","   80",",,7",,,,,,,"  133",",,7","  150",",,7","  144",",,7",,,,,"  250",",,7","  178",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-08","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  222",",,7","   83",",,7",,,,,,,"   76",",,7,0800",,,,,,,"   94",",,7","  267",",,7","  100",",,7,0800","  177",",,7",,,,,,,"  139",",,7","  156",",,7","  144",",,7",,,,,"  250",",,7","  178",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-09","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  100",",,7",,,,,,,"   38",",,7,0800",,,,,,,"   89",",,7","  278",",,7","  217",",,7,0800","  146",",,7",,,,,,,"  139",",,7","  156",",,7","  150",",,7",,,,,"  256",",,7","  189",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-10","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","  130",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","   89",",,7",,,,,,,"   58",",,7,0800",,,,,,,"  111",",,7","  228",",,7","   94",",,7,0800","  204",",,7",,,,,,,"  156",",,7","  161",",,7","  167",",,7",,,,,"  211",",,7","  183",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-11","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","   22",",,7",,,,,,,"   15",",,7,0800",,,,,,,"   56",",,7","  133",",,7","   89",",,7,0800","   97",",,7",,,,,,,"  100",",,7","  128",",,7","  128",",,7",,,,,"  156",",,7","  161",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-12","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   97",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","   56",",,7",,,,,,,"   28",",,7,0800",,,,,,,"   67",",,7","  178",",,7","   56",",,7,0800","  266",",,7",,,,,,,"  111",",,7","  122",",,7","  128",",,7",,,,,"  172",",,7","  128",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-13","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   56",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","   56",",,7",,,,,,,"    0",",,7,0800",,,,,,,"   78",",,7","  100",",,7","   78",",,7,0800","   68",",,7",,,,,,,"  122",",,7","  122",",,7","  128",",,7",,,,,"  128",",,7","  122",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-14","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   10",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","   22",",,7",,,,,,,"    0",",,7,0800",,,,,,,"   61",",,7","  128",",,7","   94",",,7,0800","   89",",,7",,,,,,,"   94",",,7","  106",",,7","  111",",,7",,,,,"  122",",,7","  122",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-15","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   56",",,7",,,,,,,"   74",",,7,0800",,,,,,,"   72",",,7","  267",",,7","  117",",,7,0800","   47",",,7",,,,,,,"  106",",,7","  111",",,7","  111",",,7",,,,,"  233",",,7","  167",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-16","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  222",",,7","  111",",,7",,,,,,,"   38",",,7,0800",,,,,,,"  117",",,7","  244",",,7","  161",",,7,0800","   69",",,7",,,,,,,"  128",",,7","  139",",,7","  133",",,7",,,,,"  217",",,7","  161",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-17","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   48",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  161",",,7",,,,,,,"   48",",,7,0800",,,,,,,"  150",",,7","  278",",,7","  189",",,7,0800","  127",",,7",,,,,,,"  156",",,7","  150",",,7","  150",",,7",,,,,"  250",",,7","  178",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-18","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  156",",,7",,,,,,,"   38",",,7,0800",,,,,,,"  150",",,7","  278",",,7","  211",",,7,0800","   84",",,7",,,,,,,"  183",",,7","  167",",,7","  178",",,7",,,,,"  250",",,7","  183",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-19","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  206",",,7",,,,,,,"   76",",,7,0800",,,,,,,"  189",",,7","  322",",,7","  222",",,7,0800","  113",",,7",,,,,,,"  189",",,7","  178",",,7","  183",",,7",,,,,"  283",",,7","  211",",,7","  228",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-20","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","  208",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","  122",",,7",,,,,,,"   36",",,7,0800",,,,,,,"  139",",,7","  239",",,7","  139",",,7,0800","  171",",,7",,,,,,,"  172",",,7","  178",",,7","  183",",,7",,,,,"  228",",,7","  194",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-21","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","   56",",,7",,,,,,,"   61",",,7,0800",,,,,,,"   89",",,7","  172",",,7","   89",",,7,0800","  171",",,7",,,,,,,"  139",",,7","  144",",,7","  150",",,7",,,,,"  183",",,7","  172",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-22","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   10",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","   89",",,7",,,,,,,"   10",",,7,0800",,,,,,,"   83",",,7","  144",",,7","  117",",,7,0800","  208",",,7",,,,,,,"  128",",,7","  139",",,7","  144",",,7",,,,,"  150",",,7","  144",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-23","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   99",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","  117",",,7",,,,,,,"   33",",,7,0800",,,,,,,"  111",",,7","  256",",,7","  189",",,7,0800","   79",",,7",,,,,,,"  150",",,7","  144",",,7","  144",",,7",,,,,"  228",",,7","  172",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-24","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  133",",,7",,,,,,,"   76",",,7,0800",,,,,,,"  172",",,7","  306",",,7","  189",",,7,0800","  134",",,7",,,,,,,"  133",",,7","  172",",,7","  178",",,7",,,,,"  261",",,7","  194",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-25","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  161",",,7",,,,,,,"   20",",,7,0800",,,,,,,"  183",",,7","  306",",,7","  239",",,7,0800","   56",",,7",,,,,,,"  194",",,7","  183",",,7","  183",",,7",,,,,"  261",",,7","  194",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-26","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","  343",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  172",",,7",,,,,,,,,,,,,,,"  194",",,7","  311",",,7","  172",",,7,0800","  159",",,7",,,,,,,"  211",",,7","  194",",,7","  200",",,7",,,,,"  228",",,7","  217",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-27","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  144",",,7",,,,,,,"   38",",,7,0800",,,,,,,"  183",",,7","  283",",,7","  172",",,7,0800","   35",",,7",,,,,,,"  206",",,7","  200",",,7","  200",",,7",,,,,"  278",",,7","  217",",,7","  233",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-28","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","  135",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  161",",,7",,,,,,,"   13",",,7,0800",,,,,,,"  206",",,7","  311",",,7","  217",",,7,0800","   84",",,7",,,,,,,"  211",",,7","  211",",,7","  206",",,7",,,,,"  289",",,7","  222",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-29","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  178",",,7",,,,,,,"   71",",,7,0800",,,,,,,"  194",",,7","  333",",,7","  189",",,7,0800","  158",",,7",,,,,,,"  222",",,7","  222",",,7","  222",",,7",,,,,"  317",",,7","  239",",,7","  267",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-30","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  178",",,7",,,,,,,"   61",",,7,0800",,,,,,,"  183",",,7","  333",",,7","  183",",,7,0800","   60",",,7",,,,,,,"  211",",,7","  211",",,7","  217",",,7",,,,,"  244",",,7","  222",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-05-31","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   56",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  144",",,7",,,,,,,"   25",",,7,0800",,,,,,,"  178",",,7","  278",",,7","  178",",,7,0800","   84",",,7",,,,,,,"  211",",,7","  211",",,7","  211",",,7",,,,,"  317",",,7","  211",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-06-01","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  161",",,7",,,,,,,"   81",",,7,0800",,,,,,,"  167",",,7","  294",",,7","  172",",,7,0800","   76",",,7",,,,,,,"  189",",,7","  200",",,7","  211",",,7",,,,,"  267",",,7","  211",",,7","  244",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-06-02","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","   53",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  167",",,7",,,,,,,"   71",",,7,0800",,,,,,,"  178",",,7","  317",",,7","  178",",,7,0800","  124",",,7",,,,,,,"  194",",,7","  211",",,7","  206",",,7",,,,,"  289",",,7","  233",",,7","  250",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-06-03","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","   78",",,7",,,,,,,"   53",",,7,0800",,,,,,,"  128",",,7","  317",",,7","  128",",,7,0800","  143",",,7",,,,,,,"  172",",,7","  211",",,7","  189",",,7",,,,,"  300",",,7","  228",",,7","  244",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-06-04","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  122",",,7",,,,,,,"   91",",,7,0800",,,,,,,"  122",",,7","  317",",,7","  150",",,7,0800","   56",",,7",,,,,,,"  167",",,7","  194",",,7","  183",",,7",,,,,"  283",",,7","  217",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-06-05","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  150",",,7",,,,,,,"   64",",,7,0800",,,,,,,"  161",",,7","  300",",,7","  211",",,7,0800","   72",",,7",,,,,,,"  183",",,7","  200",",,7","  194",",,7",,,,,"  283",",,7","  217",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-06-06","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  161",",,7",,,,,,,"   41",",,7,0800",,,,,,,"  189",",,7","  294",",,7","  172",",,7,0800","   97",",,7",,,,,,,"  211",",,7","  211",",,7","  211",",,7",,,,,"  278",",,7","  211",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-06-07","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  150",",,7",,,,,,,"   76",",,7,0800",,,,,,,"  178",",,7","  339",",,7","  161",",,7,0800","  114",",,7",,,,,,,"  211",",,7","  217",",,7","  211",",,7",,,,,"  317",",,7","  244",",,7","  261",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00122825","2019-06-08","40.2538","-85.1484","294.1","FARMLAND 5 NNW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  156",",,7",,,,,,,"   69",",,7,0800",,,,,,,"  256",",,7","  294",",,7","  161",",,7,0800","  195",",,7",,,,,,,"  206",",,7","  239",",,7","  217",",,7",,,,,"  306",",,7","  239",",,7","  250",",,7",,,,,,,,,,,,,,,,,,,,,,
