"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00290407","2018-05-17","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  239",",,7","  -22",",,7",,,,,,,,,,,,,,
"USC00290407","2018-05-18","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  222",",,7","  -39",",,7",,,,,,,,,,,,,,
"USC00290407","2018-05-19","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  211",",,7","  -22",",,7",,,,,,,,,,,,,,
"USC00290407","2018-05-20","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    8",",,7,1700","    0",",,7","    0",",,7","  167",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00290407","2018-05-21","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   71",",,7,1700","    0",",,7","    0",",,7","  189",",,7","   17",",,7",,,,,,,,,,,,,,
"USC00290407","2018-05-22","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   36",",,7,1700","    0",",,7","    0",",,7","  194",",,7","   28",",,7",,,,,,,,,,,,,,
"USC00290407","2018-05-23","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    8",",,7,1700","    0",",,7","    0",",,7","  217",",,7","   22",",,7",,,,,,,,,,,,,,
"USC00290407","2018-05-24","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  250",",,7","  -22",",,7",,,,,,,,,,,,,,
"USC00290407","2018-05-25","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  256",",,7","  -17",",,7",,,,,,,,,,,,,,
"USC00290407","2018-05-26","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  244",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00290407","2018-05-27","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  256",",,7","  -22",",,7",,,,,,,,,,,,,,
"USC00290407","2018-05-28","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  233",",,7","  -17",",,7",,,,,,,,,,,,,,
"USC00290407","2018-05-29","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  233",",,7","  -17",",,7",,,,,,,,,,,,,,
"USC00290407","2018-05-30","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  250",",,7","   -6",",,7",,,,,,,,,,,,,,
"USC00290407","2018-05-31","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  267",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-01","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  244",",,7","   -6",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-02","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  239",",,7","   72",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-03","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   66",",,7,1700","    0",",,7","    0",",,7","  228",",,7","   28",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-04","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  250",",,7","    6",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-05","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  272",",,7","   -6",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-06","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  267",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-07","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  267",",,7","   22",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-08","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  272",",,7","   83",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-09","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  272",",,7","   78",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-10","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  261",",,7","   67",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-11","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  294",",,7","   28",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-12","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  300",",,7","   78",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-13","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","  132",",,7,1700","    0",",,7","    0",",,7","  256",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-14","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  272",",,7","   67",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-15","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  278",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-16","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   30",",,7,1700","    0",",,7","    0",",,7","  206",",,7","   78",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-17","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  244",",,7","   50",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-18","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  256",",,7","   28",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-19","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  261",",,7","   17",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-20","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  267",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-21","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  283",",,7","   28",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-22","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  289",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-23","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  278",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-24","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  278",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-25","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  261",",,7","   11",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-26","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  289",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-27","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  300",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00290407","2018-06-28","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00290407","2018-06-29","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00290407","2018-06-30","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00290407","2018-07-01","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00290407","2018-07-02","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00290407","2018-07-03","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00290407","2018-07-04","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00290407","2018-07-05","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   25",",,7,1700","    0",",,7","    0",",,7","  217",",,7","   67",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-06","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   58",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00290407","2018-07-07","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00290407","2018-07-08","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  244",",,7",,,,,,,,,,,,,,,,
"USC00290407","2018-07-09","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  256",",,7",,,,,,,,,,,,,,,,
"USC00290407","2018-07-10","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  256",",,7",,,,,,,,,,,,,,,,
"USC00290407","2018-07-11","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   46",",,7,1700","    0",",,7","    0",",,7","  250",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-12","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   33",",,7,1700","    0",",,7","    0",",,7","  211",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-13","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   23",",,7,1700","    0",",,7","    0",",,7","  250",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-14","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  244",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-15","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   15",",,7,1700","    0",",,7","    0",",,7","  239",",,7","  111",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-16","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","  130",",,7,1700","    0",",,7","    0",",,7","  228",",,7","   89",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-17","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","  168",",,7,1700","    0",",,7","    0",",,7","  272",",,7","   83",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-18","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  283",",,7","   72",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-19","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  294",",,7","   89",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-20","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  283",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-21","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  311",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-22","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  311",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-23","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","  112",",,7,1700","    0",",,7","    0",",,7","  267",",,7","  117",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-24","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   61",",,7,1700","    0",",,7","    0",",,7","  272",",,7","   83",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-25","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   69",",,7,1700","    0",",,7","    0",",,7","  228",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-26","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   76",",,7,1700","    0",",,7","    0",",,7","  217",",,7","   72",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-27","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","  130",",,7,1700","    0",",,7","    0",",,7","  261",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-28","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","  152",",,7,1700","    0",",,7","    0",",,7","  261",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-29","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  244",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-30","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  244",",,7","  111",",,7",,,,,,,,,,,,,,
"USC00290407","2018-07-31","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   25",",,7,1700","    0",",,7","    0",",,7","  222",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-01","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    5",",,7,1700","    0",",,7","    0",",,7","  256",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-02","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  239",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-03","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  261",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-04","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   18",",,7,1700","    0",",,7","    0",",,7","  222",",,7","   78",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-05","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  289",",,7","   72",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-06","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  283",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-07","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  261",",,7","   67",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-08","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    3",",,7,1700","    0",",,7","    0",",,7","  250",",,7","  111",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-09","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  239",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-10","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  222",",,7","   17",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-11","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   10",",,7,1700","    0",",,7","    0",",,7","  217",",,7","   28",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-12","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  244",",,7","   28",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-13","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   10",",,7,1700","    0",",,7","    0",",,7","  250",",,7","   17",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-14","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    5",",,7,1700","    0",",,7","    0",",,7","  261",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-15","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  256",",,7","   83",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-16","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  256",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-17","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   23",",,7,1700","    0",",,7","    0",",,7","  233",",,7","   72",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-18","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   30",",,7,1700","    0",",,7","    0",",,7","  250",",,7","   22",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-19","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  244",",,7","   78",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-20","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  239",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-21","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   64",",,7,1700","    0",",,7","    0",",,7","  267",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-22","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  206",",,7","   89",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-23","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    3",",,7,1700","    0",",,7","    0",",,7","  228",",,7","   50",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-24","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  256",",,7","   67",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-25","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   25",",,7,1700","    0",",,7","    0",",,7","  233",",,7","   89",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-26","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   53",",,7,1700","    0",",,7","    0",",,7","  239",",,7","   61",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-27","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  233",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-28","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  239",",,7","   -6",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-29","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  250",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-30","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  267",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00290407","2018-08-31","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  256",",,7","   83",",,7",,,,,,,,,,,,,,
"USC00290407","2018-09-01","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  189",",,7","   39",",,7",,,,,,,,,,,,,,
"USC00290407","2018-09-02","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","  127",",,7,1700","    0",",,7","    0",",,7","  211",",,7","   67",",,7",,,,,,,,,,,,,,
"USC00290407","2018-09-03","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","  127",",,7,1700","    0",",,7","    0",",,7","  178",",,7","   50",",,7",,,,,,,,,,,,,,
"USC00290407","2018-09-04","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    8",",,7,1700","    0",",,7","    0",",,7","  183",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00290407","2018-09-05","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","   28",",,7,1700","    0",",,7","    0",",,7","  172",",,7","   56",",,7",,,,,,,,,,,,,,
"USC00290407","2018-09-06","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    5",",,7,1700","    0",",,7","    0",",,7","  167",",,7","   44",",,7",,,,,,,,,,,,,,
"USC00290407","2018-09-07","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  183",",,7","   22",",,7",,,,,,,,,,,,,,
"USC00290407","2018-09-08","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    5",",,7,1700","    0",",,7","    0",",,7","  228",",,7","   50",",,7",,,,,,,,,,,,,,
"USC00290407","2018-09-09","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  239",",,7","    6",",,7",,,,,,,,,,,,,,
"USC00290407","2018-09-10","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  239",",,7","  -39",",,7",,,,,,,,,,,,,,
"USC00290407","2018-09-11","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  250",",,7","   22",",,7",,,,,,,,,,,,,,
"USC00290407","2018-09-12","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  239",",,7","   33",",,7",,,,,,,,,,,,,,
"USC00290407","2018-09-13","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  239",",,7","   -6",",,7",,,,,,,,,,,,,,
"USC00290407","2018-09-14","36.3949","-105.2852","2590.8","ANGEL FIRE 1 S, NM US","    0",",,7,1700","    0",",,7","    0",",,7","  250",",,7","  -28",",,7",,,,,,,,,,,,,,
