"USC00212561","2018-06-24","47.9056","-91.8283","449.6","ELY, MN US","  109",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  111",",,7",,,,,"  139",",,7,0800",,,,,"    1",",,7",,,,,,,,
"USC00212561","2018-06-25","47.9056","-91.8283","449.6","ELY, MN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   94",",,7",,,,,"  128",",,7,0800",,,,,,,,,,,,,,
"USC00212561","2018-06-26","47.9056","-91.8283","449.6","ELY, MN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  122",",,7",,,,,"  156",",,7,0800",,,,,,,,,,,,,,
"USC00212561","2018-06-27","47.9056","-91.8283","449.6","ELY, MN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","  117",",,7",,,,,"  144",",,7,0800",,,,,,,,,,,,,,
"USC00212561","2018-06-28","47.9056","-91.8283","449.6","ELY, MN US","   38",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  144",",,7",,,,,"  167",",,7,0800",,,,,"    1",",,7",,,,,,,,
"USC00212561","2018-06-29","47.9056","-91.8283","449.6","ELY, MN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  167",",,7",,,,,"  189",",,7,0800",,,,,,,,,,,,,,
"USC00212561","2018-06-30","47.9056","-91.8283","449.6","ELY, MN US","  173",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  167",",,7",,,,,"  206",",,7,0800",,,,,"    1",",,7",,,,,,,"    1",",,7"
"USC00212561","2018-07-01","47.9056","-91.8283","449.6","ELY, MN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  183",",,7",,,,,"  189",",,7,0800",,,,,,,,,,,,,,
"USC00212561","2018-07-02","47.9056","-91.8283","449.6","ELY, MN US","  170",",,7,0800","    0",",,7,0800","    0",",,7,0800","  189",",,7","  128",",,7",,,,,"  167",",,7,0800",,,,,,,,,,,,,,
"USC00212561","2018-07-03","47.9056","-91.8283","449.6","ELY, MN US","  109",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  167",",,7",,,,,"  189",",,7,0800",,,,,,,,,,,,,,
"USC00212561","2018-07-04","47.9056","-91.8283","449.6","ELY, MN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  189",",,7",,,,,"  217",",,7,0800",,,,,"    1",",,7",,,,,,,,
"USC00212561","2018-07-05","47.9056","-91.8283","449.6","ELY, MN US","  135",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  167",",,7",,,,,"  167",",,7,0800",,,,,,,,,,,,,,
"USC00212561","2018-07-06","47.9056","-91.8283","449.6","ELY, MN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  222",",,7","  117",",,7",,,,,"  167",",,7,0800",,,,,,,,,,,,,,
"USC00212561","2018-07-07","47.9056","-91.8283","449.6","ELY, MN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  161",",,7",,,,,"  200",",,7,0800",,,,,,,,,,,,,,
"USC00212561","2018-07-08","47.9056","-91.8283","449.6","ELY, MN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  200",",,7",,,,,"  206",",,7,0800",,,,,"    1",",,7",,,,,,,,
"USC00212561","2018-07-09","47.9056","-91.8283","449.6","ELY, MN US","  165",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  178",",,7",,,,,"  206",",,7,0800",,,,,"    1",",,7",,,,,,,,
"USC00212561","2018-07-10","47.9056","-91.8283","449.6","ELY, MN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  133",",,7",,,,,"  167",",,7,0800",,,,,,,,,,,,,,
