"USC00327655","2018-03-31","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0","T,,7,0700","   13",",,7",,,"  -83",",,7"," -206",",,7",,,,,,,,," -183",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-01","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,," -106",",,7"," -183",",,7",,,,,,,,," -150",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-02","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"  -39",",,7"," -183",",,7",,,,,,,,," -183",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-03","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"  -89",",,7"," -206",",,7",,,,,,,,," -194",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-04","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"  -44",",,7"," -194",",,7",,,,,,,,," -133",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-05","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0","T,,7,0700",,,,,"  -17",",,7"," -133",",,7",,,,,,,,,"  -83",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-06","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0","T,,7,0700",,,,,"  -33",",,7"," -206",",,7",,,,,,,,," -194",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-07","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"  -67",",,7"," -194",",,7",,,,,,,,," -167",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-08","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"  -39",",,7"," -167",",,7",,,,,,,,," -117",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-09","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"  -28",",,7"," -156",",,7",,,,,,,,," -150",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-10","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"  -17",",,7"," -150",",,7",,,,,,,,,"  -61",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-11","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"   33",",,7","  -61",",,7",,,,,,,,,"  -50",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-12","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0","T,,7,0700",,,,,"    0",",,7","  -50",",,7",,,,,,,,,"  -33",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-13","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"    0",",,7","  -89",",,7",,,,,,,,,"  -89",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-14","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"  -28",",,7","  -89",",,7",,,,,,,,,"  -89",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-15","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"   22",",,7"," -117",",,7",,,,,,,,,"  -94",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-16","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"   33",",,7"," -100",",,7",,,,,,,,,"  -94",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-17","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"   56",",,7"," -100",",,7",,,,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-18","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"   56",",,7","  -22",",,7",,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-19","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"   94",",,7","  -39",",,7",,,,,,,,,"  -28",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-20","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"  117",",,7","  -28",",,7",,,,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-21","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"  106",",,7","  -22",",,7",,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-22","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"  161",",,7","  -11",",,7",,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,
"USC00327655","2018-04-23","48.6297","-99.8069","493.8","ROLETTE 2 SE, ND US","    0",",,7,0700",,,,,"  167",",,7","  -11",",,7",,,,,,,,,"    6",",,7,0700",,,,,,,,,,,,,,
