"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00310724","2018-06-15","35.5044","-82.5966","643.1","BENT CREEK, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  150",",,7",,,,,,,"  161",",,7,0700",,,,,,,,,,,,
"USC00310724","2018-06-16","35.5044","-82.5966","643.1","BENT CREEK, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  156",",,7",,,,,,,"  167",",,7,0700",,,,,,,,,,,,
"USC00310724","2018-06-17","35.5044","-82.5966","643.1","BENT CREEK, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  167",",,7",,,,,,,"  178",",,7,0700",,,,,,,,,,,,
"USC00310724","2018-06-18","35.5044","-82.5966","643.1","BENT CREEK, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  156",",,7",,,,,,,"  172",",,7,0700",,,,,,,,,,,,
"USC00310724","2018-06-19","35.5044","-82.5966","643.1","BENT CREEK, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  172",",,7",,,,,,,"  206",",,7,0700",,,,,,,,,,,,
"USC00310724","2018-06-20","35.5044","-82.5966","643.1","BENT CREEK, NC US","  132",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  183",",,7",,,,,,,"  194",",,7,0700",,,,,,,,,,,,
"USC00310724","2018-06-21","35.5044","-82.5966","643.1","BENT CREEK, NC US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  189",",,7",,,,,,,"  200",",,7,0700",,,,,,,,,,,,
"USC00310724","2018-06-22","35.5044","-82.5966","643.1","BENT CREEK, NC US","   18",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  172",",,7",,,,,,,"  178",",,7,0700",,,,,,,,,,,,
"USC00310724","2018-06-23","35.5044","-82.5966","643.1","BENT CREEK, NC US",,,"    0",",,7,0700","    0",",,7,0700","  294",",,7","  161",",,7",,,,,,,"  172",",,7,0700",,,,,,,,,,,,
"USC00310724","2018-06-24","35.5044","-82.5966","643.1","BENT CREEK, NC US",,,"    0",",,7,0700","    0",",,7,0700","  294",",,7","  161",",,7",,,,,,,"  178",",,7,0700",,,,,,,,,,,,
"USC00310724","2018-06-25","35.5044","-82.5966","643.1","BENT CREEK, NC US",,,"    0",",,7,0700","    0",",,7,0700","  300",",,7","  156",",,7","    3",",,7","   69",",,7",,,"  167",",,7,0700",,,,,,,,,,,,
"USC00310724","2018-06-26","35.5044","-82.5966","643.1","BENT CREEK, NC US","   36",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  167",",,7",,,,,,,"  178",",,7,0700",,,"    1",",,7",,,,,,,,
"USC00310724","2018-06-27","35.5044","-82.5966","643.1","BENT CREEK, NC US","  183",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  172",",,7",,,,,,,"  178",",,7,0700",,,"    1",",,7",,,,,,,,
"USC00310724","2018-06-28","35.5044","-82.5966","643.1","BENT CREEK, NC US","   30",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  178",",,7",,,,,,,"  183",",,7,0700",,,"    1",",,7",,,,,,,,
"USC00310724","2018-06-29","35.5044","-82.5966","643.1","BENT CREEK, NC US","   51",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  167",",,7",,,,,,,"  178",",,7,0700",,,,,,,,,,,,
"USC00310724","2018-06-30","35.5044","-82.5966","643.1","BENT CREEK, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  178",",,7",,,,,,,"  194",",,7,0700",,,,,,,,,,,,
