"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00316341","2018-06-06","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  100",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-06-07","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  117",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-06-08","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  139",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-06-09","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  150",",,7",,,,,"  256",",,7,0700",,,,,,,,,,,,
"USC00316341","2018-06-10","35.48997","-83.31361","598.9","CHEROKEE, NC US","   28",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  144",",,7",,,,,"  250",",,7,0700",,,,,,,,,,,,
"USC00316341","2018-06-11","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  172",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,
"USC00316341","2018-06-12","35.48997","-83.31361","598.9","CHEROKEE, NC US","   89",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  161",",,7",,,,,"  250",",,7,0700",,,,,,,,,,,,
"USC00316341","2018-06-13","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,,,,,"  289",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-06-14","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  256",",,7","  161",",,7","    2",",,7","  104",",,7","  256",",,7,0700",,,,,,,,,,,,
"USC00316341","2018-06-15","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  150",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-06-16","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  150",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-06-17","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700",,,,,"  311",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-06-18","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,,,,,"  306",",,7","  156",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-06-19","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,,,,,"  311",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-06-20","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  317",",,7","  172",",,7","    3",",,7","   46",",,7",,,,,,,,,,,,,,
"USC00316341","2018-06-21","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700",,,,,"  289",",,7","  183",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-06-22","35.48997","-83.31361","598.9","CHEROKEE, NC US","  191",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  172",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,
"USC00316341","2018-06-23","35.48997","-83.31361","598.9","CHEROKEE, NC US","   46",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  172",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,
"USC00316341","2018-06-24","35.48997","-83.31361","598.9","CHEROKEE, NC US","   15",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  178",",,7",,,,,"  244",",,7,0700",,,,,,,,,,,,
"USC00316341","2018-06-25","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  283",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-06-26","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,,,,,"  289",",,7","  167",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-06-27","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,,,,,"  294",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-06-28","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  267",",,7","  156",",,7","    4",",,7","  625",",,7","  183",",,7,0700",,,,,,,,,,,,
"USC00316341","2018-06-29","35.48997","-83.31361","598.9","CHEROKEE, NC US","  107",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-06-30","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  178",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,
"USC00316341","2018-07-01","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  183",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-02","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  189",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-03","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  189",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-04","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  189",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-05","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  194",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-06","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  178",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-07","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  283",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-08","35.48997","-83.31361","598.9","CHEROKEE, NC US","   64",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  167",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-09","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  156",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-10","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  156",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-11","35.48997","-83.31361","598.9","CHEROKEE, NC US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  167",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-12","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-13","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  300",",,7","  178",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-14","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  294",",,7","  183",",,7","    2",",,7","   84",",,7",,,,,,,,,,,,,,
"USC00316341","2018-07-15","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  289",",,7","  183",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-16","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  294",",,7","  189",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-17","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  272",",,7","  189",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-18","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  289",",,7","  178",",,7","    4",",,7","  269",",,7",,,,,,,,,,,,,,
"USC00316341","2018-07-19","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-20","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-21","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  278",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-22","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  278",",,7","  156",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-23","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  228",",,7","  150",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-24","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  267",",,7","  150",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-25","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  244",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-26","35.48997","-83.31361","598.9","CHEROKEE, NC US",,,"    0",",,7,0700","    0",",,7,0700","  272",",,7","  144",",,7","    6",",,7","  500",",,7",,,,,,,,,,,,,,
"USC00316341","2018-07-27","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  150",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-28","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  150",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-29","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  144",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-30","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-07-31","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-08-01","35.48997","-83.31361","598.9","CHEROKEE, NC US","  307",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-08-02","35.48997","-83.31361","598.9","CHEROKEE, NC US","  338",",,7,0700","    0",",,7,0700","    0",",,7,0700","  189",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-08-03","35.48997","-83.31361","598.9","CHEROKEE, NC US","  191",",,7,0700","    0",",,7,0700","    0",",,7,0700","  211",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-08-04","35.48997","-83.31361","598.9","CHEROKEE, NC US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  167",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-08-05","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-08-06","35.48997","-83.31361","598.9","CHEROKEE, NC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-08-07","35.48997","-83.31361","598.9","CHEROKEE, NC US","  124",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  178",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-08-08","35.48997","-83.31361","598.9","CHEROKEE, NC US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  178",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-08-09","35.48997","-83.31361","598.9","CHEROKEE, NC US","  152",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-08-10","35.48997","-83.31361","598.9","CHEROKEE, NC US","   25",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
"USC00316341","2018-08-11","35.48997","-83.31361","598.9","CHEROKEE, NC US","   10",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  167",",,7",,,,,,,,,,,,,,,,,,
