"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00385290","2016-06-02","34.3486","-80.8348","164.0","LONGTOWN, SC US","    0",",,7,0830","    0",",,7,","    0",",,7,","  317",",,7","  206",",,7",,,,,"  217",",,7,0830",,
"USC00385290","2016-06-03","34.3486","-80.8348","164.0","LONGTOWN, SC US","  109",",,7,0830","    0",",,7,","    0",",,7,","  311",",,7","  200",",,7",,,,,"  211",",,7,0830",,
"USC00385290","2016-06-04","34.3486","-80.8348","164.0","LONGTOWN, SC US","    0",",,7,0830","    0",",,7,","    0",",,7,","  322",",,7","  211",",,7",,,,,"  239",",,7,0830",,
"USC00385290","2016-06-05","34.3486","-80.8348","164.0","LONGTOWN, SC US","  173",",,7,0830","    0",",,7,","    0",",,7,","  333",",,7","  222",",,7",,,,,"  222",",,7,0830",,
"USC00385290","2016-06-06","34.3486","-80.8348","164.0","LONGTOWN, SC US","   18",",,7,0830","    0",",,7,","    0",",,7,","  311",",,7","  217",",,7",,,,,"  239",",,7,0830",,
"USC00385290","2016-06-07","34.3486","-80.8348","164.0","LONGTOWN, SC US","  224",",,7,0830","    0",",,7,","    0",",,7,","  239",",,7","  211",",,7",,,,,"  217",",,7,0830",,
"USC00385290","2016-06-08","34.3486","-80.8348","164.0","LONGTOWN, SC US","    0",",,7,0830","    0",",,7,","    0",",,7,","  300",",,7","  178",",,7",,,,,"  183",",,7,0830",,
"USC00385290","2016-06-09","34.3486","-80.8348","164.0","LONGTOWN, SC US","    0",",,7,0830","    0",",,7,","    0",",,7,","  289",",,7","  172",",,7",,,,,"  178",",,7,0830",,
"USC00385290","2016-06-10","34.3486","-80.8348","164.0","LONGTOWN, SC US","    0",",,7,0830","    0",",,7,","    0",",,7,","  300",",,7","  178",",,7",,,,,"  222",",,7,0830",,
"USC00385290","2016-06-11","34.3486","-80.8348","164.0","LONGTOWN, SC US","    0",",,7,0830","    0",",,7,","    0",",,7,","  317",",,7","  217",",,7",,,,,"  228",",,7,0830",,
"USC00385290","2016-06-12","34.3486","-80.8348","164.0","LONGTOWN, SC US","    0",",,7,0830","    0",",,7,","    0",",,7,","  344",",,7","  228",",,7",,,,,"  256",",,7,0830",,
