"LAW00041074","2018-06-28","16.55","104.76667","155.1","SAVANNAKHET L 39, LA","    0",",,S",,,,,"  310",",,S","  250",",,S","  269","H,,S",,,,,,,,
"LAW00041074","2018-06-29","16.55","104.76667","155.1","SAVANNAKHET L 39, LA","  170",",,S",,,,,"  330",",,S","  250",",,S","  300","H,,S",,,,,,,,
"LAW00041074","2018-06-30","16.55","104.76667","155.1","SAVANNAKHET L 39, LA","    0",",,S",,,,,"  340",",,S","  270",",,S","  312","H,,S",,,,,,,,
"LAW00041074","2018-07-01","16.55","104.76667","155.1","SAVANNAKHET L 39, LA",,,,,,,"  344",",,S","  261",",,S","  307","H,,S",,,,,,,,
"LAW00041074","2018-07-02","16.55","104.76667","155.1","SAVANNAKHET L 39, LA",,,,,,,"  340",",,S",,,"  311","H,,S",,,,,,,,
"LAW00041074","2018-07-03","16.55","104.76667","155.1","SAVANNAKHET L 39, LA",,,,,,,,,"  260",",,S","  299","H,,S",,,,,,,,
"LAW00041074","2018-07-04","16.55","104.76667","155.1","SAVANNAKHET L 39, LA",,,,,,,"  334",",,S","  257",",,S","  306","H,,S",,,,,,,,
"LAW00041074","2018-07-05","16.55","104.76667","155.1","SAVANNAKHET L 39, LA",,,,,,,"  330",",,S","  260",",,S","  298","H,,S",,,,,,,,
"LAW00041074","2018-07-06","16.55","104.76667","155.1","SAVANNAKHET L 39, LA",,,,,,,"  340",",,S","  270",",,S","  309","H,,S",,,,,,,,
"LAW00041074","2018-07-07","16.55","104.76667","155.1","SAVANNAKHET L 39, LA",,,,,,,"  310",",,S",,,"  275","H,,S",,,,,,,,
"LAW00041074","2018-07-08","16.55","104.76667","155.1","SAVANNAKHET L 39, LA","  803",",,S",,,,,"  280",",,S",,,"  263","H,,S",,,,,,,,
"LAW00041074","2018-07-09","16.55","104.76667","155.1","SAVANNAKHET L 39, LA","  109",",,S",,,,,,,,,"  261","H,,S",,,,,,,,
"LAW00041074","2018-07-10","16.55","104.76667","155.1","SAVANNAKHET L 39, LA","  191",",,S",,,,,"  300",",,S",,,"  264","H,,S",,,,,,,,
"LAW00041074","2018-07-11","16.55","104.76667","155.1","SAVANNAKHET L 39, LA","  889",",,S",,,,,,,"  240",",,S","  267","H,,S",,,,,,,,
"LAW00041074","2018-07-12","16.55","104.76667","155.1","SAVANNAKHET L 39, LA","   20",",,S",,,,,"  280",",,S","  250",",,S","  260","H,,S",,,,,,,,
"LAW00041074","2018-07-13","16.55","104.76667","155.1","SAVANNAKHET L 39, LA","  119",",,S",,,,,,,,,"  285","H,,S",,,,,,,,
"LAW00041074","2018-07-14","16.55","104.76667","155.1","SAVANNAKHET L 39, LA","  140",",,S",,,,,,,,,"  257","H,,S",,,,,,,,
