"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00137386","2018-06-09","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  189",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-10","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  178",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-11","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  183",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-12","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","  200",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-13","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  133",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-14","43.1791","-95.6602","472.7","SANBORN, IA US"," 1499",",,7,0800","    0",",,7","    0",",,7","  261",",,7","  156",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-15","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  161",",,7",,,,,,,,,"  233",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-16","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  233",",,7",,,,,,,,,"  239",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-17","43.1791","-95.6602","472.7","SANBORN, IA US","    0","T,,7,0800","    0",",,7","    0",",,7","  333",",,7","  233",",,7",,,,,,,,,"  244",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-18","43.1791","-95.6602","472.7","SANBORN, IA US","  462",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  194",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-19","43.1791","-95.6602","472.7","SANBORN, IA US","    3",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  206",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-20","43.1791","-95.6602","472.7","SANBORN, IA US","    8",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  167",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-21","43.1791","-95.6602","472.7","SANBORN, IA US","  940",",,7,0800","    0",",,7","    0",",,7","  183",",,7","  161",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-22","43.1791","-95.6602","472.7","SANBORN, IA US","   25",",,7,0800","    0",",,7","    0",",,7","  183",",,7","  139",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-23","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  239",",,7","  156",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-24","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  167",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-25","43.1791","-95.6602","472.7","SANBORN, IA US","  467",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  167",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-26","43.1791","-95.6602","472.7","SANBORN, IA US","  117",",,7,0800","    0",",,7","    0",",,7","  233",",,7","  172",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-27","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  261",",,7","  172",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-28","43.1791","-95.6602","472.7","SANBORN, IA US","    5",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  183",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-29","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  194",",,7",,,,,,,,,"  256",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-06-30","43.1791","-95.6602","472.7","SANBORN, IA US","    8",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  217",",,7",,,,,,,,,"  217",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-01","43.1791","-95.6602","472.7","SANBORN, IA US","  386",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  172",",,7",,,,,,,,,"  172",",,7,0800","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-02","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","  161",",,7",,,,,,,,,"  183",",,7,0800","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-03","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  183",",,7",,,,,,,,,"  211",",,7,0800","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-04","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  206",",,7",,,,,,,,,"  261",",,7,0800","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-05","43.1791","-95.6602","472.7","SANBORN, IA US","  135",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  194",",,7",,,,,,,,,"  206",",,7,0800","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-06","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  161",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-07","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  172",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-08","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  178",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-09","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  194",",,7",,,,,,,,,"  217",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-10","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  217",",,7",,,,,,,,,"  239",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-11","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  206",",,7",,,,,,,,,"  250",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-12","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  233",",,7",,,,,,,,,"  233",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-13","43.1791","-95.6602","472.7","SANBORN, IA US","  211",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  206",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-14","43.1791","-95.6602","472.7","SANBORN, IA US","  226",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  178",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-15","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  189",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-16","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  156",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-17","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  178",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-18","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  161",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-19","43.1791","-95.6602","472.7","SANBORN, IA US","    0","T,,7,0800","    0",",,7","    0",",,7","  278",",,7","  172",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-20","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  178",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-21","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  161",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-22","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  172",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-23","43.1791","-95.6602","472.7","SANBORN, IA US","   13",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  178",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-24","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  139",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-25","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  156",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-26","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  128",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-27","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  233",",,7","  106",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-28","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  233",",,7","  133",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-29","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  239",",,7","  144",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-30","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","  150",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-07-31","43.1791","-95.6602","472.7","SANBORN, IA US","   61",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  139",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-01","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  261",",,7","  150",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-02","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  233",",,7","   83",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-03","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  244",",,7","  100",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-04","43.1791","-95.6602","472.7","SANBORN, IA US","  114",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  178",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-05","43.1791","-95.6602","472.7","SANBORN, IA US","  511",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  161",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-06","43.1791","-95.6602","472.7","SANBORN, IA US","   38",",,7,0800","    0",",,7","    0",",,7","  244",",,7","  167",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-07","43.1791","-95.6602","472.7","SANBORN, IA US","  132",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  144",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-08","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","  150",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-09","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  183",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-10","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  167",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-11","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  178",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-12","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  189",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-13","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  172",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-14","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  178",",,7",,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-15","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  189",",,7",,,,,,,,,"  217",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-16","43.1791","-95.6602","472.7","SANBORN, IA US","   38",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  183",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-17","43.1791","-95.6602","472.7","SANBORN, IA US","  145",",,7,0800","    0",",,7","    0",",,7","  217",",,7","  167",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-18","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  167",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-19","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  261",",,7","  172",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-20","43.1791","-95.6602","472.7","SANBORN, IA US","   53",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  172",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-21","43.1791","-95.6602","472.7","SANBORN, IA US","   64",",,7,0800","    0",",,7","    0",",,7","  228",",,7","  133",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-22","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  211",",,7","  106",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-23","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  233",",,7","  117",",,7",,,,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-24","43.1791","-95.6602","472.7","SANBORN, IA US","    0","T,,7,0800","    0",",,7","    0",",,7","  222",",,7","  150",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-25","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  150",",,7",,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-26","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  156",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-27","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  206",",,7",,,,,,,,,"  217",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-28","43.1791","-95.6602","472.7","SANBORN, IA US","  165",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  178",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-29","43.1791","-95.6602","472.7","SANBORN, IA US","   13",",,7,0800","    0",",,7","    0",",,7","  178",",,7","   78",",,7",,,,,,,,,"   89",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-30","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  228",",,7","   89",",,7",,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-08-31","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  233",",,7","  144",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-01","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  183",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-02","43.1791","-95.6602","472.7","SANBORN, IA US","   58",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  189",",,7",,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-03","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  189",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-04","43.1791","-95.6602","472.7","SANBORN, IA US","   25",",,7,0800","    0",",,7","    0",",,7","  244",",,7","  200",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-05","43.1791","-95.6602","472.7","SANBORN, IA US","  701",",,7,0800","    0",",,7","    0",",,7","  206",",,7","  178",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-06","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  217",",,7","  111",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-07","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  233",",,7","  117",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-08","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  222",",,7","  106",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-09","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  228",",,7","  111",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-10","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  222",",,7","  111",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-11","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  139",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-12","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  150",",,7",,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-13","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  172",",,7",,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-14","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","  178",",,7",,,,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-15","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  194",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-16","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  200",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-17","43.1791","-95.6602","472.7","SANBORN, IA US","    0",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  200",",,7",,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-18","43.1791","-95.6602","472.7","SANBORN, IA US","    0","T,,7,0800","    0",",,7","    0",",,7","  300",",,7","  161",",,7",,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-19","43.1791","-95.6602","472.7","SANBORN, IA US","  267",",,7,0800","    0",",,7","    0",",,7","  222",",,7","  156",",,7",,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-20","43.1791","-95.6602","472.7","SANBORN, IA US"," 1636",",,7,0800","    0",",,7","    0",",,7","  228",",,7","  161",",,7",,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00137386","2018-09-21","43.1791","-95.6602","472.7","SANBORN, IA US","   79",",,7,0800","    0",",,7","    0",",,7","  178",",,7","   94",",,7",,,,,,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,,,
