"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES"
"USC00412125","2018-07-07","28.5978","-98.5547","86.9","CROSS, TX US","   89",",,7,0600","    0",",,7","    0",",,7","  344",",,7","  217",",,7",,,,,"  228",",,7,0600",,,,
"USC00412125","2018-07-08","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  333",",,7","  222",",,7",,,,,"  228",",,7,0600",,,,
"USC00412125","2018-07-09","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  333",",,7","  228",",,7",,,,,"  239",",,7,0600",,,,
"USC00412125","2018-07-10","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  344",",,7","  233",",,7",,,,,"  239",",,7,0600",,,,
"USC00412125","2018-07-11","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  350",",,7","  217",",,7",,,,,"  217",",,7,0600",,,,
"USC00412125","2018-07-12","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  361",",,7","  217",",,7",,,,,"  228",",,7,0600",,,,
"USC00412125","2018-07-13","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  367",",,7","  228",",,7",,,,,"  239",",,7,0600",,,,
"USC00412125","2018-07-14","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  361",",,7","  233",",,7",,,,,"  233",",,7,0600",,,,
"USC00412125","2018-07-15","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  372",",,7","  233",",,7",,,,,"  256",",,7,0600",,,,
"USC00412125","2018-07-16","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  372",",,7","  239",",,7",,,,,"  239",",,7,0600",,,,
"USC00412125","2018-07-17","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  383",",,7","  239",",,7",,,,,"  239",",,7,0600",,,,
"USC00412125","2018-07-18","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  389",",,7","  228",",,7",,,,,"  228",",,7,0600",,,,
"USC00412125","2018-07-19","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  406",",,7","  222",",,7",,,,,"  228",",,7,0600",,,,
"USC00412125","2018-07-20","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  400",",,7","  228",",,7",,,,,"  233",",,7,0600",,,,
"USC00412125","2018-07-21","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  400",",,7","  228",",,7",,,,,"  233",",,7,0600",,,,
"USC00412125","2018-07-22","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  400",",,7","  228",",,7",,,,,"  233",",,7,0600",,,,
"USC00412125","2018-07-23","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  411",",,7","  211",",,7",,,,,"  211",",,7,0600",,,,
"USC00412125","2018-07-24","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  428",",,7","  211",",,7",,,,,"  250",",,7,0600",,,,
"USC00412125","2018-07-25","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  422",",,7","  244",",,7",,,,,"  261",",,7,0600",,,,
"USC00412125","2018-07-26","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  372",",,7","  206",",,7",,,,,"  211",",,7,0600",,,,
"USC00412125","2018-07-27","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  378",",,7","  183",",,7",,,,,"  189",",,7,0600",,,,
"USC00412125","2018-07-28","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  367",",,7","  189",",,7",,,,,"  239",",,7,0600",,,,
"USC00412125","2018-07-29","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  389",",,7","  239",",,7",,,,,"  250",",,7,0600",,,,
"USC00412125","2018-07-30","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  389",",,7","  244",",,7",,,,,"  244",",,7,0600",,,,
"USC00412125","2018-07-31","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  394",",,7","  244",",,7",,,,,"  244",",,7,0600",,,,
"USC00412125","2018-08-01","28.5978","-98.5547","86.9","CROSS, TX US","  191",",,7,0600","    0",",,7","    0",",,7","  361",",,7","  217",",,7",,,,,"  217",",,7,0600",,,,
"USC00412125","2018-08-02","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  372",",,7","  200",",,7",,,,,"  200",",,7,0600",,,,
"USC00412125","2018-08-03","28.5978","-98.5547","86.9","CROSS, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  372",",,7","  200",",,7",,,,,"  206",",,7,0600",,,,
