"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATN","DATN_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00068151","2018-08-11","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  221",",,a","  119",",,a",,,,,"  141","H,,S"
"ASN00068151","2018-08-12","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  142",",,a","   93",",,a",,,,,"  115","H,,S"
"ASN00068151","2018-08-13","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  181",",,a","   98",",,a",,,,,"  136","H,,S"
"ASN00068151","2018-08-14","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  213",",,a","  103",",,a",,,,,"  157","H,,S"
"ASN00068151","2018-08-15","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  221",",,a","  130",",,a",,,,,"  175","H,,S"
"ASN00068151","2018-08-16","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  176",",,a","  134",",,a",,,,,"  124","H,,S"
"ASN00068151","2018-08-17","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  153",",,a","   80",",,a",,,,,"  117","H,,S"
"ASN00068151","2018-08-18","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  196",",,a","   74",",,a",,,,,"  123","H,,S"
"ASN00068151","2018-08-19","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  141",",,a","   89",",,a",,,,,"  109","H,,S"
"ASN00068151","2018-08-20","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    4",",,a","  127",",,a","   79",",,a",,,,,"  106","H,,S"
"ASN00068151","2018-08-21","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  165",",,a","   92",",,a",,,,,"  127","H,,S"
"ASN00068151","2018-08-22","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  139",",,a","  106",",,a",,,,,"  120","H,,S"
"ASN00068151","2018-08-23","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    4",",,a","  160",",,a","   88",",,a",,,,,"  130","H,,S"
"ASN00068151","2018-08-24","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   22",",,a","  146",",,a","  109",",,a",,,,,"  129","H,,S"
"ASN00068151","2018-08-25","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","  120",",,a","  172",",,a","  116",",,a",,,,,"  136","H,,S"
"ASN00068151","2018-08-26","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    4",",,a","  180",",,a","  114",",,a",,,,,"  140","H,,S"
"ASN00068151","2018-08-27","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   92",",,a","  127",",,a","  109",",,a",,,,,"  108","H,,S"
"ASN00068151","2018-08-28","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  119",",,a","   87",",,a",,,,,"  102","H,,S"
"ASN00068151","2018-08-29","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    2",",,a","  137",",,a","   77",",,a",,,,,"  115","H,,S"
"ASN00068151","2018-08-30","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  152",",,a","   88",",,a",,,,,"  124","H,,S"
"ASN00068151","2018-08-31","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  162",",,a","  106",",,a",,,,,"  142","H,,S"
"ASN00068151","2018-09-01","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   18",",,a","  190",",,a","  124",",,a",,,,,"  141","H,,S"
"ASN00068151","2018-09-02","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","  218",",,a","  137",",,a","  103",",,a",,,,,"  123","H,,S"
"ASN00068151","2018-09-03","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  151",",,a","  108",",,a",,,,,"  123","H,,S"
"ASN00068151","2018-09-04","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","  162",",,a","  164",",,a","  107",",,a",,,,,"  131","H,,S"
"ASN00068151","2018-09-05","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   38",",,a","  165",",,a","  111",",,a",,,,,"  134","H,,S"
"ASN00068151","2018-09-06","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  183",",,a","  107",",,a",,,,,"  155","H,,S"
"ASN00068151","2018-09-07","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   30",",,a","  213",",,a","  133",",,a",,,,,"  152","H,,S"
"ASN00068151","2018-09-08","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   10",",,a","  154",",,a","  133",",,a",,,,,"  126","H,,S"
"ASN00068151","2018-09-09","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  201",",,a","  102",",,a",,,,,"  159","H,,S"
"ASN00068151","2018-09-10","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  176",",,a","  130",",,a",,,,,"  152","H,,S"
"ASN00068151","2018-09-11","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  199",",,a","  133",",,a",,,,,"  165","H,,S"
"ASN00068151","2018-09-12","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  254",",,a","  147",",,a",,,,,"  161","H,,S"
"ASN00068151","2018-09-13","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  166",",,a","  121",",,a",,,,,"  139","H,,S"
"ASN00068151","2018-09-14","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  213",",,a","  107",",,a",,,,,"  169","H,,S"
"ASN00068151","2018-09-15","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  290",",,a","  129",",,a",,,,,"  207","H,,S"
"ASN00068151","2018-09-16","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  138",",,a","   93",",,a",,,,,"  113","H,,S"
"ASN00068151","2018-09-17","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  177",",,a","   71",",,a",,,,,,
"ASN00068151","2018-09-18","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  209",",,a","  104",",,a",,,,,"  159","H,,S"
"ASN00068151","2018-09-19","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  252",",,a","  137",",,a",,,,,"  146","H,,S"
"ASN00068151","2018-09-20","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","  128",",,a","  150",",,a","  108",",,a",,,,,"  118","H,,S"
"ASN00068151","2018-09-21","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  185",",,a","   76",",,a",,,,,"  133","H,,S"
"ASN00068151","2018-09-22","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  200",",,a","   97",",,a",,,,,"  153","H,,S"
"ASN00068151","2018-09-23","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  169",",,a","  135",",,a",,,,,"  132","H,,S"
"ASN00068151","2018-09-24","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    8",",,a","  138",",,a","  105",",,a",,,,,,
"ASN00068151","2018-09-25","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   18",",,a","  161",",,a","   98",",,a",,,,,"  134","H,,S"
"ASN00068151","2018-09-26","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  134",",,a","  109",",,a",,,,,"  107","H,,S"
"ASN00068151","2018-09-27","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   72",",,a","  202",",,a","   80",",,a",,,,,"  157","H,,S"
"ASN00068151","2018-09-28","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  257",",,a","  129",",,a",,,,,"  165","H,,S"
"ASN00068151","2018-09-29","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  139",",,a","  114",",,a",,,,,"  123","H,,S"
"ASN00068151","2018-09-30","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  155",",,a","   99",",,a",,,,,"  129","H,,S"
"ASN00068151","2018-10-01","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  198",",,a","  102",",,a",,,,,"  156","H,,S"
"ASN00068151","2018-10-02","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  213",",,a","  117",",,a",,,,,"  170","H,,S"
"ASN00068151","2018-10-03","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  232",",,a","  148",",,a",,,,,"  165","H,,S"
"ASN00068151","2018-10-04","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   42",",,a","  151",",,a","  128",",,a",,,,,"  139","H,,S"
"ASN00068151","2018-10-05","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","  188",",,a","  164",",,a","  124",",,a",,,,,"  151","H,,S"
"ASN00068151","2018-10-06","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  171",",,a","  137",",,a",,,,,"  146","H,,S"
"ASN00068151","2018-10-07","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   44",",,a","  162",",,a","  122",",,a",,,,,"  153","H,,S"
"ASN00068151","2018-10-08","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","  150",",,a","  175",",,a","  125",",,a",,,,,"  155","H,,S"
"ASN00068151","2018-10-09","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   18",",,a","  205",",,a","  121",",,a",,,,,"  166","H,,S"
"ASN00068151","2018-10-10","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","  112",",,a","  155",",,a","  134",",,a",,,,,"  136","H,,S"
"ASN00068151","2018-10-11","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    8",",,a","  160",",,a","  116",",,a",,,,,"  142","H,,S"
"ASN00068151","2018-10-12","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    4",",,a","  167",",,a","  124",",,a",,,,,"  145","H,,S"
"ASN00068151","2018-10-13","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   58",",,a","  186",",,a","  123",",,a",,,,,"  166","H,,S"
"ASN00068151","2018-10-14","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   54",",,a","  202",",,a","  140",",,a",,,,,"  176","H,,S"
"ASN00068151","2018-10-15","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   16",",,a","  196",",,a","  155",",,a",,,,,"  174","H,,S"
"ASN00068151","2018-10-16","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","  102",",,a","  219",",,a","  158",",,a",,,,,"  187","H,,S"
"ASN00068151","2018-10-17","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   34",",,a","  220",",,a","  167",",,a",,,,,"  186","H,,S"
"ASN00068151","2018-10-18","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  232",",,a","  157",",,a",,,,,"  192","H,,S"
"ASN00068151","2018-10-19","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    2",",,a","  260",",,a","  155",",,a",,,,,"  205","H,,S"
"ASN00068151","2018-10-20","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  243",",,a","  173",",,a",,,,,"  168","H,,S"
"ASN00068151","2018-10-21","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   50",",,a","  182",",,a","  134",",,a",,,,,"  159","H,,S"
"ASN00068151","2018-10-22","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  216",",,a","  138",",,a",,,,,"  183","H,,S"
"ASN00068151","2018-10-23","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  236",",,a","  151",",,a",,,,,"  173","H,,S"
"ASN00068151","2018-10-24","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  171",",,a","  151",",,a",,,,,"  151","H,,S"
"ASN00068151","2018-10-25","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  198",",,a","  134",",,a",,,,,"  172","H,,S"
"ASN00068151","2018-10-26","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  186",",,a","  153",",,a",,,,,"  164","H,,S"
"ASN00068151","2018-10-27","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  211",",,a","  132",",,a",,,,,"  169","H,,S"
"ASN00068151","2018-10-28","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  171",",,a","  145",",,a",,,,,"  156","H,,S"
"ASN00068151","2018-10-29","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  190",",,a","  147",",,a",,,,,"  166","H,,S"
"ASN00068151","2018-10-30","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  225",",,a","  144",",,a",,,,,"  190","H,,S"
"ASN00068151","2018-10-31","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  207",",,a","  162",",,a",,,,,"  184","H,,S"
"ASN00068151","2018-11-01","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  276",",,a","  162",",,a",,,,,"  228","H,,S"
"ASN00068151","2018-11-02","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  362",",,a","  191",",,a",,,,,"  263","H,,S"
"ASN00068151","2018-11-03","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    8",",,a","  210",",,a","  189",",,a",,,,,"  183","H,,S"
"ASN00068151","2018-11-04","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  228",",,a","  167",",,a",,,,,"  194","H,,S"
"ASN00068151","2018-11-05","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  249",",,a","  172",",,a",,,,,"  227","H,,S"
"ASN00068151","2018-11-06","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  284",",,a","  196",",,a",,,,,"  231","H,,S"
"ASN00068151","2018-11-07","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   48",",,a","  181",",,a","  179",",,a",,,,,"  144","H,,S"
"ASN00068151","2018-11-08","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","  388",",,a","  175",",,a","  118",",,a",,,,,"  149","H,,S"
"ASN00068151","2018-11-09","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  211",",,a","  120",",,a",,,,,"  173","H,,S"
"ASN00068151","2018-11-10","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  198",",,a","  146",",,a",,,,,"  163","H,,S"
"ASN00068151","2018-11-11","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  209",",,a","  127",",,a",,,,,"  181","H,,S"
"ASN00068151","2018-11-12","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  220",",,a","  152",",,a",,,,,"  193","H,,S"
"ASN00068151","2018-11-13","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  236",",,a","  172",",,a",,,,,"  196","H,,S"
"ASN00068151","2018-11-14","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    4",",,a","  220",",,a","  179",",,a",,,,,"  186","H,,S"
"ASN00068151","2018-11-15","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   40",",,a","  171",",,a","  167",",,a",,,,,"  157","H,,S"
"ASN00068151","2018-11-16","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   16",",,a","  189",",,a","  131",",,a",,,,,"  170","H,,S"
"ASN00068151","2018-11-17","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  190",",,a","  144",",,a",,,,,,
"ASN00068151","2018-11-18","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   36",",,a","  197",",,a","  152",",,a",,,,,,
"ASN00068151","2018-11-19","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  209",",,a","  144",",,a",,,,,,
"ASN00068151","2018-11-20","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  229",",,a","  158",",,a",,,,,,
"ASN00068151","2018-11-21","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    2",",,a","  261",",,a","  189",",,a",,,,,,
"ASN00068151","2018-11-22","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   68",",,a","  217",",,a","  170",",,a",,,,,,
"ASN00068151","2018-11-23","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  194",",,a","  131",",,a",,,,,"  167","H,,S"
"ASN00068151","2018-11-24","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  202",",,a","  142",",,a",,,,,"  163","H,,S"
"ASN00068151","2018-11-25","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   90",",,a","  212",",,a","  131",",,a",,,,,"  178","H,,S"
"ASN00068151","2018-11-26","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    2",",,a","  199",",,a","  156",",,a",,,,,"  176","H,,S"
"ASN00068151","2018-11-27","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    8",",,a","  218",",,a","  158",",,a",,,,,"  185","H,,S"
"ASN00068151","2018-11-28","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","  222",",,a","  183",",,a","  166",",,a",,,,,"  168","H,,S"
"ASN00068151","2018-11-29","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","  584",",,a","  189",",,a","  153",",,a",,,,,"  174","H,,S"
"ASN00068151","2018-11-30","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   10",",,a","  209",",,a","  154",",,a",,,,,"  184","H,,S"
"ASN00068151","2018-12-01","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  250",",,a","  158",",,a",,,,,"  209","H,,S"
"ASN00068151","2018-12-02","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  300",",,a","  184",",,a",,,,,"  191","H,,S"
"ASN00068151","2018-12-03","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  283",",,a","  139",",,a",,,,,"  222","H,,S"
"ASN00068151","2018-12-04","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  213",",,a","  180",",,a",,,,,"  176","H,,S"
"ASN00068151","2018-12-05","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","   14",",,a","  212",",,a","  154",",,a",,,,,"  187","H,,S"
"ASN00068151","2018-12-06","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    2",",,a","  240",",,a","  168",",,a",,,,,"  206","H,,S"
"ASN00068151","2018-12-07","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  248",",,a","  173",",,a",,,,,"  208","H,,S"
"ASN00068151","2018-12-08","-35.0936","150.8049","85.0","JERVIS BAY POINT PERPENDICULA, AS","    0",",,a","  241",",,a","  180",",,a",,,,,"  209","H,,S"
