"USC00413060","2018-01-09","26.558","-99.1372","97.5","FALCON DAM, TX US","    0",",,H,0800",,,,,"  233",",,H","   56",",,H",,,,,,,,,,,,,,,"  139",",,H,0800",,,,,,,,,,
"USC00413060","2018-01-10","26.558","-99.1372","97.5","FALCON DAM, TX US","    0",",,H,0800",,,,,"  244",",,H","   78",",,H",,,,,,,,,,,,,,,"   89",",,H,0800",,,,,,,,,,
"USC00413060","2018-01-11","26.558","-99.1372","97.5","FALCON DAM, TX US","    0",",,H,0800",,,,,"  289",",,H","   89",",,H",,,,,,,,,,,,,,,"  156",",,H,0800",,,,,,,,,,
"USC00413060","2018-01-12","26.558","-99.1372","97.5","FALCON DAM, TX US","    0",",,H,0800",,,,,"  267",",,H","   67",",,H",,,,,,,,,,,,,,,"  100",",,H,0800",,,,,,,,,,
"USC00413060","2018-01-14","26.558","-99.1372","97.5","FALCON DAM, TX US","    0",",,H,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00413060","2018-01-15","26.558","-99.1372","97.5","FALCON DAM, TX US","    0",",,H,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00413060","2018-01-16","26.558","-99.1372","97.5","FALCON DAM, TX US","    3",",,H,0800",,,,,"  256",",,H","   39",",,H",,,,,,,,,,,,,,,"   44",",,H,0800",,,,,,,,,,
"USC00413060","2018-01-17","26.558","-99.1372","97.5","FALCON DAM, TX US","    8",",,H,0800",,,,,"   44",",,H","    0",",,H",,,,,,,,,,,,,,,"   11",",,H,0800",,,,,,,,,,
"USC00413060","2018-01-18","26.558","-99.1372","97.5","FALCON DAM, TX US","    0",",,H,0800",,,,,"   50",",,H","    0",",,H",,,,,,,,,,,,,,,"   11",",,H,0800",,,,,,,,,,
"USC00413060","2018-01-19","26.558","-99.1372","97.5","FALCON DAM, TX US","   76",",,H,0800",,,,,"   56",",,H","    6",",,H",,,,,,,,,,,,,,,"   50",",,H,0800",,,,,,,,,,
"USC00413060","2018-01-22","26.558","-99.1372","97.5","FALCON DAM, TX US","    0",",,H,0800",,,,,,,,,,,,,,,,,,,,,,,"  167",",,H,0800",,,,,,,,,,
"USC00413060","2018-01-23","26.558","-99.1372","97.5","FALCON DAM, TX US","    0",",,H,0800",,,,,"  200",",,H","   61",",,H",,,,,,,,,,,,,,,"   89",",,H,0800",,,,,,,,,,
"USC00413060","2018-01-24","26.558","-99.1372","97.5","FALCON DAM, TX US","    0",",,H,0800",,,,,"  200",",,H","   83",",,H",,,,,,,,,,,,,,,"  122",",,H,0800",,,,,,,,,,
"USC00413060","2018-01-25","26.558","-99.1372","97.5","FALCON DAM, TX US","    0",",,H,0800",,,,,"  211",",,H","   89",",,H",,,,,,,,,,,,,,,"  111",",,H,0800",,,,,,,,,,
"USC00413060","2018-01-27","26.558","-99.1372","97.5","FALCON DAM, TX US","    0",",,H,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
