"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00093817","2018-07-17","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0","T,,W,2400","    0",",,W","    0",",,W","  322",",,W","  217",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  278","H,,S",,,,,,,"   30",",,W","  360",",,W",,,,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-07-18","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0","T,,W,2400","    0",",,W","    0",",,W","  306",",,W","  189",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  254","H,,S",,,,,,,"   30",",,W","   20",",,W",,,,,,,,,,,"   54",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-07-19","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0","T,,W,2400","    0",",,W","    0",",,W","  311",",,W","  167",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  238","H,,S",,,,,,,"  190",",,W","  190",",,W",,,,,,,,,,,"   54",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-07-20","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0","T,,W,2400","    0",",,W","    0",",,W","  339",",,W","  217",",,W",,,,,"   46",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  276","H,,S",,,,,,,"  230",",,W","  260",",,W",,,,,,,,,,,"  103",",,W","  148",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-07-21","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    8",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  200",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  254","H,,S",,,,,,,"  260",",,W","  310",",,W",,,,,,,,,,,"   81",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-07-22","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","   28",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  206",",,W",,,,,"   35",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  228","H,,S",,,,,,,"  340",",,W","  350",",,W",,,,,,,,,,,"   67",",,W","  130",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-07-23","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    5",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  194",",,W",,,,,"   29",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  230","H,,S",,,,,,,"  350",",,W","  360",",,W",,,,,,,,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-07-24","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  206",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  254","H,,S",,,,,,,"  320",",,W","  300",",,W",,,,,,,,,,,"   45",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-07-25","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  200",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  261","H,,S",,,,,,,"  350",",,W","  320",",,W",,,,,,,,,,,"   58",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-07-26","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0","T,,W,2400","    0",",,W","    0",",,W","  322",",,W","  178",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  250","H,,S",,,,,,,"  260",",,W","  240",",,W",,,,,,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-07-27","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  178",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  243","H,,S",,,,,,,"  270",",,W","  290",",,W",,,,,,,,,,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-07-28","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  156",",,W",,,,,"    9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  226","H,,S",,,,,,,"  300",",,W","  350",",,W",,,,,,,,,,,"   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-07-29","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    5",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  178",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  234","H,,S",,,,,,,"   20",",,W","   30",",,W",,,,,,,,,,,"   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-07-30","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","   51",",,W,2400","    0",",,W","    0",",,W","  239",",,W","  194",",,W",,,,,"   19",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  213","H,,S",,,,,,,"   30",",,W","  350",",,W",,,,,,,,,,,"   40",",,W","   63",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-07-31","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","  597",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  189",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  229","H,,S",,,,,,,"  300",",,W","  310",",,W",,,,,,,,,,,"   89",",,W","  130",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-01","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0","T,,W,2400","    0",",,W","    0",",,W","  283",",,W","  189",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  231","H,,S",,,,,,,"  330",",,W","  330",",,W",,,,,,,,,,,"   45",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-02","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  172",",,W",,,,,"    5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  236","H,,S",,,,,,,"  240",",,W","   90",",,W",,,,,,,,,,,"   36",",,W","   49",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-03","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  183",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  248","H,,S",,,,,,,"  190",",,W","  210",",,W",,,,,,,,,,,"   54",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-04","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  206",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  270","H,,S",,,,,,,"  200",",,W","  130",",,W",,,,,,,,,,,"   54",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-05","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  211",",,W",,,,,"   19",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  269","H,,S",,,,,,,"  160",",,W","  160",",,W",,,,,,,,,,,"   89",",,W","  130",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-06","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  217",",,W",,,,,"   32",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  268","H,,S",,,,,,,"  210",",,W","  170",",,W",,,,,,,,,,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-07","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0","T,,W,2400","    0",",,W","    0",",,W","  306",",,W","  233",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  270","H,,S",,,,,,,"  230",",,W","  220",",,W",,,,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-08","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0","T,,W,2400","    0",",,W","    0",",,W","  306",",,W","  222",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  254","H,,S",,,,,,,"  230",",,W","  230",",,W",,,,,,,,,,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-09","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  194",",,W",,,,,"    8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  253","H,,S",,,,,,,"  300",",,W","  330",",,W",,,,,,,,,,,"   36",",,W","   54",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-10","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  206",",,W",,,,,"    7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  243","H,,S",,,,,,,"  200",",,W","  220",",,W",,,,,,,,,,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-11","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    8",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  206",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  256","H,,S",,,,,,,"  330",",,W","  320",",,W",,,,,,,,,,,"   63",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-12","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  200",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  259","H,,S",,,,,,,"  360",",,W","  320",",,W",,,,,,,,,,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-13","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  183",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  254","H,,S",,,,,,,"   30",",,W","   30",",,W",,,,,,,,,,,"   58",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-14","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0","T,,W,2400","    0",",,W","    0",",,W","  322",",,W","  189",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  255","H,,S",,,,,,,"  210",",,W","  190",",,W",,,,,,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-15","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","  107",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  211",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  242","H,,S",,,,,,,"  210",",,W","  220",",,W",,,,,,,,,,,"  134",",,W","  210",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-16","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","   10",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  222",",,W",,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  246","H,,S",,,,,,,"  210",",,W","  210",",,W",,,,,,,,,,,"   98",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-17","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","   61",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  211",",,W",,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  261","H,,S",,,,,,,"  280",",,W","  270",",,W",,,,,,,,,,,"  107",",,W","  170",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-18","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0","T,,W,2400","    0",",,W","    0",",,W","  306",",,W","  211",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  253","H,,S",,,,,,,"  360",",,W","   30",",,W",,,,,,,,,,,"   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-19","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  206",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  251","H,,S",,,,,,,"   80",",,W","   80",",,W",,,,,,,,,,,"   40",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-20","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0","T,,W,2400","    0",",,W","    0",",,W","  294",",,W","  211",",,W",,,,,"   47",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  258","H,,S",,,,,,,"  220",",,W","  190",",,W",,,,,,,,,,,"   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-21","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    8",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  200",",,W",,,,,"   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  239","H,,S",,,,,,,"  230",",,W","  290",",,W",,,,,,,,,,,"   81",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-22","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  144",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  223","H,,S",,,,,,,"  340",",,W","  330",",,W",,,,,,,,,,,"   63",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-23","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  133",",,W",,,,,"    5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  202","H,,S",,,,,,,"  150",",,W","   50",",,W",,,,,,,,,,,"   36",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093817","2018-08-24","38.0441","-87.5205","121.9","EVANSVILLE REGIONAL AIRPORT, IN US","   48",",,W,2400","    0",",,W","    0",",,W","  211",",,W","  133",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  184","H,,S",,,,,,,"  190",",,W","  190",",,W",,,,,,,,,,,"   72",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
