"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SX32","SX32_ATTRIBUTES"
"USC00412676","2018-09-06","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  216",",,7,0800","  322",",,7","  233",",,7",,,"   28",",,7,0800",,,"  256",",,7,0800","   31",",,7","  267",",,7","  344",",,7"
"USC00412676","2018-09-07","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  124",",,7,0800","  317",",,7","  228",",,7",,,"   30",",,7,0800",,,"  250",",,7,0800","   24",",,7","  261",",,7","  328",",,7"
"USC00412676","2018-09-08","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  339",",,7","  233",",,7",,,"   51",",,7,0800",,,"  267",",,7,0800","    0",",,7","  261",",,7","  350",",,7"
"USC00412676","2018-09-09","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  339",",,7","  233",",,7",,,"   53",",,7,0800",,,"  256",",,7,0800","    0",",,7","  267",",,7","  378",",,7"
"USC00412676","2018-09-10","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  173",",,7,0800","  289",",,7","  228",",,7",,,"   28",",,7,0800",,,"  233",",,7,0800","    0",",,7","  256",",,7","  311",",,7"
"USC00412676","2018-09-11","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  137",",,7,0800","  256",",,7","  228",",,7",,,"   15",",,7,0800",,,"  233",",,7,0800","   87",",,7","  250",",,7","  278",",,7"
"USC00412676","2018-09-12","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    3",",,7,0800","  267",",,7","  228",",,7",,,"   20",",,7,0800",,,"  239",",,7,0800","   92",",,7","  250",",,7","  272",",,7"
"USC00412676","2018-09-13","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  294",",,7","  233",",,7",,,"   38",",,7,0800",,,"  244",",,7,0800","  103",",,7","  250",",,7","  300",",,7"
"USC00412676","2018-09-14","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   84",",,7,0800","  306",",,7","  233",",,7",,,"   33",",,7,0800",,,"  244",",,7,0800","  117",",,7","  250",",,7","  300",",,7"
"USC00412676","2018-09-15","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   58",",,7,0800","  278",",,7","  233",",,7",,,"   23",",,7,0800",,,"  261",",,7,0800","    0",",,7","  250",",,7","  283",",,7"
"USC00412676","2018-09-16","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  318",",,7,0800","  289",",,7","  222",",,7",,,"   25",",,7,0800",,,"  250",",,7,0800","    0",",,7","  244",",,7","  300",",,7"
"USC00412676","2018-09-17","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  328",",,7","  228",",,7",,,"   43",",,7,0800",,,"  244",",,7,0800","    0",",,7","  250",",,7","  344",",,7"
"USC00412676","2018-09-18","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  339",",,7","  233",",,7",,,"   46",",,7,0800",,,"  261",",,7,0800","   13",",,7","  256",",,7","  344",",,7"
"USC00412676","2018-09-19","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  344",",,7","  233",",,7",,,"   46",",,7,0800",,,"  261",",,7,0800","   16",",,7","  261",",,7","  356",",,7"
"USC00412676","2018-09-20","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  333",",,7","  233",",,7",,,"   51",",,7,0800",,,"  256",",,7,0800","   19",",,7","  272",",,7","  367",",,7"
"USC00412676","2018-09-21","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    5",",,7,0800","  322",",,7","  250",",,7",,,"   28",",,7,0800",,,"  267",",,7,0800","   53",",,7","  272",",,7","  333",",,7"
"USC00412676","2018-09-22","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  339",",,7","  256",",,7",,,"   43",",,7,0800",,,"  272",",,7,0800","    0",",,7","  278",",,7","  361",",,7"
"USC00412676","2018-09-23","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   23",",,7,0800","  300",",,7","  194",",,7",,,"   30",",,7,0800",,,"  217",",,7,0800","    0",",,7","  250",",,7","  350",",,7"
"USC00412676","2018-09-24","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  261",",,7","  217",",,7",,,"   23",",,7,0800",,,"  233",",,7,0800","    0",",,7","  256",",,7","  300",",,7"
"USC00412676","2018-09-25","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  328",",,7","  222",",,7",,,"   48",",,7,0800",,,"  244",",,7,0800","   23",",,7","  256",",,7","  372",",,7"
"USC00412676","2018-09-26","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   10",",,7,0800","  328",",,7","  239",",,7",,,"   38",",,7,0800",,,"  256",",,7,0800","   42",",,7","  272",",,7","  350",",,7"
"USC00412676","2018-09-27","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  612",",,7,0800","  300",",,7","  189",",,7",,,"   20",",,7,0800",,,"  194",",,7,0800","   89",",,7","  233",",,7","  328",",,7"
"USC00412676","2018-09-28","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  261",",,7","  189",",,7",,,"   30",",,7,0800",,,"  217",",,7,0800","   56",",,7","  228",",,7","  283",",,7"
"USC00412676","2018-09-29","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  175",",,7,0800","  283",",,7","  217",",,7",,,"   25",",,7,0800",,,"  233",",,7,0800","    0",",,7","  233",",,7","  294",",,7"
"USC00412676","2018-09-30","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  267",",,7","  217",",,7",,,"   25",",,7,0800",,,"  228",",,7,0800","    0",",,7","  239",",,7","  289",",,7"
"USC00412676","2018-10-01","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   25",",,7,0800","  300",",,7","  206",",,7",,,"   28",",,7,0800",,,"  239",",,7,0800","    0",",,7","  233",",,7","  306",",,7"
"USC00412676","2018-10-02","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  311",",,7","  222",",,7",,,"   43",",,7,0800",,,"  239",",,7,0800","   69",",,7","  239",",,7","  317",",,7"
"USC00412676","2018-10-03","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  328",",,7","  233",",,7",,,"   41",",,7,0800",,,"  244",",,7,0800","   27",",,7","  250",",,7","  333",",,7"
"USC00412676","2018-10-04","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  333",",,7","  217",",,7",,,"   38",",,7,0800",,,"  233",",,7,0800","   19",",,7","  256",",,7","  328",",,7"
"USC00412676","2018-10-05","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  328",",,7","  222",",,7",,,"   41",",,7,0800",,,"  261",",,7,0800","   31",",,7","  256",",,7","  333",",,7"
"USC00412676","2018-10-06","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  333",",,7","  228",",,7",,,"   46",",,7,0800",,,"  261",",,7,0800","    0",",,7","  261",",,7","  367",",,7"
"USC00412676","2018-10-07","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   66",",,7,0800","  322",",,7","  233",",,7",,,"   41",",,7,0800",,,"  256",",,7,0800","    0",",,7","  256",",,7","  356",",,7"
"USC00412676","2018-10-08","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  306",",,7","  222",",,7",,,"   36",",,7,0800",,,"  244",",,7,0800","    0",",,7","  244",",,7","  311",",,7"
"USC00412676","2018-10-09","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  311",",,7","  228",",,7",,,"   33",",,7,0800",,,"  244",",,7,0800","   61",",,7","  250",",,7","  300",",,7"
"USC00412676","2018-10-10","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  165",",,7,0800","  300",",,7","  211",",,7",,,"   20",",,7,0800",,,"  222",",,7,0800","   61",",,7","  244",",,7","  289",",,7"
"USC00412676","2018-10-11","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  267",",,7","  167",",,7",,,"   36",",,7,0800",,,"  183",",,7,0800","  105",",,7","  211",",,7","  289",",,7"
"USC00412676","2018-10-12","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  272",",,7","  156",",,7",,,"   41",",,7,0800",,,"  200",",,7,0800","   64",",,7","  206",",,7","  278",",,7"
"USC00412676","2018-10-13","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  306",",,7","  200",",,7",,,"   43",",,7,0800",,,"  256",",,7,0800",,,"  206",",,7","  317",",,7"
"USC00412676","2018-10-14","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   13",",,7,0800","  306",",,7","  239",",,7",,,"   30",",,7,0800",,,"  267",",,7,0800","    0",",,7","  244",",,7","  294",",,7"
"USC00412676","2018-10-15","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   18",",,7,0800","  328",",,7","  128",",,7",,,"   43",",,7,0800",,,"  128",",,7,0800","    0",",,7","  222",",,7","  350",",,7"
"USC00412676","2018-10-16","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  239",",,7,0800","  128",",,7","   94",",,7",,,"    8",",,7,0800",,,"  111",",,7,0800","  332",",,7","  156",",,7","  222",",,7"
"USC00412676","2018-10-17","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   20",",,7,0800","  139",",,7","  106",",,7",,,"    8",",,7,0800",,,"  128",",,7,0800","   76",",,7","  150",",,7","  178",",,7"
"USC00412676","2018-10-18","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    3",",,7,0800","  161",",,7","  128",",,7",,,"    3",",,7,0800",,,"  139",",,7,0800","  190",",,7","  156",",,7","  183",",,7"
"USC00412676","2018-10-19","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  211",",,7","  133",",,7",,,"   20",",,7,0800",,,"  178",",,7,0800","  148",",,7","  161",",,7","  206",",,7"
"USC00412676","2018-10-20","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  269",",,7,0800","  261",",,7","  178",",,7",,,"   18",",,7,0800",,,"  178",",,7,0800","    0",",,7","  189",",,7","  239",",,7"
"USC00412676","2018-10-21","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  211",",,7","  139",",,7",,,"   20",",,7,0800",,,"  156",",,7,0800","    0",",,7","  172",",,7","  228",",,7"
"USC00412676","2018-10-22","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  228",",,7","  122",",,7",,,"   33",",,7,0800",,,"  128",",,7,0800","    0",",,7","  161",",,7","  222",",,7"
"USC00412676","2018-10-23","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  457",",,7,0800","  189",",,7","  111",",,7",,,"   23",",,7,0800",,,"  128",",,7,0800","  114",",,7","  161",",,7","  200",",,7"
"USC00412676","2018-10-24","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   13",",,7,0800","  183",",,7","  122",",,7",,,"   10",",,7,0800",,,"  167",",,7,0800","  150",",,7","  156",",,7","  200",",,7"
"USC00412676","2018-10-25","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   79",",,7,0800","  194",",,7","  161",",,7",,,"    8",",,7,0800",,,"  172",",,7,0800","   60",",,7","  172",",,7","  194",",,7"
"USC00412676","2018-10-26","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  189",",,7","  106",",,7",,,"   15",",,7,0800",,,"  139",",,7,0800","   79",",,7","  150",",,7","  206",",,7"
"USC00412676","2018-10-27","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  228",",,7","  117",",,7",,,"   30",",,7,0800",,,"  167",",,7,0800","    0",",,7","  156",",,7","  250",",,7"
"USC00412676","2018-10-28","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  283",",,7","  144",",,7",,,"   38",",,7,0800",,,"  183",",,7,0800","    0",",,7","  161",",,7","  267",",,7"
"USC00412676","2018-10-29","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  294",",,7","  167",",,7",,,"   38",",,7,0800",,,"  189",",,7,0800","    0",",,7","  178",",,7","  272",",,7"
"USC00412676","2018-10-30","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  289",",,7","  178",",,7",,,"   38",",,7,0800",,,"  206",",,7,0800","   26",",,7","  194",",,7","  278",",,7"
"USC00412676","2018-10-31","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   18",",,7,0800","  283",",,7","  200",",,7",,,"   33",",,7,0800",,,"  222",",,7,0800","   34",",,7","  200",",,7","  267",",,7"
"USC00412676","2018-11-01","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  655",",,7,0800","  256",",,7","  122",",,7",,,"   15",",,7,0800",,,"  133",",,7,0800","  148",",,7","  167",",,7","  239",",,7"
"USC00412676","2018-11-02","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  194",",,7","   83",",,7",,,"   36",",,7,0800",,,"  117",",,7,0800","   90",",,7","  139",",,7","  217",",,7"
"USC00412676","2018-11-03","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  228",",,7","  100",",,7",,,"   33",",,7,0800",,,"  156",",,7,0800","    0",",,7","  139",",,7","  233",",,7"
"USC00412676","2018-11-04","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  198",",,7,0800","  250",",,7","  144",",,7",,,"   33",",,7,0800",,,"  150",",,7,0800",,,"  144",",,7","  233",",,7"
"USC00412676","2018-11-05","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  222",",,7","  150",",,7",,,"   28",",,7,0800",,,"  211",",,7,0800",,,"  178",",,7","  239",",,7"
"USC00412676","2018-11-06","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  300",",,7","  211",",,7",,,"   25",",,7,0800",,,"  239",",,7,0800","   23",",,7","  189",",,7","  267",",,7"
"USC00412676","2018-11-07","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  306",",,7","  228",",,7",,,"   25",",,7,0800",,,"  239",",,7,0800","   19",",,7","  233",",,7","  283",",,7"
"USC00412676","2018-11-08","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   30",",,7,0800","  311",",,7","  178",",,7",,,"   28",",,7,0800",,,"  178",",,7,0800","   69",",,7","  217",",,7","  289",",,7"
"USC00412676","2018-11-09","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   43",",,7,0800","  206",",,7","  117",",,7",,,"   13",",,7,0800",,,"  122",",,7,0800","  190",",,7","  172",",,7","  233",",,7"
"USC00412676","2018-11-10","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  139",",,7","   83",",,7",,,"   18",",,7,0800",,,"   83",",,7,0800",,,"  128",",,7","  172",",,7"
"USC00412676","2018-11-11","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  100",",,7","   72",",,7",,,"   15",",,7,0800",,,"   94",",,7,0800","    0",",,7","  128",",,7","  150",",,7"
"USC00412676","2018-11-12","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   41",",,7,0800","  133",",,7","   94",",,7",,,"   10",",,7,0800",,,"  100",",,7,0800","    0",",,7","  128",",,7","  156",",,7"
"USC00412676","2018-11-13","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   13",",,7,0800","  111",",,7","   28",",,7",,,"   13",",,7,0800",,,"   28",",,7,0800","  315",",,7","   83",",,7","  139",",,7"
"USC00412676","2018-11-14","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","   44",",,7","  -28",",,7",,,"   13",",,7,0800",,,"  -11",",,7,0800","  135",",,7","   44",",,7","   94",",,7"
"USC00412676","2018-11-15","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  111",",,7","  -11",",,7",,,"   28",",,7,0800",,,"   39",",,7,0800","   58",",,7","   44",",,7","  128",",,7"
"USC00412676","2018-11-16","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  172",",,7","   33",",,7",,,"   28",",,7,0800",,,"   83",",,7,0800","   14",",,7","   56",",,7","  156",",,7"
"USC00412676","2018-11-17","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  211",",,7","   67",",,7",,,"   30",",,7,0800",,,"  100",",,7,0800","    0",",,7","   83",",,7","  183",",,7"
"USC00412676","2018-11-18","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  228",",,7","  100",",,7",,,"   23",",,7,0800",,,"  156",",,7,0800","    0",",,7","  106",",,7","  178",",,7"
"USC00412676","2018-11-19","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   79",",,7,0800","  172",",,7","   61",",,7",,,"    8",",,7,0800",,,"   61",",,7,0800","    0",",,7","  106",",,7","  156",",,7"
"USC00412676","2018-11-20","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   10",",,7,0800","  100",",,7","   56",",,7",,,"   13",",,7,0800",,,"   72",",,7,0800","  156",",,7","   94",",,7","  128",",,7"
"USC00412676","2018-11-21","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  161",",,7","   50",",,7",,,"   28",",,7,0800",,,"   67",",,7,0800","   98",",,7","   89",",,7","  156",",,7"
"USC00412676","2018-11-22","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   36",",,7,0800","  144",",,7","   67",",,7",,,"   15",",,7,0800",,,"   94",",,7,0800",,,"   89",",,7","  144",",,7"
"USC00412676","2018-11-23","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  172",",,7","   94",",,7",,,"   20",",,7,0800",,,"  139",",,7,0800",,,"   94",",,7","  178",",,7"
"USC00412676","2018-11-24","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  250",",,7","   83",",,7",,,"   23",",,7,0800",,,"  106",",,7,0800",,,"  128",",,7","  200",",,7"
"USC00412676","2018-11-25","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  217",",,7","  106",",,7",,,"   15",",,7,0800",,,"  183",",,7,0800",,,"  128",",,7","  183",",,7"
"USC00412676","2018-11-26","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  233",",,7","   56",",,7",,,"   53",",,7,0800",,,"   61",",,7,0800",,,"  106",",,7","  206",",,7"
"USC00412676","2018-11-27","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  133",",,7","   11",",,7",,,"   28",",,7,0800",,,"   39",",,7,0800","   82",",,7","   72",",,7","  156",",,7"
"USC00412676","2018-11-28","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  178",",,7","   39",",,7",,,"   25",",,7,0800",,,"   83",",,7,0800","    8",",,7","   72",",,7","  156",",,7"
"USC00412676","2018-11-29","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  206",",,7","   78",",,7",,,"   15",",,7,0800",,,"  172",",,7,0800","   10",",,7","  100",",,7","  161",",,7"
"USC00412676","2018-11-30","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   10",",,7,0800","  222",",,7","  172",",,7",,,"   10",",,7,0800",,,"  194",",,7,0800","   18",",,7","  150",",,7","  183",",,7"
"USC00412676","2018-12-01","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    3",",,7,0800","  267",",,7","  183",",,7",,,"   23",",,7,0800",,,"  200",",,7,0800",,,"  183",",,7","  228",",,7"
"USC00412676","2018-12-02","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  261",",,7","   83",",,7",,,"   38",",,7,0800",,,"  111",",,7,0800",,,"  128",",,7","  222",",,7"
"USC00412676","2018-12-03","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  233",",,7","   89",",,7",,,"   43",",,7,0800",,,"  100",",,7,0800",,,"  117",",,7","  200",",,7"
"USC00412676","2018-12-04","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  194",",,7","   44",",,7",,,"   41",",,7,0800",,,"   56",",,7,0800","  156",",,7","  100",",,7","  183",",,7"
"USC00412676","2018-12-05","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  150",",,7","   33",",,7",,,"   28",",,7,0800",,,"   50",",,7,0800",,,"   89",",,7","  172",",,7"
"USC00412676","2018-12-06","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  161",",,7","   50",",,7",,,"   30",",,7,0800",,,"  133",",,7,0800",,,"   89",",,7","  172",",,7"
"USC00412676","2018-12-07","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    5",",,7,0800","  189",",,7","  128",",,7",,,"    8",",,7,0800",,,"  183",",,7,0800","   53",",,7","  128",",,7","  156",",,7"
"USC00412676","2018-12-08","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US"," 1062",",,7,0800","  217",",,7","   78",",,7",,,"    8",",,7,0800",,,"   78",",,7,0800",,,"  117",",,7","  178",",,7"
"USC00412676","2018-12-09","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","   89",",,7","   50",",,7",,,"   10",",,7,0800",,,"   50",",,7,0800",,,"   89",",,7","  122",",,7"
"USC00412676","2018-12-10","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","   89",",,7","   22",",,7",,,"   10",",,7,0800",,,"   33",",,7,0800",,,"   67",",,7","  111",",,7"
"USC00412676","2018-12-11","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  144",",,7","   17",",,7",,,"   23",",,7,0800",,,"   33",",,7,0800","   31",",,7","   67",",,7","  139",",,7"
"USC00412676","2018-12-12","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  178",",,7","   33",",,7",,,"   23",",,7,0800",,,"  128",",,7,0800","   43",",,7","   67",",,7","  150",",,7"
"USC00412676","2018-12-13","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  107",",,7,0800","  200",",,7","  128",",,7",,,"   10",",,7,0800",,,"  167",",,7,0800","   63",",,7","  117",",,7","  156",",,7"
"USC00412676","2018-12-14","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  233",",,7","   67",",,7",,,"   38",",,7,0800",,,"   78",",,7,0800","  154",",,7","  122",",,7","  200",",,7"
"USC00412676","2018-12-15","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  111",",,7","   56",",,7",,,"   15",",,7,0800",,,"   72",",,7,0800",,,"   89",",,7","  122",",,7"
"USC00412676","2018-12-16","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  172",",,7","   33",",,7",,,"   33",",,7,0800",,,"   56",",,7,0800",,,"   72",",,7","  144",",,7"
"USC00412676","2018-12-17","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  178",",,7","   56",",,7",,,"   20",",,7,0800",,,"   89",",,7,0800",,,"   72",",,7","  139",",,7"
"USC00412676","2018-12-18","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  211",",,7","   72",",,7",,,"   25",",,7,0800",,,"   89",",,7,0800","   16",",,7","  106",",,7","  161",",,7"
"USC00412676","2018-12-19","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   56",",,7,0800","  167",",,7","   89",",,7",,,"   10",",,7,0800",,,"  117",",,7,0800","   53",",,7","  117",",,7","  150",",,7"
"USC00412676","2018-12-20","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","   41",",,7,0800","  156",",,7","  100",",,7",,,"   10",",,7,0800",,,"  111",",,7,0800","   51",",,7","  117",",,7","  161",",,7"
"USC00412676","2018-12-21","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  167",",,7","   39",",,7",,,"   46",",,7,0800",,,"   44",",,7,0800","  219",",,7","   78",",,7","  144",",,7"
"USC00412676","2018-12-22","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  178",",,7","   44",",,7",,,"   28",",,7,0800",,,"   78",",,7,0800",,,"   72",",,7","  144",",,7"
"USC00412676","2018-12-23","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  239",",,7","   78",",,7",,,"   28",",,7,0800",,,"  106",",,7,0800",,,"   83",",,7","  167",",,7"
"USC00412676","2018-12-24","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  189",",,7","   61",",,7",,,"   36",",,7,0800",,,"   72",",,7,0800",,,"   94",",,7","  161",",,7"
"USC00412676","2018-12-25","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  189",",,7","   72",",,7",,,"   18",",,7,0800",,,"  150",",,7,0800",,,"   94",",,7","  161",",,7"
"USC00412676","2018-12-26","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  228",",,7","  150",",,7",,,"   15",",,7,0800",,,"  178",",,7,0800",,,"  139",",,7","  183",",,7"
"USC00412676","2018-12-27","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","  439",",,7,0800","  217",",,7","  111",",,7",,,"   10",",,7,0800",,,"  122",",,7,0800",,,"  156",",,7","  189",",,7"
"USC00412676","2018-12-28","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  211",",,7","   67",",,7",,,"   28",",,7,0800",,,"   67",",,7,0800",,,"  106",",,7","  211",",,7"
"USC00412676","2018-12-29","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","  144",",,7","   67",",,7",,,"   33",",,7,0800",,,"   72",",,7,0800",,,"  106",",,7","  150",",,7"
"USC00412676","2018-12-30","29.6212","-96.366","53.6","EAGLE LAKE RES CTR, TX US","    0",",,7,0800","   89",",,7","   61",",,7",,,"   15",",,7,0800",,,"   61",",,7,0800",,,"  100",",,7","  117",",,7"
