"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00150254","2018-04-02","38.45367","-82.61299","170.7","ASHLAND, KY US","  178",",,7,0700",,,"    0",",,7","   94",",,7","   11",",,7",,,,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,
"USC00150254","2018-04-03","38.45367","-82.61299","170.7","ASHLAND, KY US","   13",",,7,0700",,,"    0",",,7","   72",",,7","   11",",,7",,,,,,,"   72",",,7,0700",,,,,,,,,,,,,,,,
"USC00150254","2018-04-04","38.45367","-82.61299","170.7","ASHLAND, KY US","    0",",,7,0700",,,"    0",",,7","  244",",,7","   39",",,7",,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,
"USC00150254","2018-04-05","38.45367","-82.61299","170.7","ASHLAND, KY US","    0",",,7,0700",,,"    0",",,7","   72",",,7","  -33",",,7",,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,
"USC00150254","2018-04-06","38.45367","-82.61299","170.7","ASHLAND, KY US","    0",",,7,0700",,,"    0",",,7","  106",",,7","   -6",",,7",,,,,,,"   61",",,7,0700",,,,,,,,,,,,,,,,
"USC00150254","2018-04-07","38.45367","-82.61299","170.7","ASHLAND, KY US","   51",",,7,0700",,,"    0",",,7","  189",",,7","  -28",",,7",,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,
"USC00150254","2018-04-08","38.45367","-82.61299","170.7","ASHLAND, KY US","   33",",,7,0700",,,"    0",",,7","   39",",,7","  -56",",,7",,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,
"USC00150254","2018-04-09","38.45367","-82.61299","170.7","ASHLAND, KY US","    0",",,7,0700",,,"    0",",,7","   72",",,7","  -17",",,7",,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,
"USC00150254","2018-04-10","38.45367","-82.61299","170.7","ASHLAND, KY US","   18",",,7,0700",,,"    0",",,7","   67",",,7","  -11",",,7",,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,
"USC00150254","2018-04-11","38.45367","-82.61299","170.7","ASHLAND, KY US","    0",",,7,0700",,,"    0",",,7","   83",",,7","  -17",",,7",,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,
"USC00150254","2018-04-12","38.45367","-82.61299","170.7","ASHLAND, KY US","    0",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00150254","2018-04-13","38.45367","-82.61299","170.7","ASHLAND, KY US","    0",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00150254","2018-04-14","38.45367","-82.61299","170.7","ASHLAND, KY US","    0",",,7,0700",,,"    0",",,7","  283",",,7","   33",",,7",,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,
