"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094815","2018-07-16","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","   15",",,W",,,,,"  322",",,W","  200",",,W","   25",",,W",,,,,,,,,"  320",",,W","  310",",,W",,,"   89",",,W","  107",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094815","2018-07-17","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  283",",,W","  161",",,W","   34",",,W",,,,,,,,,"  330",",,W","  280",",,W",,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,
"USW00094815","2018-07-18","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  278",",,W","  128",",,W","   19",",,W",,,,,,,,,"  340",",,W","  330",",,W",,,"   67",",,W","   81",",,W",,,,,,,,,,,,,,,,
"USW00094815","2018-07-19","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  294",",,W","  144",",,W","   24",",,W",,,,,,,,,"  200",",,W","  180",",,W",,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,
"USW00094815","2018-07-20","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","  152",",,W",,,,,"  272",",,W","  189",",,W","   36",",,W",,,,,,,,,"  180",",,W","  170",",,W",,,"  116",",,W","  161",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094815","2018-07-21","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","   36",",,W",,,,,"  256",",,W","  206",",,W","   21",",,W",,,,,,,,,"  360",",,W","   90",",,W",,,"   45",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-07-22","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","   61",",,W",,,,,"  239",",,W","  189",",,W","   28",",,W",,,,,,,,,"   40",",,W","   40",",,W",,,"   76",",,W","  112",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094815","2018-07-23","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","   20",",,W",,,,,"  244",",,W","  183",",,W","    9",",,W",,,,,,,,,"  300",",,W","  160",",,W",,,"   45",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-07-24","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  283",",,W","  189",",,W","   22",",,W",,,,,,,,,"  290",",,W","  320",",,W",,,"   72",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-07-25","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  294",",,W","  161",",,W","   25",",,W",,,,,,,,,"  320",",,W","  310",",,W",,,"   76",",,W","   98",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094815","2018-07-26","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0","T,,W",,,,,"  261",",,W","  167",",,W","   43",",,W",,,,,,,,,"  280",",,W","  320",",,W",,,"   89",",,W","  134",",,W",,,,,,,,,,,,,,,,
"USW00094815","2018-07-27","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    8",",,W",,,,,"  244",",,W","  150",",,W","   34",",,W",,,,,,,,,"  290",",,W","  290",",,W",,,"   94",",,W","  121",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094815","2018-07-28","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","   10",",,W",,,,,"  256",",,W","  133",",,W","   22",",,W",,,,,,,,,"  300",",,W","  320",",,W",,,"   72",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-07-29","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0","T,,W",,,,,"  261",",,W","  122",",,W","   12",",,W",,,,,,,,,"  210",",,W","  210",",,W",,,"   67",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-07-30","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0","T,,W",,,,,"  278",",,W","  144",",,W","   10",",,W",,,,,,,,,"  180",",,W","  130",",,W",,,"   36",",,W","   54",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-07-31","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","   56",",,W",,,,,"  256",",,W","  144",",,W","   11",",,W",,,,,,,,,"  100",",,W","   40",",,W",,,"   40",",,W","   54",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094815","2018-08-01","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  278",",,W","  172",",,W","   29",",,W",,,,,,,,,"  250",",,W","  260",",,W",,,"   67",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-08-02","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","   64",",,W",,,,,"  294",",,W","  178",",,W","   43",",,W",,,,,,,,,"  220",",,W","  240",",,W",,,"  107",",,W","  143",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094815","2018-08-03","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  289",",,W","  161",",,W","   10",",,W",,,,,,,,,"  230",",,W","  240",",,W",,,"   45",",,W","   58",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094815","2018-08-04","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  328",",,W","  144",",,W","   23",",,W",,,,,,,,,"  210",",,W","  190",",,W",,,"   63",",,W","   76",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094815","2018-08-05","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  339",",,W","  217",",,W","   46",",,W",,,,,,,,,"  190",",,W","  220",",,W",,,"   94",",,W","  143",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-08-06","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","  109",",,W",,,,,"  267",",,W","  211",",,W","   21",",,W",,,,,,,,,"  340",",,W","  330",",,W",,,"  107",",,W","  130",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094815","2018-08-07","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","  325",",,W",,,,,"  283",",,W","  211",",,W","    9",",,W",,,,,,,,,"  330",",,W","  100",",,W",,,"   45",",,W","   63",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00094815","2018-08-08","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  283",",,W","  183",",,W","   22",",,W",,,,,,,,,"  320",",,W","  300",",,W",,,"   63",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-08-09","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0","T,,W",,,,,"  300",",,W","  167",",,W","   32",",,W",,,,,,,,,"  250",",,W","  260",",,W",,,"   76",",,W","  107",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-08-10","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  289",",,W","  183",",,W","   15",",,W",,,,,,,,,"   40",",,W","   30",",,W",,,"   36",",,W","   58",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094815","2018-08-11","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  300",",,W","  161",",,W","   11",",,W",,,,,,,,,"  280",",,W","  270",",,W",,,"   58",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-08-12","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  300",",,W","  178",",,W","   14",",,W",,,,,,,,,"   10",",,W","   10",",,W",,,"   45",",,W","   67",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094815","2018-08-13","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  306",",,W","  172",",,W","   11",",,W",,,,,,,,,"  300",",,W","  360",",,W",,,"   45",",,W","   58",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094815","2018-08-14","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  306",",,W","  156",",,W","   17",",,W",,,,,,,,,"  290",",,W","  250",",,W",,,"   63",",,W","   85",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094815","2018-08-15","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    5",",,W",,,,,"  294",",,W","  200",",,W","   23",",,W",,,,,,,,,"  200",",,W","  200",",,W",,,"   81",",,W","   98",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094815","2018-08-16","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0","T,,W",,,,,"  272",",,W","  189",",,W","    9",",,W",,,,,,,,,"  180",",,W","  100",",,W",,,"   31",",,W","   40",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-08-17","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","  312",",,W",,,,,"  283",",,W","  194",",,W","   12",",,W",,,,,,,,,"  260",",,W","  270",",,W",,,"   89",",,W","  116",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00094815","2018-08-18","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  283",",,W","  178",",,W","   13",",,W",,,,,,,,,"  350",",,W","  140",",,W",,,"   45",",,W","   76",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094815","2018-08-19","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  283",",,W","  172",",,W","   16",",,W",,,,,,,,,"  190",",,W","  200",",,W",,,"   45",",,W","   58",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094815","2018-08-20","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  267",",,W","  183",",,W","   22",",,W",,,,,,,,,"  100",",,W","  120",",,W",,,"   63",",,W","   89",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094815","2018-08-21","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","   28",",,W",,,,,"  256",",,W","  178",",,W","   38",",,W",,,,,,,,,"  340",",,W","  330",",,W",,,"  103",",,W","  134",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094815","2018-08-22","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  244",",,W","  139",",,W","   50",",,W",,,,,,,,,"  350",",,W","  360",",,W",,,"  103",",,W","  134",",,W",,,,,,,,,,,,,,,,
"USW00094815","2018-08-23","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  267",",,W","  122",",,W","   25",",,W",,,,,,,,,"  200",",,W","  230",",,W",,,"   72",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-08-24","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0","T,,W",,,,,"  233",",,W","  144",",,W","   40",",,W",,,,,,,,,"  190",",,W","  180",",,W",,,"  103",",,W","  139",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094815","2018-08-25","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","  226",",,W",,,,,"  244",",,W","  183",",,W","   47",",,W",,,,,,,,,"  190",",,W","  190",",,W",,,"  112",",,W","  134",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094815","2018-08-26","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  306",",,W","  206",",,W","   27",",,W",,,,,,,,,"  180",",,W","  230",",,W",,,"   58",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094815","2018-08-27","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  317",",,W","  244",",,W","   58",",,W",,,,,,,,,"  190",",,W","  180",",,W",,,"  107",",,W","  139",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094815","2018-08-28","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","  287",",,W",,,,,"  311",",,W","  194",",,W","   50",",,W",,,,,,,,,"  340",",,W","  340",",,W",,,"  125",",,W","  170",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094815","2018-08-29","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","   38",",,W",,,,,"  261",",,W","  144",",,W","   43",",,W",,,,,,,,,"  320",",,W","  310",",,W",,,"   89",",,W","  121",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094815","2018-08-30","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  233",",,W","  106",",,W","   17",",,W",,,,,,,,,"   30",",,W","   20",",,W",,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,
"USW00094815","2018-08-31","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W","    0",",,W","    0",",,W","  283",",,W","  128",",,W","   18",",,W",,,,,,,,,"  190",",,W","  180",",,W",,,"   67",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-09-01","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","   99",",,W",,,,,"  278",",,W","  200",",,W","   26",",,W",,,,,,,,,"  280",",,W","  280",",,W",,,"  107",",,W","  165",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094815","2018-09-02","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    5",",,W",,,,,"  311",",,W","  217",",,W","   36",",,W",,,,,,,,,"  200",",,W","  200",",,W",,,"   76",",,W","   98",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094815","2018-09-03","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","  269",",,W",,,,,"  311",",,W","  211",",,W","   22",",,W",,,,,,,,,"  220",",,W","  220",",,W",,,"  157",",,W","  192",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094815","2018-09-04","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  322",",,W","  211",",,W","   30",",,W",,,,,,,,,"  190",",,W","  310",",,W",,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,
"USW00094815","2018-09-05","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","   61",",,W",,,,,"  317",",,W","  222",",,W","   37",",,W",,,,,,,,,"  270",",,W","  280",",,W",,,"   81",",,W","  116",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094815","2018-09-06","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","   28",",,W",,,,,"  228",",,W","  183",",,W","   25",",,W",,,,,,,,,"  360",",,W","   10",",,W",,,"   67",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-09-07","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    3",",,W",,,,,"  211",",,W","  139",",,W","   24",",,W",,,,,,,,,"   30",",,W","   40",",,W",,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,
"USW00094815","2018-09-08","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  200",",,W","  133",",,W","   34",",,W",,,,,,,,,"   40",",,W","   60",",,W",,,"   63",",,W","   98",",,W",,,,,,,,,,,,,,,,
"USW00094815","2018-09-09","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0","T,,W",,,,,"  206",",,W","  122",",,W","   42",",,W",,,,,,,,,"   60",",,W","   60",",,W",,,"   72",",,W","  112",",,W",,,,,,,,,,,,,,,,
"USW00094815","2018-09-10","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  222",",,W","  122",",,W","   33",",,W",,,,,,,,,"  360",",,W","   20",",,W",,,"   72",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-09-11","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  250",",,W","  106",",,W","    9",",,W",,,,,,,,,"  210",",,W","  170",",,W",,,"   36",",,W","   54",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094815","2018-09-12","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  261",",,W","  100",",,W","    9",",,W",,,,,,,,,"  170",",,W","  100",",,W",,,"   45",",,W","   58",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-09-13","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  267",",,W","  144",",,W","    7",",,W",,,,,,,,,"   40",",,W","   40",",,W",,,"   36",",,W","   45",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094815","2018-09-14","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  283",",,W","  150",",,W","    9",",,W",,,,,,,,,"  360",",,W","   10",",,W",,,"   40",",,W","   58",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094815","2018-09-15","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  289",",,W","  144",",,W","   15",",,W",,,,,,,,,"   30",",,W","   60",",,W",,,"   40",",,W","   58",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094815","2018-09-16","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  306",",,W","  172",",,W","   13",",,W",,,,,,,,,"  170",",,W","  150",",,W",,,"   45",",,W","   63",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094815","2018-09-17","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  317",",,W","  172",",,W","    9",",,W",,,,,,,,,"  300",",,W","  310",",,W",,,"   63",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-09-18","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  294",",,W","  167",",,W","   25",",,W",,,,,,,,,"  320",",,W","  320",",,W",,,"   76",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094815","2018-09-19","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  267",",,W","  156",",,W","   13",",,W",,,,,,,,,"   20",",,W","  170",",,W",,,"   36",",,W","   49",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094815","2018-09-20","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0","T,,W",,,,,"  317",",,W","  189",",,W","   23",",,W",,,,,,,,,"  190",",,W","  160",",,W",,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,
"USW00094815","2018-09-21","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    5",",,W",,,,,"  267",",,W","  133",",,W","   68",",,W",,,,,,,,,"  330",",,W","  290",",,W",,,"  112",",,W","  152",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00094815","2018-09-22","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  189",",,W","   83",",,W","   20",",,W",,,,,,,,,"  350",",,W","   10",",,W",,,"   89",",,W","  107",",,W",,,,,,,,,,,,,,,,
"USW00094815","2018-09-23","42.23472","-85.55194","264.6","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","    0",",,W",,,,,"  233",",,W","   56",",,W","   11",",,W",,,,,,,,,"  100",",,W","  100",",,W",,,"   36",",,W","   58",",,W","    1",",,W",,,,,,,,,,,,,,
