"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00292241","2014-05-08","35.9951","-106.9704","2105.6","CUBA, NM US","    0",",,7,1700",,,,,"  194",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292241","2014-05-09","35.9951","-106.9704","2105.6","CUBA, NM US","    0",",,7,1700",,,,,"  222",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292241","2014-05-10","35.9951","-106.9704","2105.6","CUBA, NM US","    0",",,7,1700",,,,,"  244",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292241","2014-05-11","35.9951","-106.9704","2105.6","CUBA, NM US","    0",",,7,1700",,,,,"  200",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292241","2014-05-12","35.9951","-106.9704","2105.6","CUBA, NM US","    0",",,7,1700",,,,,"   94",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292241","2014-05-13","35.9951","-106.9704","2105.6","CUBA, NM US","    0",",,7,1700",,,,,"  156",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292241","2014-05-14","35.9951","-106.9704","2105.6","CUBA, NM US","    0",",,7,1700",,,,,"  211",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292241","2014-05-15","35.9951","-106.9704","2105.6","CUBA, NM US","    0",",,7,1700",,,,,"  250",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292241","2014-05-16","35.9951","-106.9704","2105.6","CUBA, NM US","    0",",,7,1700",,,,,"  267",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292241","2014-05-17","35.9951","-106.9704","2105.6","CUBA, NM US","    0",",,7,1700",,,,,"  272",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
