"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00013734","2018-07-18","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  289",",,W","  161",",,W","   29",",,W",,,,,,,,,,,,,,,"   10",",,W","  340",",,W","   72",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-07-19","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  289",",,W","  161",",,W","   13",",,W",,,,,,,,,,,,,,,"  150",",,W","  130",",,W","   40",",,W","   63",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-07-20","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  289",",,W","  161",",,W","   26",",,W",,,,,,,,,,,,,,,"  150",",,W","  160",",,W","   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-07-21","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","  366",",,W,2400",,,,,"  256",",,W","  156",",,W","   38",",,W",,,,,,,,,,,,,,,"   10",",,W","  360",",,W","   81",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-07-22","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0","T,,W,2400",,,,,"  256",",,W","  150",",,W","   20",",,W",,,,,,,,,,,,,,,"  140",",,W","  180",",,W","   63",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-07-23","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","  257",",,W,2400",,,,,"  261",",,W","  206",",,W","   19",",,W",,,,,,,,,,,,,,,"  140",",,W","  150",",,W","   63",",,W","   85",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-07-24","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","  203",",,W,2400",,,,,"  261",",,W","  222",",,W","   17",",,W",,,,,,,,,,,,,,,"  140",",,W","  140",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-07-25","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","  518",",,W,2400",,,,,"  267",",,W","  200",",,W","   10",",,W",,,,,,,,,,,,,,,"  300",",,W","  300",",,W","   58",",,W","   85",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-07-26","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  306",",,W","  189",",,W","   13",",,W",,,,,,,,,,,,,,,"  270",",,W","  270",",,W","   54",",,W","   67",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-07-27","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","   41",",,W,2400",,,,,"  311",",,W","  189",",,W","   16",",,W",,,,,,,,,,,,,,,"  340",",,W","  320",",,W","   81",",,W","  107",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-07-28","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  294",",,W","  189",",,W","   20",",,W",,,,,,,,,,,,,,,"  260",",,W","  280",",,W","   67",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-07-29","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  289",",,W","  161",",,W","   11",",,W",,,,,,,,,,,,,,,"  320",",,W","  140",",,W","   36",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-07-30","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","  173",",,W,2400",,,,,"  256",",,W","  183",",,W","   15",",,W",,,,,,,,,,,,,,,"   80",",,W","   80",",,W","   72",",,W","   94",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-07-31","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","   10",",,W,2400",,,,,"  261",",,W","  200",",,W","   15",",,W",,,,,,,,,,,,,,,"  150",",,W","  150",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-01","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","  165",",,W,2400",,,,,"  300",",,W","  200",",,W","   20",",,W",,,,,,,,,,,,,,,"  270",",,W","  270",",,W","  103",",,W","  134",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-02","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","  203",",,W,2400",,,,,"  261",",,W","  206",",,W","    8",",,W",,,,,,,,,,,,,,,"  300",",,W","  290",",,W","   40",",,W","   54",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-03","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","  368",",,W,2400",,,,,"  256",",,W","  206",",,W","   16",",,W",,,,,,,,,,,,,,,"  160",",,W","  160",",,W","   54",",,W","   67",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-04","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  306",",,W","  183",",,W","    9",",,W",,,,,,,,,,,,,,,"  220",",,W","  320",",,W","   36",",,W","   54",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-05","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  322",",,W","  189",",,W","    5",",,W",,,,,,,,,,,,,,,"  190",",,W","  240",",,W","   31",",,W","   40",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-06","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  317",",,W","  200",",,W","   10",",,W",,,,,,,,,,,,,,,"  200",",,W","  200",",,W","   40",",,W","   49",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-07","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    3",",,W,2400",,,,,"  317",",,W","  200",",,W","   14",",,W",,,,,,,,,,,,,,,"  330",",,W","  180",",,W","   58",",,W","   89",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-08","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","   10",",,W,2400",,,,,"  322",",,W","  200",",,W","   18",",,W",,,,,,,,,,,,,,,"  260",",,W","  190",",,W","   81",",,W","  103",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-09","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  311",",,W","  189",",,W","   23",",,W",,,,,,,,,,,,,,,"  290",",,W","  280",",,W","   63",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-10","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  306",",,W","  194",",,W","   14",",,W",,,,,,,,,,,,,,,"  350",",,W","  350",",,W","   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-11","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","   74",",,W,2400",,,,,"  306",",,W","  200",",,W","   14",",,W",,,,,,,,,,,,,,,"  330",",,W","  320",",,W","  125",",,W","  152",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-12","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","   13",",,W,2400",,,,,"  278",",,W","  183",",,W","    9",",,W",,,,,,,,,,,,,,,"  110",",,W","  120",",,W","   40",",,W","   58",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-13","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0","T,,W,2400",,,,,"  267",",,W","  183",",,W","   15",",,W",,,,,,,,,,,,,,,"   20",",,W","   40",",,W","   58",",,W","   72",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-14","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","   23",",,W,2400",,,,,"  278",",,W","  172",",,W","   25",",,W",,,,,,,,,,,,,,,"  310",",,W","  330",",,W","   81",",,W","  103",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-15","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  306",",,W","  167",",,W","   21",",,W",,,,,,,,,,,,,,,"  270",",,W","  270",",,W","   67",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-16","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  311",",,W","  183",",,W","    9",",,W",,,,,,,,,,,,,,,"  200",",,W","  210",",,W","   36",",,W","   45",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-17","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","  173",",,W,2400",,,,,"  322",",,W","  217",",,W","   17",",,W",,,,,,,,,,,,,,,"  290",",,W","  290",",,W","  197",",,W","  277",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-18","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","  157",",,W,2400",,,,,"  289",",,W","  211",",,W","   24",",,W",,,,,,,,,,,,,,,"  340",",,W","  330",",,W","   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-19","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  272",",,W","  183",",,W","   22",",,W",,,,,,,,,,,,,,,"   20",",,W","   30",",,W","   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-20","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0","T,,W,2400",,,,,"  244",",,W","  200",",,W","   21",",,W",,,,,,,,,,,,,,,"   70",",,W","  100",",,W","   36",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-21","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","  561",",,W,2400",,,,,"  283",",,W","  189",",,W","   24",",,W",,,,,,,,,,,,,,,"  340",",,W","  350",",,W","   72",",,W","   94",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-22","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  278",",,W","  189",",,W","   38",",,W",,,,,,,,,,,,,,,"  280",",,W","  330",",,W","   94",",,W","  139",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-23","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  261",",,W","  139",",,W","   27",",,W",,,,,,,,,,,,,,,"  360",",,W","  330",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-24","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  272",",,W","  117",",,W","    9",",,W",,,,,,,,,,,,,,,"  160",",,W","  200",",,W","   45",",,W","   63",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-25","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  272",",,W","  144",",,W","   12",",,W",,,,,,,,,,,,,,,"  170",",,W","  180",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-26","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  306",",,W","  161",",,W","   20",",,W",,,,,,,,,,,,,,,"  270",",,W","  270",",,W","   63",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-27","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    3",",,W,2400",,,,,"  333",",,W","  194",",,W","   14",",,W",,,,,,,,,,,,,,,"   40",",,W","   70",",,W","   72",",,W","   98",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-28","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  333",",,W","  206",",,W","   16",",,W",,,,,,,,,,,,,,,"  270",",,W","  290",",,W","   45",",,W","   67",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-29","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  333",",,W","  217",",,W","   22",",,W",,,,,,,,,,,,,,,"  260",",,W","  250",",,W","   63",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-30","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0","T,,W,2400",,,,,"  317",",,W","  217",",,W","   19",",,W",,,,,,,,,,,,,,,"  340",",,W","  350",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-08-31","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","  107",",,W,2400",,,,,"  311",",,W","  206",",,W","   15",",,W",,,,,,,,,,,,,,,"   70",",,W","   60",",,W","   58",",,W","   76",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-09-01","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","   61",",,W,2400",,,,,"  289",",,W","  206",",,W","   14",",,W",,,,,,,,,,,,,,,"   70",",,W","  140",",,W","   45",",,W","   63",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-09-02","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  306",",,W","  211",",,W","    7",",,W",,,,,,,,,,,,,,,"   90",",,W","   90",",,W","   36",",,W","   49",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-09-03","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  333",",,W","  206",",,W","    5",",,W",,,,,,,,,,,,,,,"  140",",,W","  170",",,W","   31",",,W","   45",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-09-04","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  344",",,W","  211",",,W","    4",",,W",,,,,,,,,,,,,,,"   90",",,W","  120",",,W","   27",",,W","   36",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013734","2018-09-05","39.40375","-77.945","162.8","MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US","    0",",,W,2400",,,,,"  328",",,W","  211",",,W","    9",",,W",,,,,,,,,,,,,,,"  160",",,W","  150",",,W","   40",",,W","   58",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
