"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00003997","2018-07-06","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  344",",,W","  228",",,W","   36",",,W",,,,,,,,,,,"   20",",,W","   50",",,W","   63",",,W","   94",",,W",,,,,,,,,,,,,,
"USW00003997","2018-07-07","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  339",",,W","  178",",,W","   30",",,W",,,,,,,,,,,"  110",",,W","  130",",,W","   58",",,W","   85",",,W",,,,,,,,,,,,,,
"USW00003997","2018-07-08","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  356",",,W","  150",",,W","   26",",,W",,,,,,,,,,,"  140",",,W","  170",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,
"USW00003997","2018-07-09","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  372",",,W","  150",",,W","   12",",,W",,,,,,,,,,,"   30",",,W","  130",",,W","   45",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,
"USW00003997","2018-07-10","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  383",",,W","  200",",,W","   12",",,W",,,,,,,,,,,"   40",",,W","   50",",,W","   54",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
"USW00003997","2018-07-11","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  389",",,W","  211",",,W","   21",",,W",,,,,,,,,,,"  130",",,W","  170",",,W","   63",",,W","   85",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003997","2018-07-12","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  400",",,W","  222",",,W","   23",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","   58",",,W","   94",",,W",,,,,,,,,,,,,,
"USW00003997","2018-07-13","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  389",",,W",,,"   43",",,W",,,,,,,,,,,"  180",",,W","  310",",,W","   67",",,W","  107",",,W",,,,,,,,,,,,,,
"USW00003997","2018-07-14","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","  505",",,W,2400",,,,,"  317",",,W","  222",",,W","   15",",,W",,,,,,,,,,,"  150",",,W","  170",",,W","   81",",,W","  116",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,
"USW00003997","2018-07-15","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  361",",,W","  206",",,W","    8",",,W",,,,,,,,,,,"   40",",,W","   50",",,W","   54",",,W","   76",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00003997","2018-07-16","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0","T,,W,2400",,,,,"  356",",,W","  228",",,W","   13",",,W",,,,,,,,,,,"  290",",,W","   60",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,
"USW00003997","2018-07-17","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0","T,,W,2400",,,,,"  283",",,W","  228",",,W","   22",",,W",,,,,,,,,,,"   50",",,W","   50",",,W","   81",",,W","  116",",,W",,,,,,,,,,,,,,
"USW00003997","2018-07-18","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  322",",,W","  211",",,W","   24",",,W",,,,,,,,,,,"   60",",,W","   60",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,
"USW00003997","2018-07-19","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0","T,,W,2400",,,,,"  383",",,W","  206",",,W","   31",",,W",,,,,,,,,,,"  280",",,W","  280",",,W","  179",",,W","  259",",,W",,,,,"    1",",,W",,,,,"    1",",,W",,
"USW00003997","2018-07-20","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    8",",,W,2400",,,,,"  350",",,W","  189",",,W","   14",",,W",,,,,,,,,,,"   10",",,W","   10",",,W","   58",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,
"USW00003997","2018-07-21","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  344",",,W","  178",",,W","   33",",,W",,,,,,,,,,,"  330",",,W","  340",",,W","   72",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,
"USW00003997","2018-07-22","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  339",",,W","  183",",,W","   28",",,W",,,,,,,,,,,"   50",",,W","   60",",,W","   58",",,W","   76",",,W",,,,,,,,,,,"    1",",,W",,
"USW00003997","2018-07-23","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  317",",,W","  178",",,W","   24",",,W",,,,,,,,,,,"   20",",,W","  350",",,W","   58",",,W","   85",",,W",,,,,,,,,,,"    1",",,W",,
"USW00003997","2018-07-24","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  333",",,W","  172",",,W","   26",",,W",,,,,,,,,,,"  340",",,W","  330",",,W","   63",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,
"USW00003997","2018-07-25","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  339",",,W","  139",",,W","   10",",,W",,,,,,,,,,,"  140",",,W","  150",",,W","   54",",,W","   72",",,W",,,,,,,,,,,"    1",",,W",,
"USW00003997","2018-07-26","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","   76",",,W,2400",,,,,"  278",",,W","  167",",,W","   17",",,W",,,,,,,,,,,"  350",",,W","  350",",,W","   98",",,W","  139",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00003997","2018-07-27","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  317",",,W","  150",",,W","   16",",,W",,,,,,,,,,,"   40",",,W","   60",",,W","   40",",,W","   54",",,W",,,,,,,,,,,,,,
"USW00003997","2018-07-28","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    5",",,W,2400",,,,,"  289",",,W","  183",",,W","   30",",,W",,,,,,,,,,,"  140",",,W","  130",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,
"USW00003997","2018-07-29","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","   10",",,W,2400",,,,,"  272",",,W","  178",",,W","   26",",,W",,,,,,,,,,,"   30",",,W","   10",",,W","   76",",,W","  112",",,W",,,,,,,,,,,,,,
"USW00003997","2018-07-30","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0","T,,W,2400",,,,,"  272",",,W","  161",",,W","   20",",,W",,,,,,,,,,,"   60",",,W","   50",",,W","   72",",,W","  107",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003997","2018-07-31","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  306",",,W","  139",",,W","   26",",,W",,,,,,,,,,,"  360",",,W","  360",",,W","   63",",,W","   94",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003997","2018-08-01","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  333",",,W","  128",",,W","   14",",,W",,,,,,,,,,,"  300",",,W","  320",",,W","   45",",,W","   72",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003997","2018-08-02","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  361",",,W","  150",",,W","   24",",,W",,,,,,,,,,,"  190",",,W","  190",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,
"USW00003997","2018-08-03","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  361",",,W","  156",",,W","   38",",,W",,,,,,,,,,,"  160",",,W","  170",",,W","   89",",,W","  134",",,W",,,,,,,,,,,,,,
"USW00003997","2018-08-04","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0","T,,W,2400",,,,,"  350",",,W","  172",",,W","   48",",,W",,,,,,,,,,,"  180",",,W","  180",",,W","  103",",,W","  152",",,W",,,,,,,,,,,,,,
"USW00003997","2018-08-05","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  383",",,W","  211",",,W","   48",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","  112",",,W","  148",",,W",,,,,,,,,,,,,,
"USW00003997","2018-08-06","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0","T,,W,2400",,,,,"  372",",,W","  217",",,W","   30",",,W",,,,,,,,,,,"  200",",,W","  210",",,W","   98",",,W","  143",",,W",,,,,"    1",",,W",,,,,,,,
"USW00003997","2018-08-07","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","  145",",,W,2400",,,,,"  328",",,W","  206",",,W","   26",",,W",,,,,,,,,,,"  340",",,W","  360",",,W","   94",",,W","  134",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00003997","2018-08-08","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    3",",,W,2400",,,,,"  339",",,W","  183",",,W","   13",",,W",,,,,,,,,,,"   20",",,W","   10",",,W","   54",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00003997","2018-08-09","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","  193",",,W,2400",,,,,"  361",",,W","  189",",,W","   13",",,W",,,,,,,,,,,"  250",",,W","  230",",,W","  157",",,W","  264",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00003997","2018-08-10","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  333",",,W","  178",",,W","   23",",,W",,,,,,,,,,,"  330",",,W","  330",",,W","   63",",,W","   85",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00003997","2018-08-11","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  339",",,W","  178",",,W","   12",",,W",,,,,,,,,,,"   30",",,W","   20",",,W","   36",",,W","   54",",,W","    1",",,W",,,,,,,,,,,,
"USW00003997","2018-08-12","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  344",",,W","  172",",,W","   20",",,W",,,,,,,,,,,"  110",",,W","  100",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
"USW00003997","2018-08-13","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","   28",",,W,2400",,,,,"  333",",,W","  189",",,W","   25",",,W",,,,,,,,,,,"  170",",,W","  190",",,W","   72",",,W","   98",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,
"USW00003997","2018-08-14","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","   38",",,W,2400",,,,,"  306",",,W","  222",",,W","   29",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","  103",",,W","  152",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00003997","2018-08-15","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","   23",",,W,2400",,,,,"  306",",,W","  217",",,W","   18",",,W",,,,,,,,,,,"  330",",,W","  330",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,
"USW00003997","2018-08-16","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0","T,,W,2400",,,,,"  328",",,W","  189",",,W","   20",",,W",,,,,,,,,,,"  190",",,W","  180",",,W","   72",",,W","   98",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,
"USW00003997","2018-08-17","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  317",",,W","  206",",,W","   30",",,W",,,,,,,,,,,"   20",",,W","  360",",,W","   63",",,W","   85",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003997","2018-08-18","39.0078","-95.2116","253.6","LAWRENCE ASOS, KS US","    0",",,W,2400",,,,,"  339",",,W","  183",",,W","   20",",,W",,,,,,,,,,,"  100",",,W","  100",",,W","   54",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
