"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV07","WV07_ATTRIBUTES","WV18","WV18_ATTRIBUTES"
"USW00024033","2018-07-30","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W,0700","    0",",,W,0700","  306",",,W","  133",",,W",,,,,"   35",",,W",,,,,,,,,"  214","H,,S",,,,,,,"  220",",,W","  200",",,W",,,,,,,,,"   67",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-07-31","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W,0700","    0",",,W,0700","  322",",,W","  144",",,W",,,,,"   42",",,W",,,,,,,,,"  237","H,,S",,,,,,,"   20",",,W","  300",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-01","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W,0700","    0",",,W,0700","  317",",,W","  150",",,W",,,,,"   26",",,W",,,,,,,,,"  235","H,,S",,,,,,,"  240",",,W","  250",",,W",,,,,,,,,"   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-02","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    5",",,W,2400","    0",",,W,0700","    0",",,W,0700","  339",",,W","  194",",,W",,,,,"   45",",,W",,,,,,,,,"  281","H,,S",,,,,,,"  240",",,W","  240",",,W",,,,,,,,,"  157",",,W","  188",",,W",,,,,,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-03","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","   51",",,W,2400","    0","T,,W,0700","    0",",,W,0700","  300",",,W","  156",",,W",,,,,"   38",",,W",,,,,,,,,"  231","H,,S",,,,,,,"  290",",,W","  300",",,W",,,,,,,,,"  157",",,W","  192",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-04","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W,0700","    0",",,W,0700","  289",",,W","  139",",,W",,,,,"   36",",,W",,,,,,,,,"  192","H,,S",,,,,,,"  340",",,W","  350",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-05","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W,0700","    0",",,W,0700","  244",",,W","  128",",,W",,,,,"   46",",,W",,,,,,,,,"  199","H,,S",,,,,,,"  320",",,W","  320",",,W",,,,,,,,,"  130",",,W","  165",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-06","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W,0700","    0",",,W,0700","  294",",,W","  117",",,W",,,,,"   42",",,W",,,,,,,,,"  175","H,,S",,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-07","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W,0700","    0",",,W,0700","  333",",,W","  133",",,W",,,,,"   48",",,W",,,,,,,,,"  228","H,,S",,,,,,,"  330",",,W","  330",",,W",,,,,,,,,"   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-08","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W,0700","    0",",,W,0700","  339",",,W","  167",",,W",,,,,"   35",",,W",,,,,,,,,"  243","H,,S",,,,,,,"  230",",,W","  230",",,W",,,,,,,,,"   81",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-09","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W,0700","    0",",,W,0700","  356",",,W","  161",",,W",,,,,"   35",",,W",,,,,,,,,"  258","H,,S",,,,,,,"  270",",,W","  300",",,W",,,,,,,,,"   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-10","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W,0700","    0",",,W,0700","  372",",,W","  167",",,W",,,,,"   35",",,W",,,,,,,,,"  273","H,,S",,,,,,,"  220",",,W","  110",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-11","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W,0700","    0",",,W,0700","  389",",,W","  156",",,W",,,,,"   38",",,W",,,,,,,,,"  275","H,,S",,,,,,,"  320",",,W","  320",",,W",,,,,,,,,"  116",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-12","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W,0700","    0",",,W,0700","  394",",,W","  206",",,W",,,,,"   49",",,W",,,,,,,,,"  297","H,,S",,,,,,,"  330",",,W","   30",",,W",,,,,,,,,"  125",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-13","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W,0700","    0",",,W,0700","  250",",,W","  161",",,W",,,,,"   60",",,W",,,,,,,,,"  233","H,,S",,,,,,,"  360",",,W","   20",",,W",,,,,,,,,"  107",",,W","  148",",,W",,,,,,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-14","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    5",",,W,2400","    0",",,W,0700","    0",",,W,0700","  250",",,W","  133",",,W",,,,,"   31",",,W",,,,,,,,,"  182","H,,S",,,,,,,"  110",",,W","  100",",,W",,,,,,,,,"  112",",,W","  130",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-15","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W,0700","    0",",,W,0700","  317",",,W","  122",",,W",,,,,"   32",",,W",,,,,,,,,"  204","H,,S",,,,,,,"  220",",,W","  220",",,W",,,,,,,,,"   72",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-16","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W,0700","    0",",,W,0700","  339",",,W","  139",",,W",,,,,"   36",",,W",,,,,,,,,"  240","H,,S",,,,,,,"  230",",,W","  230",",,W",,,,,,,,,"   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-17","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W,0700","    0",",,W,0700","  350",",,W","  183",",,W",,,,,"   27",",,W",,,,,,,,,"  268","H,,S",,,,,,,"  290",",,W","  290",",,W",,,,,,,,,"  161",",,W","  197",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-18","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","  183",",,W,2400","    0",",,W,0700","    0",",,W,0700","  239",",,W","  150",",,W",,,,,"   48",",,W",,,,,,,,,"  217","H,,S",,,,,,,"  240",",,W","  240",",,W",,,,,,,,,"  107",",,W","  134",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-19","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W,0700","    0",",,W,0700","  206",",,W","  117",",,W",,,,,"   36",",,W",,,,,,,,,"  160","H,,S",,,,,,,"  250",",,W","  240",",,W",,,,,,,,,"   67",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-20","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","   64",",,W,2400","    0",",,W,0700","    0",",,W,0700","  144",",,W","   94",",,W",,,,,"   56",",,W",,,,,,,,,"  132","H,,S",,,,,,,"   40",",,W","   30",",,W",,,,,,,,,"   98",",,W","  112",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-21","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","   23",",,W,2400","    0",",,W,0700","    0",",,W,0700","  139",",,W","   89",",,W",,,,,"   26",",,W",,,,,,,,,"  104","H,,S",,,,,,,"  360",",,W","  340",",,W",,,,,,,,,"  103",",,W","  183",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-22","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    5",",,W,2400","    0",",,W,0700","    0",",,W,0700","  256",",,W","  100",",,W",,,,,"   25",",,W",,,,,,,,,"  143","H,,S",,,,,,,"  230",",,W","  240",",,W",,,,,,,,,"   89",",,W","  116",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-23","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W,0700","    0",",,W,0700","  283",",,W","  133",",,W",,,,,"   52",",,W",,,,,,,,,"  195","H,,S",,,,,,,"  250",",,W","  220",",,W",,,,,,,,,"  103",",,W","  134",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-24","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0","T,,W,2400","    0",",,W,0700","    0",",,W,0700","  294",",,W","  144",",,W",,,,,"   42",",,W",,,,,,,,,"  221","H,,S",,,,,,,"  310",",,W","  310",",,W",,,,,,,,,"  174",",,W","  206",",,W",,,,,,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-25","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","    0",",,W,2400","    0",",,W,0700","    0",",,W,0700","  217",",,W","  106",",,W",,,,,"   38",",,W",,,,,,,,,"  174","H,,S",,,,,,,"   10",",,W","  320",",,W",,,,,,,,,"   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-26","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","   13",",,W,2400","    0",",,W,0700","    0",",,W,0700","  200",",,W","  106",",,W",,,,,"   34",",,W",,,,,,,,,"  155","H,,S",,,,,,,"  290",",,W","  300",",,W",,,,,,,,,"  107",",,W","  143",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","2018-08-27","45.8069","-108.5422","1091.5","BILLINGS INTERNATIONAL AIRPORT, MT US","   20",",,W,2400","    0",",,W,0700","    0",",,W,0700","  178",",,W","   94",",,W",,,,,"   65",",,W",,,,,,,,,"  141","H,,S",,,,,,,"  320",",,W","  320",",,W",,,,,,,,,"  116",",,W","  206",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
