"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT12","WT12_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00014841","2018-07-17","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  228",",,W","  111",",,W","   41",",,W",,,,,,,,,,,"  320",",,W","  310",",,W",,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-07-18","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  244",",,W","   72",",,W","   17",",,W",,,,,,,,,,,"  310",",,W","  280",",,W",,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-07-19","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  289",",,W","   67",",,W","   16",",,W",,,,,,,,,,,"   10",",,W","  310",",,W",,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-07-20","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","   33",",,W,2400",,,,,"  283",",,W","  128",",,W","   33",",,W",,,,,,,,,,,"  100",",,W","  100",",,W",,,"   89",",,W","  125",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-07-21","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","   84",",,W,2400",,,,,"  233",",,W","  194",",,W","   38",",,W",,,,,,,,,,,"   80",",,W","   80",",,W",,,"   72",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-07-22","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    8",",,W,2400",,,,,"  278",",,W","  194",",,W","   35",",,W",,,,,,,,,,,"   20",",,W","  360",",,W",,,"   76",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-07-23","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    5",",,W,2400",,,,,"  233",",,W","  189",",,W","   31",",,W",,,,,,,,,,,"   80",",,W","   80",",,W",,,"   63",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-07-24","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  278",",,W","  172",",,W","   22",",,W",,,,,,,,,,,"  320",",,W","  280",",,W",,,"   63",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-07-25","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  278",",,W","  133",",,W","   26",",,W",,,,,,,,,,,"  290",",,W","  230",",,W",,,"   76",",,W","  103",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-07-26","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","  112",",,W,2400",,,,,"  233",",,W","  156",",,W","   36",",,W",,,,,,,,,,,"  260",",,W","  280",",,W",,,"   81",",,W","  112",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-07-27","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    3",",,W,2400",,,,,"  172",",,W","  133",",,W","   31",",,W",,,,,,,,,,,"  310",",,W","  310",",,W",,,"   72",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-07-28","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  244",",,W","  128",",,W","   32",",,W",,,,,,,,,,,"  300",",,W","  300",",,W",,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-07-29","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  278",",,W","   94",",,W","   20",",,W",,,,,,,,,,,"  280",",,W","  320",",,W",,,"   67",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-07-30","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  278",",,W","  100",",,W","   13",",,W",,,,,,,,,,,"  320",",,W","  320",",,W",,,"   72",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-07-31","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  294",",,W","  100",",,W","   14",",,W",,,,,,,,,,,"  310",",,W","  320",",,W",,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-01","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  300",",,W","  128",",,W","   20",",,W",,,,,,,,,,,"   60",",,W","   60",",,W",,,"   81",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-02","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    5",",,W,2400",,,,,"  250",",,W","  156",",,W","   20",",,W",,,,,,,,,,,"   20",",,W","   20",",,W",,,"   58",",,W","   67",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-03","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0","T,,W,2400",,,,,"  256",",,W","  122",",,W","   14",",,W",,,,,,,,,,,"  320",",,W","  320",",,W",,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-04","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  333",",,W","  106",",,W","   25",",,W",,,,,,,,,,,"  210",",,W","  210",",,W",,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-05","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0","T,,W,2400",,,,,"  306",",,W","  233",",,W","   43",",,W",,,,,,,,,,,"  250",",,W","  250",",,W",,,"  107",",,W","  143",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-06","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    8",",,W,2400",,,,,"  261",",,W","  172",",,W","   40",",,W",,,,,,,,,,,"  250",",,W","  240",",,W",,,"   89",",,W","  125",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-07","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  217",",,W","  128",",,W","   28",",,W",,,,,,,,,,,"  300",",,W","  330",",,W",,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-08","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  272",",,W","  100",",,W","   23",",,W",,,,,,,,,,,"  280",",,W","  290",",,W",,,"   72",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-09","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    5",",,W,2400",,,,,"  294",",,W","  133",",,W","   23",",,W",,,,,,,,,,,"  360",",,W","   20",",,W",,,"   81",",,W","  107",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-10","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  300",",,W","  100",",,W","   14",",,W",,,,,,,,,,,"  300",",,W","  300",",,W",,,"   67",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-11","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0","T,,W,2400",,,,,"  300",",,W","  122",",,W","   19",",,W",,,,,,,,,,,"  330",",,W","  360",",,W",,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-12","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  311",",,W","  117",",,W","   16",",,W",,,,,,,,,,,"  320",",,W","  320",",,W",,,"   63",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-13","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  311",",,W","   94",",,W","   11",",,W",,,,,,,,,,,"  360",",,W","   10",",,W",,,"   54",",,W","   58",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-14","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  328",",,W","  111",",,W","   27",",,W",,,,,,,,,,,"  260",",,W","  220",",,W",,,"   81",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-15","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  300",",,W","  150",",,W","   20",",,W",,,,,,,,,,,"  350",",,W","  330",",,W",,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-16","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  311",",,W","  117",",,W","   21",",,W",,,,,,,,,,,"   60",",,W","   40",",,W",,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-17","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  306",",,W","  156",",,W","   25",",,W",,,,,,,,,,,"  330",",,W","  330",",,W",,,"   72",",,W","  116",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-18","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  278",",,W","  128",",,W","   15",",,W",,,,,,,,,,,"   30",",,W","   30",",,W",,,"   58",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-19","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  283",",,W","  117",",,W","   15",",,W",,,,,,,,,,,"   60",",,W","   10",",,W",,,"   58",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-20","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0","T,,W,2400",,,,,"  278",",,W","  144",",,W","   16",",,W",,,,,,,,,,,"  140",",,W","  130",",,W",,,"   63",",,W","   81",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-21","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  239",",,W","  150",",,W","   44",",,W",,,,,,,,,,,"  330",",,W","  310",",,W",,,"  103",",,W","  125",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-22","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  256",",,W","  100",",,W","   44",",,W",,,,,,,,,,,"  290",",,W","  290",",,W",,,"   98",",,W","  143",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-23","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  278",",,W","   89",",,W","   42",",,W",,,,,,,,,,,"  270",",,W","  220",",,W",,,"   89",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-24","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","   81",",,W,2400",,,,,"  267",",,W","  128",",,W","   22",",,W",,,,,,,,,,,"  220",",,W","  220",",,W",,,"   89",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-25","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","  107",",,W,2400",,,,,"  217",",,W","  161",",,W","   20",",,W",,,,,,,,,,,"  140",",,W","  140",",,W",,,"   54",",,W","   67",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-26","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    5",",,W,2400",,,,,"  278",",,W","  167",",,W","   13",",,W",,,,,,,,,,,"  160",",,W","  290",",,W",,,"   54",",,W","   76",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-27","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    3",",,W,2400",,,,,"  272",",,W","  178",",,W","   30",",,W",,,,,,,,,,,"  200",",,W","  200",",,W",,,"   81",",,W","  148",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-28","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","  274",",,W,2400",,,,,"  272",",,W","  200",",,W","   39",",,W",,,,,,,,,,,"  280",",,W","  270",",,W",,,"  116",",,W","  206",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-29","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","   20",",,W,2400",,,,,"  206",",,W","  139",",,W","   43",",,W",,,,,,,,,,,"  320",",,W","  320",",,W",,,"   81",",,W","  112",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-30","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  206",",,W","   78",",,W","   18",",,W",,,,,,,,,,,"  140",",,W","  140",",,W",,,"   63",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-08-31","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  267",",,W","   67",",,W","   22",",,W",,,,,,,,,,,"  150",",,W","  140",",,W",,,"   54",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-09-01","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","   28",",,W,2400",,,,,"  272",",,W","  172",",,W","   22",",,W",,,,,,,,,,,"  210",",,W","  220",",,W",,,"   67",",,W","  107",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-09-02","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0","T,,W,2400",,,,,"  289",",,W","  156",",,W","   22",",,W",,,,,,,,,,,"  220",",,W","  220",",,W",,,"   76",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-09-03","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    3",",,W,2400",,,,,"  272",",,W","  178",",,W","   22",",,W",,,,,,,,,,,"  260",",,W","  240",",,W",,,"   58",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-09-04","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","  254",",,W,2400",,,,,"  300",",,W","  150",",,W","   22",",,W",,,,,,,,,,,"  250",",,W","  260",",,W",,,"   72",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-09-05","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","   18",",,W,2400",,,,,"  272",",,W","  144",",,W","   47",",,W",,,,,,,,,,,"  320",",,W","  240",",,W",,,"   94",",,W","  152",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-09-06","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  222",",,W","   56",",,W","   23",",,W",,,,,,,,,,,"   20",",,W","  350",",,W",,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-09-07","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  222",",,W","   22",",,W","   13",",,W",,,,,,,,,,,"   20",",,W","   10",",,W",,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-09-08","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  183",",,W","   33",",,W","   31",",,W",,,,,,,,,,,"   90",",,W","   90",",,W",,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-09-09","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  194",",,W","   17",",,W","   30",",,W",,,,,,,,,,,"   70",",,W","   80",",,W",,,"   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-09-10","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  228",",,W","   22",",,W","   20",",,W",,,,,,,,,,,"   90",",,W","  110",",,W",,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014841","2018-09-11","45.5644","-84.7927","214.9","PELLSTON REGIONAL AIRPORT, MI US","    0",",,W,2400",,,,,"  250",",,W","   61",",,W","   15",",,W",,,,,,,,,,,"  200",",,W","  240",",,W",,,"   54",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
