"USC00507141","2018-07-07","57.9577","-136.2213","3.7","PELICAN, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  178",",,7","  122",",,7",,,,,,,,,"  139",",,7,0800",,,,,,,,,,,,,,
"USC00507141","2018-07-08","57.9577","-136.2213","3.7","PELICAN, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  167",",,7","  128",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,
"USC00507141","2018-07-09","57.9577","-136.2213","3.7","PELICAN, AK US","    0","T,,7,0800","    0",",,7,","    0",",,7,0800","  167",",,7","  122",",,7",,,,,,,,,"  133",",,7,0800",,,,,,,,,,,,,,
"USC00507141","2018-07-10","57.9577","-136.2213","3.7","PELICAN, AK US","   56",",,7,0800","    0",",,7,","    0",",,7,0800","  172",",,7","  117",",,7",,,,,,,,,"  122",",,7,0800","    1",",,7",,,,,,,,,,,,
"USC00507141","2018-07-11","57.9577","-136.2213","3.7","PELICAN, AK US","  292",",,7,0800","    0",",,7,","    0",",,7,0800","  139",",,7","  100",",,7",,,,,,,,,"  100",",,7,0800","    1",",,7",,,,,,,,,,,,
"USC00507141","2018-07-12","57.9577","-136.2213","3.7","PELICAN, AK US","  147",",,7,0800","    0",",,7,","    0",",,7,0800","  122",",,7","   94",",,7",,,,,,,,,"  100",",,7,0800",,,,,,,,,,,,,,
"USC00507141","2018-07-13","57.9577","-136.2213","3.7","PELICAN, AK US","   13",",,7,0800","    0",",,7,","    0",",,7,0800","  150",",,7","   89",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,,,,,,
"USC00507141","2018-07-14","57.9577","-136.2213","3.7","PELICAN, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  172",",,7","   94",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,,
"USC00507141","2018-07-15","57.9577","-136.2213","3.7","PELICAN, AK US","  142",",,7,0800","    0",",,7,","    0",",,7,0800","  150",",,7","  100",",,7",,,,,,,,,"  106",",,7,0800","    1",",,7",,,,,,,,,,,,
"USC00507141","2018-07-16","57.9577","-136.2213","3.7","PELICAN, AK US","  287",",,7,0800","    0",",,7,","    0",",,7,0800","  122",",,7","   94",",,7",,,,,,,,,"  100",",,7,0800","    1",",,7",,,,,,,,,,,,
"USC00507141","2018-07-17","57.9577","-136.2213","3.7","PELICAN, AK US","    0","T,,7,0800","    0",",,7,","    0",",,7,0800","  150",",,7","   89",",,7",,,,,,,,,"  100",",,7,0800",,,,,,,,,,,,,,
"USC00507141","2018-07-18","57.9577","-136.2213","3.7","PELICAN, AK US","    0","T,,7,0800","    0",",,7,","    0",",,7,0800","  156",",,7","   89",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,
"USC00507141","2018-07-19","57.9577","-136.2213","3.7","PELICAN, AK US","    0","T,,7,0800","    0",",,7,","    0",",,7,0800","  144",",,7","  111",",,7",,,,,,,,,"  111",",,7,0800",,,,,,,,,,,,,,
"USC00507141","2018-07-20","57.9577","-136.2213","3.7","PELICAN, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  144",",,7","  111",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,,
"USC00507141","2018-07-21","57.9577","-136.2213","3.7","PELICAN, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  161",",,7","  117",",,7",,,,,,,,,"  128",",,7,0800",,,,,,,,,,,,,,
"USC00507141","2018-07-22","57.9577","-136.2213","3.7","PELICAN, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  156",",,7","  117",",,7",,,,,,,,,"  122",",,7,0800",,,,,,,,,,,,,,
"USC00507141","2018-07-23","57.9577","-136.2213","3.7","PELICAN, AK US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  161",",,7","  111",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,,
