"USC00035908","2018-06-07","33.8204","-93.3879","93.9","PRESCOTT 2 NNW, AR US","    0",",,7,0700","    0",",,7,",,,"  328",",,7","  167",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00035908","2018-06-08","33.8204","-93.3879","93.9","PRESCOTT 2 NNW, AR US","    0",",,7,0700","    0",",,7,",,,"  333",",,7","  172",",,7",,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00035908","2018-06-09","33.8204","-93.3879","93.9","PRESCOTT 2 NNW, AR US","   56",",,7,0700","    0",",,7,",,,"  339",",,7","  178",",,7",,,,,"  206",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035908","2018-06-10","33.8204","-93.3879","93.9","PRESCOTT 2 NNW, AR US","    0",",,7,0700","    0",",,7,",,,"  333",",,7","  194",",,7",,,,,"  200",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035908","2018-06-11","33.8204","-93.3879","93.9","PRESCOTT 2 NNW, AR US","    0",",,7,0700","    0",",,7,",,,"  350",",,7","  200",",,7",,,,,"  222",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035908","2018-06-12","33.8204","-93.3879","93.9","PRESCOTT 2 NNW, AR US","    0",",,7,0700","    0",",,7,",,,"  333",",,7","  222",",,7",,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00035908","2018-06-13","33.8204","-93.3879","93.9","PRESCOTT 2 NNW, AR US","    0",",,7,0700","    0",",,7,",,,"  344",",,7","  222",",,7",,,,,"  256",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00035908","2018-06-14","33.8204","-93.3879","93.9","PRESCOTT 2 NNW, AR US","    0","T,,7,0700","    0",",,7,",,,"  350",",,7","  189",",,7",,,,,"  222",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035908","2018-06-15","33.8204","-93.3879","93.9","PRESCOTT 2 NNW, AR US","    0",",,7,0700","    0",",,7,",,,"  350",",,7","  211",",,7",,,,,"  261",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00035908","2018-06-16","33.8204","-93.3879","93.9","PRESCOTT 2 NNW, AR US","    0",",,7,0700","    0",",,7,",,,"  344",",,7","  217",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
