"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00100803","2018-07-07","42.3352","-111.385","1817.8","BERN, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  100",",,7","  156",",,7,0800",,,,,,,,,,
"USC00100803","2018-07-08","42.3352","-111.385","1817.8","BERN, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","   83",",,7","  144",",,7,0800",,,,,,,,,,
"USC00100803","2018-07-09","42.3352","-111.385","1817.8","BERN, ID US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  144",",,7","  172",",,7,0800",,,,,,,,,,
"USC00100803","2018-07-10","42.3352","-111.385","1817.8","BERN, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  150",",,7","  183",",,7,0800",,,,,,,,,,
"USC00100803","2018-07-11","42.3352","-111.385","1817.8","BERN, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  133",",,7","  161",",,7,0800",,,,,,,,,,
"USC00100803","2018-07-12","42.3352","-111.385","1817.8","BERN, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  111",",,7","  144",",,7,0800",,,,,,,,,,
"USC00100803","2018-07-13","42.3352","-111.385","1817.8","BERN, ID US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","   72",",,7","  117",",,7,0800",,,,,,,,,,
"USC00100803","2018-07-14","42.3352","-111.385","1817.8","BERN, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","   89",",,7","  128",",,7,0800",,,,,,,,,,
"USC00100803","2018-07-15","42.3352","-111.385","1817.8","BERN, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","   94",",,7","  122",",,7,0800",,,,,,,,,,
"USC00100803","2018-07-16","42.3352","-111.385","1817.8","BERN, ID US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  100",",,7","  161",",,7,0800",,,,,,,,,,
"USC00100803","2018-07-17","42.3352","-111.385","1817.8","BERN, ID US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  117",",,7","  167",",,7,0800",,,,,,,,,,
