"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00126830","2019-06-13","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   20",",,7,0900","    0",",,7,0900","    0",",,7,0900","  244",",,7","  122",",,7",,,,,,,,,"  128",",,7,0900","  167",",,7","  183",",,7","  267",",,7","  217",",,7",,,,,,,,,,,,
"USC00126830","2019-06-14","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  211",",,7","   78",",,7",,,,,,,,,"   89",",,7,0900","  156",",,7","  167",",,7","  256",",,7","  200",",,7",,,,,,,,,,,,
"USC00126830","2019-06-15","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   15",",,7,0900","    0",",,7,0900","    0",",,7,0900","  267",",,7","   67",",,7",,,,,,,,,"  178",",,7,0900","  161",",,7","  167",",,7","  311",",,7","  217",",,7",,,"    1",",,7",,,,,,,,
"USC00126830","2019-06-16","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  318",",,7,0900","    0",",,7,0900","    0",",,7,0900","  228",",,7","  167",",,7",,,,,,,,,"  183",",,7,0900","  194",",,7","  189",",,7","  217",",,7","  194",",,7",,,"    1",",,7",,,,,,,,
"USC00126830","2019-06-17","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  283",",,7","  161",",,7",,,,,,,,,"  172",",,7,0900","  206",",,7","  194",",,7","  300",",,7","  244",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-06-18","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  228",",,7","  161",",,7",,,,,,,,,"  178",",,7,0900","  200",",,7","  211",",,7","  228",",,7","  217",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-06-19","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  278",",,7","  172",",,7",,,,,,,,,"  189",",,7,0900","  206",",,7","  211",",,7","  289",",,7","  250",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-06-20","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  216",",,7,0900","    0",",,7,0900","    0",",,7,0900","  283",",,7","  161",",,7",,,,,,,,,"  167",",,7,0900","  211",",,7","  222",",,7","  267",",,7","  239",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-06-21","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  211",",,7","  133",",,7",,,,,,,,,"  139",",,7,0900","  178",",,7","  194",",,7","  222",",,7","  222",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-06-22","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   56",",,7,0900","    0",",,7,0900","    0",",,7,0900","  244",",,7","  133",",,7",,,,,,,,,"  178",",,7,0900","  156",",,7","  194",",,7","  250",",,7","  222",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00126830","2019-06-23","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  267",",,7","  172",",,7",,,,,,,,,"  200",",,7,0900","  178",",,7","  206",",,7","  272",",,7","  239",",,7",,,,,,,,,,,,
"USC00126830","2019-06-24","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  274",",,7,0900","    0",",,7,0900","    0",",,7,0900","  294",",,7","  194",",,7",,,,,,,,,"  206",",,7,0900","  211",",,7","  217",",,7","  289",",,7","  250",",,7",,,"    1",",,7",,,,,,,,
"USC00126830","2019-06-25","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  272",",,7","  178",",,7",,,,,,,,,"  178",",,7,0900","  200",",,7","  217",",,7","  272",",,7","  239",",,7",,,,,,,,,,,,
"USC00126830","2019-06-26","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  289",",,7","  172",",,7",,,,,,,,,"  194",",,7,0900","  200",",,7","  211",",,7","  300",",,7","  256",",,7",,,,,,,,,,,,
"USC00126830","2019-06-27","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  211",",,7","  194",",,7",,,,,,,,,"  194",",,7,0900","  217",",,7","  228",",,7","  322",",,7","  283",",,7",,,,,,,,,,,,
"USC00126830","2019-06-28","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  317",",,7","  194",",,7",,,,,,,,,"  206",",,7,0900","  233",",,7","  239",",,7","  350",",,7","  294",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-06-29","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  322",",,7","  206",",,7",,,,,,,,,"  211",",,7,0900","  244",",,7","  250",",,7","  356",",,7","  294",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-06-30","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  213",",,7,0900","    0",",,7,0900","    0",",,7,0900","  339",",,7","  189",",,7",,,,,,,,,"  228",",,7,0900","  250",",,7","  250",",,7","  361",",,7","  294",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00126830","2019-07-01","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   58",",,7,0900","    0",",,7,0900","    0",",,7,0900","  328",",,7","  194",",,7",,,,,,,,,"  200",",,7,0900","  233",",,7","  244",",,7","  339",",,7","  294",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00126830","2019-07-02","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  322",",,7","  194",",,7",,,,,,,,,"  239",",,7,0900","  239",",,7","  244",",,7","  333",",,7","  294",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-07-03","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    3",",,7,0900","    0",",,7,0900","    0",",,7,0900","  328",",,7","  211",",,7",,,,,,,,,"  217",",,7,0900","  250",",,7","  261",",,7","  333",",,7","  294",",,7",,,,,,,,,,,,
"USC00126830","2019-07-04","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  311",",,7","  206",",,7",,,,,,,,,"  206",",,7,0900","  244",",,7","  256",",,7","  333",",,7","  300",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00126830","2019-07-05","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  328",",,7","  206",",,7",,,,,,,,,"  222",",,7,0900","  250",",,7","  256",",,7","  350",",,7","  294",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-07-06","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   10",",,7,0900","    0",",,7,0900","    0",",,7,0900","  322",",,7","  222",",,7",,,,,,,,,"  228",",,7,0900","  256",",,7","  261",",,7","  344",",,7","  294",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00126830","2019-07-07","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  333",",,7","  183",",,7",,,,,,,,,"  183",",,7,0900","  250",",,7","  256",",,7","  372",",,7","  306",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-07-08","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  289",",,7","  178",",,7",,,,,,,,,"  183",",,7,0900","  244",",,7","  250",",,7","  356",",,7","  294",",,7",,,,,,,,,,,,
"USC00126830","2019-07-09","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  294",",,7","  172",",,7",,,,,,,,,"  178",",,7,0900","  239",",,7","  250",",,7","  350",",,7","  300",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-07-10","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  322",",,7","  172",",,7",,,,,,,,,"  244",",,7,0900","  244",",,7","  250",",,7","  389",",,7","  311",",,7",,,,,,,,,,,,
"USC00126830","2019-07-11","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  350",",,7","  211",",,7",,,,,,,,,"  217",",,7,0900","  272",",,7","  261",",,7","  400",",,7","  311",",,7",,,,,,,,,,,,
"USC00126830","2019-07-12","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  294",",,7","  144",",,7",,,,,,,,,"  156",",,7,0900","  239",",,7","  239",",,7","  344",",,7","  283",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-07-13","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  289",",,7","  150",",,7",,,,,,,,,"  172",",,7,0900","  239",",,7","  239",",,7","  389",",,7","  306",",,7",,,,,,,,,,,,
"USC00126830","2019-07-14","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  328",",,7","  167",",,7",,,,,,,,,"  228",",,7,0900","  256",",,7","  244",",,7","  394",",,7","  306",",,7",,,,,,,,,,,,
"USC00126830","2019-07-15","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  333",",,7","  211",",,7",,,,,,,,,"  217",",,7,0900","  272",",,7","  261",",,7","  411",",,7","  317",",,7",,,,,,,,,,,,
"USC00126830","2019-07-16","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  317",",,7","  206",",,7",,,,,,,,,"  228",",,7,0900","  272",",,7","  261",",,7","  383",",,7","  294",",,7",,,,,,,,,,,,
"USC00126830","2019-07-17","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   84",",,7,0900","    0",",,7,0900","    0",",,7,0900","  278",",,7","  222",",,7",,,,,,,,,"  233",",,7,0900","  250",",,7","  261",",,7","  294",",,7","  272",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00126830","2019-07-18","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  317",",,7","  228",",,7",,,,,,,,,"  239",",,7,0900","  256",",,7","  256",",,7","  350",",,7","  300",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-07-19","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   28",",,7,0900","    0",",,7,0900","    0",",,7,0900","  339",",,7","  233",",,7",,,,,,,,,"  261",",,7,0900","  261",",,7","  261",",,7","  372",",,7","  317",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-07-20","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  344",",,7","  250",",,7",,,,,,,,,"  250",",,7,0900","  272",",,7","  272",",,7","  406",",,7","  317",",,7",,,,,,,,,,,,
"USC00126830","2019-07-21","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  344",",,7","  244",",,7",,,,,,,,,"  244",",,7,0900","  283",",,7","  278",",,7","  406",",,7","  317",",,7",,,,,,,,,,,,
"USC00126830","2019-07-22","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    8",",,7,0900","    0",",,7,0900","    0",",,7,0900","  339",",,7","  206",",,7",,,,,,,,,"  206",",,7,0900","  261",",,7","  267",",,7","  383",",,7","  311",",,7",,,"    1",",,7",,,,,,,,
"USC00126830","2019-07-23","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  250",",,7","  128",",,7",,,,,,,,,"  133",",,7,0900","  206",",,7","  222",",,7","  311",",,7","  267",",,7",,,,,,,,,,,,
"USC00126830","2019-07-24","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  272",",,7","  117",",,7",,,,,,,,,"  144",",,7,0900","  206",",,7","  217",",,7","  350",",,7","  272",",,7",,,,,,,,,,,,
"USC00126830","2019-07-25","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  261",",,7","  122",",,7",,,,,,,,,"  128",",,7,0900","  222",",,7","  228",",,7","  356",",,7","  283",",,7",,,,,,,,,,,,
"USC00126830","2019-07-26","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  289",",,7","  122",",,7",,,,,,,,,"  150",",,7,0900","  206",",,7","  222",",,7","  378",",,7","  300",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-07-27","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  300",",,7","  144",",,7",,,,,,,,,"  178",",,7,0900","  239",",,7","  261",",,7","  367",",,7","  294",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-07-28","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  311",",,7","  172",",,7",,,,,,,,,"  211",",,7,0900","  250",",,7","  244",",,7","  378",",,7","  300",",,7",,,,,,,,,,,,
"USC00126830","2019-07-29","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  317",",,7","  200",",,7",,,,,,,,,"  228",",,7,0900","  267",",,7","  256",",,7","  383",",,7","  306",",,7",,,,,,,,,,,,
"USC00126830","2019-07-30","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   13",",,7,0900","    0",",,7,0900","    0",",,7,0900","  278",",,7","  183",",,7",,,,,,,,,"  189",",,7,0900","  239",",,7","  250",",,7","  306",",,7","  272",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-07-31","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  300",",,7","   67",",,7",,,,,,,,,"  150",",,7,0900","  222",",,7","  239",",,7","  339",",,7","  283",",,7",,,,,,,,,,,,
"USC00126830","2019-08-01","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  261",",,7","  133",",,7",,,,,,,,,"  144",",,7,0900","  233",",,7","  233",",,7","  372",",,7","  283",",,7",,,,,,,,,,,,
"USC00126830","2019-08-02","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  278",",,7","  133",",,7",,,,,,,,,"  167",",,7,0900","  233",",,7","  228",",,7","  367",",,7","  289",",,7",,,,,,,,,,,,
"USC00126830","2019-08-03","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  294",",,7","  139",",,7",,,,,,,,,"  144",",,7,0900","  239",",,7","  239",",,7","  394",",,7","  317",",,7",,,,,,,,,,,,
"USC00126830","2019-08-04","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  300",",,7","  144",",,7",,,,,,,,,"  144",",,7,0900","  244",",,7","  244",",,7","  400",",,7","  328",",,7",,,,,,,,,,,,
"USC00126830","2019-08-05","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  306",",,7","  139",",,7",,,,,,,,,"  189",",,7,0900","  239",",,7","  250",",,7","  406",",,7","  339",",,7",,,,,,,,,,,,
"USC00126830","2019-08-06","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  333",",,7","  172",",,7",,,,,,,,,"  217",",,7,0900","  256",",,7","  267",",,7","  411",",,7","  344",",,7",,,,,,,,,,,,
"USC00126830","2019-08-07","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  294",",,7","  161",",,7",,,,,,,,,"  172",",,7,0900","  256",",,7","  267",",,7","  406",",,7","  344",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-08-08","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  311",",,7","  161",",,7",,,,,,,,,"  200",",,7,0900","  256",",,7","  261",",,7","  400",",,7","  339",",,7",,,,,,,,,,,,
"USC00126830","2019-08-09","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  328",",,7","  167",",,7",,,,,,,,,"  172",",,7,0900","  256",",,7","  267",",,7","  389",",,7","  333",",,7",,,"    1",",,7",,,,,,,,
"USC00126830","2019-08-10","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  283",",,7","  133",",,7",,,,,,,,,"  139",",,7,0900","  250",",,7","  256",",,7","  406",",,7","  344",",,7",,,,,,,,,,,,
"USC00126830","2019-08-11","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  294",",,7","  128",",,7",,,,,,,,,"  139",",,7,0900","  239",",,7","  250",",,7","  400",",,7","  339",",,7",,,,,,,,,,,,
"USC00126830","2019-08-12","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  283",",,7","  133",",,7",,,,,,,,,"  217",",,7,0900","  244",",,7","  256",",,7","  317",",,7","  283",",,7",,,,,,,,,,,,
"USC00126830","2019-08-13","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  278",",,7","  206",",,7",,,,,,,,,"  217",",,7,0900","  256",",,7","  256",",,7","  300",",,7","  272",",,7",,,"    1",",,7",,,,,,,,
"USC00126830","2019-08-14","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  289",",,7","  194",",,7",,,,,,,,,"  200",",,7,0900","  250",",,7","  256",",,7","  333",",,7","  294",",,7",,,,,,,,,,,,
"USC00126830","2019-08-15","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  311",",,7","  161",",,7",,,,,,,,,"  167",",,7,0900","  250",",,7","  250",",,7","  383",",,7","  328",",,7",,,,,,,,,,,,
"USC00126830","2019-08-16","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  283",",,7","  150",",,7",,,,,,,,,"  161",",,7,0900","  244",",,7","  250",",,7","  356",",,7","  311",",,7",,,,,,,,,,,,
"USC00126830","2019-08-17","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  300",",,7","  150",",,7",,,,,,,,,"  206",",,7,0900","  233",",,7","  244",",,7","  344",",,7","  300",",,7",,,,,,,,,,,,
"USC00126830","2019-08-18","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   18",",,7,0900","    0",",,7,0900","    0",",,7,0900","  294",",,7","  200",",,7",,,,,,,,,"  217",",,7,0900","  250",",,7","  256",",,7","  333",",,7","  289",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00126830","2019-08-19","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  292",",,7,0900","    0",",,7,0900","    0",",,7,0900","  322",",,7","  178",",,7",,,,,,,,,"  194",",,7,0900","  233",",,7","  239",",,7","  339",",,7","  306",",,7","    1",",,7","    1",",,7",,,,,,,"    1",",,7"
"USC00126830","2019-08-20","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  317",",,7","  189",",,7",,,,,,,,,"  217",",,7,0900","  228",",,7","  239",",,7","  344",",,7","  317",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-08-21","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   76",",,7,0900","    0",",,7,0900","    0",",,7,0900","  289",",,7","  194",",,7",,,,,,,,,"  200",",,7,0900","  239",",,7","  244",",,7","  289",",,7","  272",",,7","    1",",,7","    1",",,7",,,,,,,"    1",",,7"
"USC00126830","2019-08-22","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  147",",,7,0900","    0",",,7,0900","    0",",,7,0900","  289",",,7","  200",",,7",,,,,,,,,"  217",",,7,0900","  233",",,7","  244",",,7","  311",",,7","  289",",,7",,,,,,,,,,,,
"USC00126830","2019-08-23","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  114",",,7,0900","    0",",,7,0900","    0",",,7,0900","  272",",,7","  156",",,7",,,,,,,,,"  161",",,7,0900","  200",",,7","  228",",,7","  289",",,7","  272",",,7",,,,,,,,,,,,
"USC00126830","2019-08-24","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  256",",,7","  117",",,7",,,,,,,,,"  122",",,7,0900","  183",",,7","  211",",,7","  289",",,7","  267",",,7",,,,,,,,,,,,
"USC00126830","2019-08-25","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  244",",,7","  117",",,7",,,,,,,,,"  133",",,7,0900","  178",",,7","  206",",,7","  300",",,7","  256",",,7",,,,,,,,,,,,
"USC00126830","2019-08-26","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  272",",,7","  128",",,7",,,,,,,,,"  211",",,7,0900","  194",",,7","  206",",,7","  317",",,7","  261",",,7",,,,,,,,,,,,
"USC00126830","2019-08-27","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  389",",,7,0900","    0",",,7,0900","    0",",,7,0900","  267",",,7","  200",",,7",,,,,,,,,"  217",",,7,0900","  233",",,7","  228",",,7","  278",",,7","  256",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00126830","2019-08-28","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  283",",,7","  144",",,7",,,,,,,,,"  150",",,7,0900","  206",",,7","  228",",,7","  322",",,7","  283",",,7",,,,,,,,,,,,
"USC00126830","2019-08-29","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  256",",,7","  128",",,7",,,,,,,,,"  128",",,7,0900","  194",",,7","  217",",,7","  294",",,7","  267",",,7",,,,,,,,,,,,
"USC00126830","2019-08-30","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  283",",,7","  122",",,7",,,,,,,,,"  194",",,7,0900","  194",",,7","  217",",,7","  311",",,7","  256",",,7",,,,,,,,,,,,
"USC00126830","2019-08-31","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  250",",,7","  161",",,7",,,,,,,,,"  167",",,7,0900","  206",",,7","  217",",,7","  278",",,7","  244",",,7",,,,,,,,,,,,
"USC00126830","2019-09-01","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  244",",,7","  156",",,7",,,,,,,,,"  178",",,7,0900","  200",",,7","  211",",,7","  250",",,7","  228",",,7",,,"    1",",,7",,,,,,,,
"USC00126830","2019-09-02","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  135",",,7,0900","    0",",,7,0900","    0",",,7,0900","  267",",,7","  161",",,7",,,,,,,,,"  178",",,7,0900","  211",",,7","  211",",,7","  289",",,7","  250",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00126830","2019-09-03","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  272",",,7","  150",",,7",,,,,,,,,"  167",",,7,0900","  200",",,7","  222",",,7","  317",",,7","  267",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-09-04","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  300",",,7","  161",",,7",,,,,,,,,"  178",",,7,0900","  206",",,7","  222",",,7","  339",",,7","  272",",,7",,,,,,,,,,,,
"USC00126830","2019-09-05","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  250",",,7","  111",",,7",,,,,,,,,"  117",",,7,0900","  194",",,7","  217",",,7","  339",",,7","  267",",,7",,,,,,,,,,,,
"USC00126830","2019-09-06","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  239",",,7","  106",",,7",,,,,,,,,"  161",",,7,0900","  189",",,7","  206",",,7","  339",",,7","  261",",,7",,,,,,,,,,,,
"USC00126830","2019-09-07","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  250",",,7","  128",",,7",,,,,,,,,"  133",",,7,0900","  194",",,7","  211",",,7","  278",",,7","  233",",,7",,,,,,,,,,,,
