"USC00203744","2018-07-04","46.6653","-88.3772","523.3","HERMAN, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  161",",,7",,,,,,,"  217",",,7,0800",,,,,,,,,,,,,,
"USC00203744","2018-07-05","46.6653","-88.3772","523.3","HERMAN, MI US","   23",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  194",",,7",,,,,,,"  194",",,7,0800",,,,,,,,,,,,,,
"USC00203744","2018-07-06","46.6653","-88.3772","523.3","HERMAN, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","   67",",,7",,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,
"USC00203744","2018-07-07","46.6653","-88.3772","523.3","HERMAN, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","  117",",,7",,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,
"USC00203744","2018-07-08","46.6653","-88.3772","523.3","HERMAN, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  178",",,7",,,,,,,"  239",",,7,0800",,,,,,,,,,,,,,
"USC00203744","2018-07-09","46.6653","-88.3772","523.3","HERMAN, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  206",",,7",,,,,,,"  222",",,7,0800",,,,,,,,,,,,,,
"USC00203744","2018-07-10","46.6653","-88.3772","523.3","HERMAN, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   94",",,7",,,,,,,"  150",",,7,0800",,,,,,,,,,,,,,
"USC00203744","2018-07-11","46.6653","-88.3772","523.3","HERMAN, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  111",",,7",,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,
"USC00203744","2018-07-12","46.6653","-88.3772","523.3","HERMAN, MI US","  371",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00203744","2018-07-13","46.6653","-88.3772","523.3","HERMAN, MI US","   10",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  156",",,7",,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,
