"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00384896","2018-07-04","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","  183",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  211",",,7","  217",",,7,0700"
"USC00384896","2018-07-05","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  217",",,7","  233",",,7,0700"
"USC00384896","2018-07-06","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  200",",,7","  228",",,7,0700"
"USC00384896","2018-07-07","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","  457",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  200",",,7","  233",",,7,0700"
"USC00384896","2018-07-08","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  194",",,7","  250",",,7,0700"
"USC00384896","2018-07-09","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  183",",,7","  200",",,7,0700"
"USC00384896","2018-07-10","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  178",",,7","  217",",,7,0700"
"USC00384896","2018-07-11","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  194",",,7","  217",",,7,0700"
"USC00384896","2018-07-12","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  211",",,7","  233",",,7,0700"
"USC00384896","2018-07-13","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  228",",,7","  239",",,7,0700"
"USC00384896","2018-07-14","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  211",",,7","  217",",,7,0700"
"USC00384896","2018-07-15","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  217",",,7","  233",",,7,0700"
"USC00384896","2018-07-16","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  211",",,7","  222",",,7,0700"
"USC00384896","2018-07-17","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","  356",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  217",",,7","  228",",,7,0700"
"USC00384896","2018-07-18","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","   69",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  217",",,7","  217",",,7,0700"
"USC00384896","2018-07-19","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7",,,"  239",",,7,0700"
"USC00384896","2018-07-20","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7",,,"  222",",,7,0700"
"USC00384896","2018-07-21","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  189",",,7","  217",",,7,0700"
"USC00384896","2018-07-22","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","   20",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  183",",,7","  256",",,7,0700"
"USC00384896","2018-07-23","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  189",",,7","  206",",,7,0700"
"USC00384896","2018-07-24","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","  165",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  200",",,7","  211",",,7,0700"
"USC00384896","2018-07-25","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  206",",,7","  211",",,7,0700"
"USC00384896","2018-07-26","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","  114",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  200",",,7","  206",",,7,0700"
"USC00384896","2018-07-27","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","   53",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  200",",,7","  217",",,7,0700"
"USC00384896","2018-07-28","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  200",",,7","  217",",,7,0700"
"USC00384896","2018-07-29","34.16875","-81.9029","128.6","LAKE GREENWOOD, SC US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  206",",,7","  217",",,7,0700"
