"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00023159","2018-12-22","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   28",",,W"," -110",",,W","   41",",,W",,,,,,,,,,,,," 1101",",,W",,,,,,,"  300",",,W","  300",",,W","   98",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-12-23","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   39",",,W","  -88",",,W","   24",",,W",,,,,,,,,,,,," 1418",",,W",,,,,,,"  140",",,W","  140",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-12-25","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   30",",,W,",,,,,"    0",",,W","  -99",",,W","   31",",,W",,,,,,,,,,,,," 1134",",,W",,,,,,,"  330",",,W","  320",",,W","   72",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023159","2018-12-26","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  -32",",,W"," -143",",,W","   64",",,W",,,,,,,,,,,,," 1355",",,W",,,,,,,"  300",",,W","  310",",,W","  116",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-12-27","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    3",",,W,",,,,,"  -66",",,W"," -171",",,W","   41",",,W",,,,,,,,,,,,," 1440",",,W",,,,,,,"  300",",,W","  330",",,W","   81",",,W","  107",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00023159","2018-12-28","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  -66",",,W"," -177",",,W","   47",",,W",,,,,,,,,,,,," 0943",",,W",,,,,,,"   10",",,W","   10",",,W","   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-12-29","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  -27",",,W"," -227",",,W","   41",",,W",,,,,,,,,,,,," 1610",",,W",,,,,,,"  300",",,W","  300",",,W","   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-12-30","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"   39",",,W"," -177",",,W","   28",",,W",,,,,,,,,,,,," 1341",",,W",,,,,,,"  310",",,W","  310",",,W","   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2018-12-31","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  -32",",,W"," -160",",,W","   44",",,W",,,,,,,,,,,,," 0121",",,W",,,,,,,"   30",",,W","   40",",,W","   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-01","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  -88",",,W"," -243",",,W","   46",",,W",,,,,,,,,,,,," 1525",",,W",,,,,,,"  320",",,W","  310",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-02","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  -55",",,W"," -271",",,W","   38",",,W",,,,,,,,,,,,," 1253",",,W",,,,,,,"   50",",,W","   40",",,W","   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-03","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   39",",,W"," -188",",,W","   24",",,W",,,,,,,,,,,,," 1505",",,W",,,,,,,"  320",",,W","   50",",,W","   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-04","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   22",",,W"," -171",",,W","   26",",,W",,,,,,,,,,,,," 1451",",,W",,,,,,,"  260",",,W","  150",",,W","   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-05","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   18",",,W,",,,,,"  -16",",,W"," -188",",,W","   34",",,W",,,,,,,,,,,,," 1325",",,W",,,,,,,"  150",",,W","  150",",,W","   72",",,W","   81",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,
"USW00023159","2019-01-06","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   38",",,W,",,,,,"    6",",,W"," -116",",,W","   37",",,W",,,,,,,,,,,,," 1312",",,W",,,,,,,"  240",",,W","  240",",,W","  125",",,W","  152",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00023159","2019-01-07","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   33",",,W","  -82",",,W","   43",",,W",,,,,,,,,,,,," 0557",",,W",,,,,,,"  230",",,W","  240",",,W","   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-08","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   28",",,W"," -166",",,W","   23",",,W",,,,,,,,,,,,," 1542",",,W",,,,,,,"  150",",,W","  160",",,W","   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-09","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   22",",,W"," -149",",,W","   23",",,W",,,,,,,,,,,,," 1327",",,W",,,,,,,"  150",",,W","  150",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-10","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   56",",,W"," -160",",,W","   25",",,W",,,,,,,,,,,,," 1924",",,W",,,,,,,"  300",",,W","  300",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-11","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   22",",,W"," -149",",,W","   47",",,W",,,,,,,,,,,,," 0224",",,W",,,,,,,"  310",",,W","  310",",,W","   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-12","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   11",",,W"," -188",",,W","   28",",,W",,,,,,,,,,,,," 0443",",,W",,,,,,,"  270",",,W","  260",",,W","   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-13","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"   11",",,W"," -177",",,W","   26",",,W",,,,,,,,,,,,," 1153",",,W",,,,,,,"   50",",,W","   50",",,W","   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-14","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    3",",,W,",,,,,"   -5",",,W","  -49",",,W","   33",",,W",,,,,,,,,,,,," 1240",",,W",,,,,,,"  140",",,W","  160",",,W","   72",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-15","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   79",",,W,",,,,,"  -10",",,W","  -21",",,W","   44",",,W",,,,,,,,,,,,," 2133",",,W",,,,,,,"  140",",,W","  140",",,W","   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-16","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"   28",",,W","  -93",",,W","   30",",,W",,,,,,,,,,,,," 1201",",,W",,,,,,,"  140",",,W","  230",",,W","   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-17","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    3",",,W,",,,,,"   17",",,W","  -71",",,W","   45",",,W",,,,,,,,,,,,," 2355",",,W",,,,,,,"  150",",,W","  250",",,W","   98",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-18","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"   22",",,W"," -177",",,W","   67",",,W",,,,,,,,,,,,," 0251",",,W",,,,,,,"  280",",,W","  280",",,W","  148",",,W","  188",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-19","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   56",",,W"," -166",",,W","   21",",,W",,,,,,,,,,,,," 0208",",,W",,,,,,,"  270",",,W","  260",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-20","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   22",",,W"," -166",",,W","   34",",,W",,,,,,,,,,,,," 1816",",,W",,,,,,,"  150",",,W","  150",",,W","   89",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-21","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   18",",,W,",,,,,"   11",",,W","  -77",",,W","   89",",,W",,,,,,,,,,,,," 1653",",,W",,,,,,,"  300",",,W","  310",",,W","  165",",,W","  197",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-22","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  -49",",,W"," -221",",,W","   62",",,W",,,,,,,,,,,,," 0059",",,W",,,,,,,"  300",",,W","  310",",,W","  112",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-23","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   28",",,W"," -221",",,W","   40",",,W",,,,,,,,,,,,," 1232",",,W",,,,,,,"  290",",,W","  290",",,W","  116",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-24","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   22",",,W"," -149",",,W","   40",",,W",,,,,,,,,,,,," 2039",",,W",,,,,,,"  290",",,W","  310",",,W","   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-25","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  -16",",,W"," -199",",,W","   28",",,W",,,,,,,,,,,,," 2052",",,W",,,,,,,"  320",",,W","  320",",,W","   67",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-26","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   28",",,W"," -193",",,W","   43",",,W",,,,,,,,,,,,," 1249",",,W",,,,,,,"  310",",,W","  310",",,W","   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-27","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   78",",,W"," -132",",,W","   24",",,W",,,,,,,,,,,,," 1247",",,W",,,,,,,"  300",",,W","  290",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-28","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   44",",,W"," -149",",,W","   34",",,W",,,,,,,,,,,,," 1331",",,W",,,,,,,"   30",",,W","   40",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-29","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   22",",,W"," -171",",,W","   22",",,W",,,,,,,,,,,,," 0328",",,W",,,,,,,"  270",",,W","  270",",,W","   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-30","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   28",",,W"," -232",",,W","   33",",,W",,,,,,,,,,,,," 0403",",,W",,,,,,,"  270",",,W","  270",",,W","   63",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-01-31","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   33",",,W"," -205",",,W","   24",",,W",,,,,,,,,,,,," 0136",",,W",,,,,,,"  280",",,W","  280",",,W","   67",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-01","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   44",",,W"," -177",",,W","   27",",,W",,,,,,,,,,,,," 1654",",,W",,,,,,,"  150",",,W","  140",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-02","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","  124",",,W,",,,,,"   17",",,W","  -93",",,W","   47",",,W",,,,,,,,,,,,," 2027",",,W",,,,,,,"  150",",,W","  160",",,W","   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-03","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   46",",,W,",,,,,"   17",",,W","  -21",",,W","   63",",,W",,,,,,,,,,,,," 0804",",,W",,,,,,,"  230",",,W","  230",",,W","  161",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-04","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    5",",,W,",,,,,"   11",",,W","  -38",",,W","   58",",,W",,,,,,,,,,,,," 2356",",,W",,,,,,,"  190",",,W","  190",",,W","  112",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-05","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   56",",,W,",,,,,"  -10",",,W","  -82",",,W","   77",",,W",,,,,,,,,,,,," 0407",",,W",,,,,,,"  210",",,W","  220",",,W","  183",",,W","  237",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-06","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    3",",,W,",,,,,"  -71",",,W"," -238",",,W","   54",",,W",,,,,,,,,,,,," 0004",",,W",,,,,,,"  290",",,W","  230",",,W","  107",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-07","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  -66",",,W"," -260",",,W","   27",",,W",,,,,,,,,,,,," 0142",",,W",,,,,,,"  320",",,W","  320",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-08","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  -49",",,W"," -282",",,W","   39",",,W",,,,,,,,,,,,," 1357",",,W",,,,,,,"  140",",,W","  140",",,W","   81",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-09","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  -16",",,W"," -282",",,W","   36",",,W",,,,,,,,,,,,," 1501",",,W",,,,,,,"  240",",,W","  250",",,W","  107",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-10","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    8",",,W,",,,,,"  -10",",,W"," -205",",,W","   59",",,W",,,,,,,,,,,,," 1545",",,W",,,,,,,"  190",",,W","  210",",,W","  143",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-11","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  -27",",,W"," -199",",,W","   50",",,W",,,,,,,,,,,,," 0541",",,W",,,,,,,"  300",",,W","  300",",,W","  103",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-12","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  -27",",,W"," -277",",,W","   36",",,W",,,,,,,,,,,,," 1431",",,W",,,,,,,"  150",",,W","  150",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-13","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"   22",",,W"," -116",",,W","   53",",,W",,,,,,,,,,,,," 1252",",,W",,,,,,,"  230",",,W","  230",",,W","  130",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-14","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   56",",,W,",,,,,"   11",",,W","  -21",",,W","   55",",,W",,,,,,,,,,,,," 2244",",,W",,,,,,,"  250",",,W","  260",",,W","   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-15","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"    0",",,W"," -171",",,W","   44",",,W",,,,,,,,,,,,," 1328",",,W",,,,,,,"  120",",,W","  130",",,W","  103",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-16","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   15",",,W,",,,,,"  -32",",,W"," -210",",,W","   52",",,W",,,,,,,,,,,,," 0225",",,W",,,,,,,"  280",",,W","  310",",,W","  157",",,W","  201",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-17","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   28",",,W,",,,,,"  -49",",,W"," -221",",,W","   29",",,W",,,,,,,,,,,,," 1712",",,W",,,,,,,"  250",",,W","  250",",,W","   72",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-18","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    5",",,W,",,,,,"  -55",",,W"," -205",",,W","   26",",,W",,,,,,,,,,,,," 1631",",,W",,,,,,,"   30",",,W","   30",",,W","   72",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-19","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  -77",",,W"," -238",",,W","   49",",,W",,,,,,,,,,,,," 1434",",,W",,,,,,,"  280",",,W","  280",",,W","  112",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-20","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  -82",",,W"," -277",",,W","   45",",,W",,,,,,,,,,,,," 1610",",,W",,,,,,,"  140",",,W","  130",",,W","   81",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-21","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","  122",",,W,",,,,,"  -60",",,W"," -199",",,W","   50",",,W",,,,,,,,,,,,," 1806",",,W",,,,,,,"  140",",,W","  150",",,W","   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-22","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  -60",",,W"," -227",",,W","   53",",,W",,,,,,,,,,,,," 1718",",,W",,,,,,,"  300",",,W","  310",",,W","  112",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-23","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"  -27",",,W"," -332",",,W","   26",",,W",,,,,,,,,,,,," 0153",",,W",,,,,,,"  270",",,W","  330",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-24","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"  -32",",,W"," -221",",,W","   34",",,W",,,,,,,,,,,,," 1342",",,W",,,,,,,"  150",",,W","  150",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-25","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US",,,,,,,"  -21",",,W"," -221",",,W","   24",",,W",,,,,,,,,,,,," 1213",",,W",,,,,,,"  140",",,W","  140",",,W","   76",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-26","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   44",",,W"," -205",",,W","   35",",,W",,,,,,,,,,,,," 1553",",,W",,,,,,,"  230",",,W","  230",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-27","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US",,,,,,,"   56",",,W"," -121",",,W","   26",",,W",,,,,,,,,,,,," 1553",",,W",,,,,,,"  230",",,W","  220",",,W","   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-02-28","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   50",",,W"," -138",",,W","   54",",,W",,,,,,,,,,,,," 2251",",,W",,,,,,,"  240",",,W","  240",",,W","  107",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-03-01","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   56",",,W","  -21",",,W","   44",",,W",,,,,,,,,,,,," 2011",",,W",,,,,,,"  240",",,W","  240",",,W","  112",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-03-02","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   15",",,W,",,,,,"   39",",,W","  -16",",,W","   58",",,W",,,,,,,,,,,,," 1945",",,W",,,,,,,"  270",",,W","  280",",,W","  125",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-03-03","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   13",",,W,",,,,,"   67",",,W","  -55",",,W","   30",",,W",,,,,,,,,,,,," 1433",",,W",,,,,,,"  320",",,W","  260",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-03-04","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"   39",",,W","  -77",",,W","   33",",,W",,,,,,,,,,,,," 0448",",,W",,,,,,,"  300",",,W","  300",",,W","   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-03-05","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"   39",",,W","  -93",",,W","   42",",,W",,,,,,,,,,,,," 1209",",,W",,,,,,,"  160",",,W","  160",",,W","   89",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-03-06","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","  137",",,W,",,,,,"   39",",,W","    0",",,W","   57",",,W",,,,,,,,,,,,," 2350",",,W",,,,,,,"  220",",,W","  220",",,W","  130",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-03-07","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   10",",,W,",,,,,"   44",",,W","  -10",",,W","   46",",,W",,,,,,,,,,,,," 0229",",,W",,,,,,,"  240",",,W","  250",",,W","  107",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-03-08","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   43",",,W,",,,,,"   11",",,W","  -66",",,W","   69",",,W",,,,,,,,,,,,," 0858",",,W",,,,,,,"  230",",,W","  220",",,W","  130",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-03-09","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"   11",",,W"," -216",",S,W","   31",",,W",,,,,,,,,,,,," 1300",",,W",,,,,,,"  220",",,W","  140",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-03-10","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   11",",,W","  -93",",,W","   30",",,W",,,,,,,,,,,,," 1141",",,W",,,,,,,"  140",",,W","  130",",,W","   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-03-11","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    5",",,W,",,,,,"   61",",,W","  -93",",,W","   20",",,W",,,,,,,,,,,,," 1632",",,W",,,,,,,"  110",",,W","  120",",,W","   76",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-03-12","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   18",",,W,",,,,,"   56",",,W","  -32",",,W","   25",",,W",,,,,,,,,,,,," 2348",",,W",,,,,,,"  270",",,W","  260",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-03-13","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","   18",",,W,",,,,,"   11",",,W","  -71",",,W","   94",",,W",,,,,,,,,,,,," 1425",",,W",,,,,,,"  310",",,W","  310",",,W","  157",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-03-14","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0","T,,W,",,,,,"    6",",,W"," -121",",,W","   50",",,W",,,,,,,,,,,,," 0143",",,W",,,,,,,"  300",",,W","  310",",,W","   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023159","2019-03-15","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","    0",",,W,",,,,,"   44",",,W"," -171",",,W","   24",",,W",,,,,,,,,,,,," 0354",",,W",,,,,,,"  280",",,W","  270",",,W","   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,
