"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00148235","2018-12-16","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  139",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0730",,,,,"    6",",,7",,,"   11",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-12-17","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  156",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"   17",",,7,0730",,,,,"    6",",,7",,,"   22",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-12-18","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  172",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,,"   17",",,7,0730",,,,,"   11",",,7",,,"   33",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-12-19","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  156",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0730",,,,,"   17",",,7",,,"   44",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-12-20","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  128",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0730",,,,,"   17",",,7",,,"   44",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-12-21","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  100",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0730",,,,,"   11",",,7",,,"   39",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-12-22","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  156",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0730",,,,,"   11",",,7",,,"   33",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-12-23","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    8",",,7,0730","    8",",,7,0730","    0","T,,7,0730","   83",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,,,," -106",",,7,0730",,,,,"   11",",,7",,,"   28",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-12-24","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   61",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0730",,,,,"    6",",,7",,,"   22",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-12-25","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  106",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0730",,,,,"    6",",,7",,,"   22",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-12-26","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0","T,,7,0730","    0",",,7,0730","    0",",,7,0730","  117",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"   17",",,7,0730",,,,,"    6",",,7",,,"   22",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-12-27","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","  231",",,7,0730","   51",",,7,0730","   51",",,7,0730","   72",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0730",,,,,"   22",",,7",,,"   33",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-12-28","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","   51",",,7,0730","  -17",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,," -100",",,7,0730",,,,,"   11",",,7",,,"   22",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-12-29","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","   25",",,7,0730","  -39",",,7"," -167",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -94",",,7,0730",,,,,"    6",",,7",,,"   11",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-12-30","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","   25",",,7,0730","    0",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -94",",,7,0730",,,,,"    0",",,7",,,"    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2018-12-31","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   67",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-01","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    8",",,7,0730","   13",",,7,0730","    0","T,,7,0730","   11",",,7"," -150",",,7",,,,,,,,,,,,,,,,,,,,,,," -144",",,7,0730",,,,,"   -6",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-02","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  -89",",,7"," -156",",,7",,,,,,,,,,,,,,,,,,,,,,," -106",",,7,0730",,,,,"  -17",",,7",,,"   -6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-03","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   61",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -83",",,7,0730",,,,,"  -17",",,7",,,"   -6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-04","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  111",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0730",,,,,"  -11",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-05","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  167",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0730",,,,,"   -6",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-06","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  172",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-07","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  172",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-08","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  161",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -50",",,7,0730",,,,,"    0",",,7",,,"    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-09","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   78",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-10","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  100",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -50",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-11","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  128",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0730",,,,,"    0",",,7",,,"    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-12","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","  168",",,7,0730","  163",",,7,0730","  152",",,7,0730","   39",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0730",,,,,"    6",",,7",,,"    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-13","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","   76",",,7,0730","   33",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0730",,,,,"    6",",,7",,,"   11",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-14","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","   51",",,7,0730","    0",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0730",,,,,"    6",",,7",,,"   17",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-15","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   67",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -83",",,7,0730",,,,,"   11",",,7",,,"   33",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-16","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  117",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0730",,,,,"   11",",,7",,,"   22",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-17","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   11",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0730",,,,,"   11",",,7",,,"   11",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-18","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  122",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0730",,,,,"    6",",,7",,,"   28",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-19","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   15",",,7,0730","   15",",,7,0730","   25",",,7,0730","  122",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0730",,,,,"   11",",,7",,,"   17",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-20","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   61",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0730",,,,,"   11",",,7",,,"   17",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-21","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  156",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0730",,,,,"    6",",,7",,,"   33",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-22","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   33",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -94",",,7,0730",,,,,"   11",",,7",,,"   22",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-23","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   30",",,7,0730","   56",",,7,0730","   51",",,7,0730","  -28",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -94",",,7,0730",,,,,"    6",",,7",,,"   11",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-24","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   67",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0730",,,,,"    6",",,7",,,"    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-25","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   23",",,7,0730","   41",",,7,0730","   51",",,7,0730","  -22",",,7"," -133",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -89",",,7,0730",,,,,"    6",",,7",,,"    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-26","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","   25",",,7,0730","   61",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0730",,,,,"    6",",,7",,,"    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-27","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   78",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"   39",",,7,0730",,,,,"    6",",,7",,,"    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-28","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  144",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0730",,,,,"    6",",,7",,,"   17",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-29","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   22",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -89",",,7,0730",,,,,"    6",",,7",,,"   11",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-30","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   39",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,,,," -122",",,7,0730",,,,,"    6",",,7",,,"    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-01-31","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","    0",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -89",",,7,0730",,,,,"    0",",,7",,,"    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-01","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  133",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-02","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  161",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-03","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  189",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"   17",",,7,0730",,,,,"    0",",,7",,,"   17",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-04","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  228",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0730",,,,,"    6",",,7",,,"   44",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-05","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  -17",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -89",",,7,0730",,,,,"    6",",,7",,,"   17",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-06","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  -39",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -72",",,7,0730",,,,,"    6",",,7",,,"    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-07","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   13",",,7,0730","    0",",,7,0730","    0",",,7,0730","  -56",",,7"," -178",",,7",,,,,,,,,,,,,,,,,,,,,,," -172",",,7,0730",,,,,"    0",",,7",,,"    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-08","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","   25",",,7,0730","  -94",",,7"," -211",",,7",,,,,,,,,,,,,,,,,,,,,,," -128",",,7,0730",,,,,"   -6",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-09","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   22",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0730",,,,,"   -6",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-10","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  111",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -89",",,7,0730",,,,,"   -6",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-11","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   22",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-12","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   83",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-13","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  139",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-14","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  161",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-15","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  183",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -89",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-16","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","  -11",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -89",",,7,0730",,,,,"    0",",,7",,,"    6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-17","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    5",",,7,0730","    5",",,7,0730","    0","T,,7,0730","  -28",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -72",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-18","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    5",",,7,0730","   10",",,7,0730","    0","T,,7,0730","    0",",,7"," -150",",,7",,,,,,,,,,,,,,,,,,,,,,," -150",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-19","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0","T,,7,0730","    0","T,,7,0730","    0","T,,7,0730","  -72",",,7"," -150",",,7",,,,,,,,,,,,,,,,,,,,,,," -122",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-20","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   18",",,7,0730","   30",",,7,0730","   25",",,7,0730","  -67",",,7"," -172",",,7",,,,,,,,,,,,,,,,,,,,,,," -128",",,7,0730",,,,,"   -6",",,7",,,"   -6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-21","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","    0",",,7,0730","   44",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -72",",,7,0730",,,,,"   -6",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-22","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0","T,,7,0730","    0",",,7,0730","    0",",,7,0730","   83",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0730",,,,,"   -6",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-23","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","  226",",,7,0730","  203",",,7,0730","  203",",,7,0730","   33",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-24","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   28",",,7,0730","   25",",,7,0730","  152",",,7,0730","   -6",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,,,,,," -122",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-25","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","  152",",,7,0730","   22",",,7"," -133",",,7",,,,,,,,,,,,,,,,,,,,,,," -111",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-26","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0","T,,7,0730","    0",",,7,0730","  152",",,7,0730","   22",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,,,,,," -156",",,7,0730",,,,,"   -6",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-27","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0","T,,7,0730","    0","T,,7,0730","  127",",,7,0730","  -67",",,7"," -172",",,7",,,,,,,,,,,,,,,,,,,,,,," -156",",,7,0730",,,,,"   -6",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-02-28","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","  127",",,7,0730","  -67",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,,,,,," -122",",,7,0730",,,,,"  -17",",,7",,,"   -6",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-03-01","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","   76",",,7,0730","   72",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -67",",,7,0730",,,,,"  -17",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-03-02","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","    0",",,7,0730","    0",",,7,0730","   25",",,7,0730","   94",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -89",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-03-03","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   91",",,7,0730","  102",",,7,0730","  127",",,7,0730","  -67",",,7"," -194",",,7",,,,,,,,,,,,,,,,,,,,,,," -189",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00148235","2019-03-04","38.46614","-101.77297","1107.6","TRIBUNE 1 W, KS US","   18",",,7,0730","   18",",,7,0730","  127",",,7,0730"," -144",",,7"," -189",",,7",,,,,,,,,,,,,,,,,,,,,,," -150",",,7,0730",,,,,"    0",",,7",,,"    0",",,7",,,,,,,,,,,,,,,,,,,,
