"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00206300","2018-10-08","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","    5",",,7,0700","    0",",,7","    0",",,7","  144",",,7","  111",",,7",,,,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-09","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  128",",,7",,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-10","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  189",",,7",,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-11","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","  122",",,7,0700","    0",",,7","    0",",,7","  244",",,7","  117",",,7",,,,,,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-12","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","    0",",,7,0700","    0",",,7","    0",",,7","  117",",,7","   50",",,7",,,,,,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-13","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","   15",",,7,0700","    0",",,7","    0",",,7","   78",",,7","   33",",,7",,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-14","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","    0",",,7,0700","    0",",,7","    0",",,7","  117",",,7","   11",",,7",,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-15","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","    8",",,7,0700","    0",",,7","    0",",,7","  172",",,7","   33",",,7",,,,,,,,,"   89",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-16","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","    8",",,7,0700","    0",",,7","    0",",,7","   89",",,7","    6",",,7",,,,,,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-17","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","    0",",,7,0700","    0",",,7","    0",",,7","  133",",,7","    6",",,7",,,,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-18","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","    0",",,7,0700","    0",",,7","    0",",,7","   83",",,7","  -28",",,7",,,,,,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-19","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","    0",",,7,0700","    0",",,7","    0",",,7","  122",",,7","  -28",",,7",,,,,,,,,"   72",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-20","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","    8",",,7,0700","    0",",,7","    0",",,7","  128",",,7","   61",",,7",,,,,,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-21","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","   51",",,7,0700","    0",",,7","    0",",,7","  128",",,7","    6",",,7",,,,,,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-22","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","    0",",,7,0700","    0",",,7","    0",",,7","   61",",,7","   11",",,7",,,,,,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-23","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","    0",",,7,0700","    0",",,7","    0",",,7","  150",",,7","    6",",,7",,,,,,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-24","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","    0",",,7,0700","    0",",,7","    0",",,7","  117",",,7","  -11",",,7",,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00206300","2018-10-25","43.0161","-84.18","222.5","OWOSSO WWTP, MI US","    0",",,7,0700","    0",",,7","    0",",,7","   83",",,7","  -17",",,7",,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,
