"USC00104456","2018-07-07","43.3455","-111.7847","1776.4","IDAHO FALLS 16 SE, ID US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  300",",,7","  106",",,7",,,,,,,,,"  172",",,7,2000",,,,,,,,,,,,,,,,
"USC00104456","2018-07-08","43.3455","-111.7847","1776.4","IDAHO FALLS 16 SE, ID US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  317",",,7","  128",",,7",,,,,,,,,"  222",",,7,2000",,,,,,,,,,,,,,,,
"USC00104456","2018-07-09","43.3455","-111.7847","1776.4","IDAHO FALLS 16 SE, ID US","    0","T,,7,2000","    0",",,7,2000","    0",",,7,2000","  328",",,7","  156",",,7",,,,,,,,,"  222",",,7,2000",,,,,,,,,,,,,,,,
"USC00104456","2018-07-10","43.3455","-111.7847","1776.4","IDAHO FALLS 16 SE, ID US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  300",",,7","  167",",,7",,,,,,,,,"  200",",,7,2000",,,,,,,,,,,,,,,,
"USC00104456","2018-07-11","43.3455","-111.7847","1776.4","IDAHO FALLS 16 SE, ID US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  294",",,7","  117",",,7",,,,,,,,,"  172",",,7,2000",,,,,,,,,,,,,,,,
"USC00104456","2018-07-12","43.3455","-111.7847","1776.4","IDAHO FALLS 16 SE, ID US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  289",",,7","  122",",,7",,,,,,,,,"  167",",,7,2000",,,,,,,,,,,,,,,,
"USC00104456","2018-07-13","43.3455","-111.7847","1776.4","IDAHO FALLS 16 SE, ID US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  306",",,7","   89",",,7",,,,,,,,,"  167",",,7,2000",,,,,,,,,,,,,,,,
"USC00104456","2018-07-14","43.3455","-111.7847","1776.4","IDAHO FALLS 16 SE, ID US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  300",",,7","   94",",,7",,,,,,,,,"  167",",,7,2000",,,,,,,,,,,,,,,,
"USC00104456","2018-07-15","43.3455","-111.7847","1776.4","IDAHO FALLS 16 SE, ID US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  300",",,7","  117",",,7",,,,,,,,,"  194",",,7,2000",,,,,,,,,,,,,,,,
"USC00104456","2018-07-16","43.3455","-111.7847","1776.4","IDAHO FALLS 16 SE, ID US","    0","T,,7,2000","    0",",,7,2000","    0",",,7,2000","  300",",,7","  161",",,7",,,,,,,,,"  206",",,7,2000",,,,,,,,,,,,,,,,
"USC00104456","2018-07-17","43.3455","-111.7847","1776.4","IDAHO FALLS 16 SE, ID US","    3",",,7,2000","    0",",,7,2000","    0",",,7,2000","  289",",,7","  133",",,7",,,,,,,,,"  189",",,7,2000",,,,,,,,,,,,,,,,
"USC00104456","2018-07-18","43.3455","-111.7847","1776.4","IDAHO FALLS 16 SE, ID US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  311",",,7","  144",",,7",,,,,,,,,"  222",",,7,2000",,,,,,,,,,,,,,,,
"USC00104456","2018-07-19","43.3455","-111.7847","1776.4","IDAHO FALLS 16 SE, ID US","    0",",,7,2000","    0",",,7,2000","    0",",,7,2000","  311",",,7","  128",",,7",,,,,,,,,"  206",",,7,2000",,,,,,,,,,,,,,,,
