"USC00237309","2018-07-06","37.25979","-91.42791","252.7","ROUND SPRING 2 SW, MO US","    0",",,7,0700","    0",",,7","    0",",,7","  356",",,7","  200",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00237309","2018-07-07","37.25979","-91.42791","252.7","ROUND SPRING 2 SW, MO US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00237309","2018-07-08","37.25979","-91.42791","252.7","ROUND SPRING 2 SW, MO US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00237309","2018-07-09","37.25979","-91.42791","252.7","ROUND SPRING 2 SW, MO US","    3",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  200",",,7",,,,,"  211",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00237309","2018-07-10","37.25979","-91.42791","252.7","ROUND SPRING 2 SW, MO US","    0",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  200",",,7",,,,,"  206",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00237309","2018-07-11","37.25979","-91.42791","252.7","ROUND SPRING 2 SW, MO US","    0",",,7,0700","    0",",,7","    0",",,7","  356",",,7","  200",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00237309","2018-07-12","37.25979","-91.42791","252.7","ROUND SPRING 2 SW, MO US","    0",",,7,0700","    0",",,7","    0",",,7","  356",",,7","  194",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00237309","2018-07-13","37.25979","-91.42791","252.7","ROUND SPRING 2 SW, MO US","    0",",,7,0700","    0",",,7","    0",",,7","  350",",,7","  183",",,7",,,,,"  189",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00237309","2018-07-14","37.25979","-91.42791","252.7","ROUND SPRING 2 SW, MO US","    0",",,7,0700","    0",",,7","    0",",,7","  367",",,7","  189",",,7",,,,,"  217",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
"USC00237309","2018-07-15","37.25979","-91.42791","252.7","ROUND SPRING 2 SW, MO US","  376",",,7,0700","    0",",,7","    0",",,7","  367",",,7","  217",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00237309","2018-07-16","37.25979","-91.42791","252.7","ROUND SPRING 2 SW, MO US","   66",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  206",",,7",,,,,"  211",",,7,0700","    1",",,7",,,,,,,,,,,,,,,,
