"USC00050263","2018-07-03","38.99305","-105.89145","2724.6","ANTERO RESERVOIR, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,","  267",",,7","   28",",,7",,,,,,,,,"   56",",,7,0730",,,,,,,,,,,,
"USC00050263","2018-07-04","38.99305","-105.89145","2724.6","ANTERO RESERVOIR, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,","  256",",,7","   22",",,7",,,,,,,,,"   67",",,7,0730",,,,,,,,,,,,
"USC00050263","2018-07-05","38.99305","-105.89145","2724.6","ANTERO RESERVOIR, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,","  272",",,7","   67",",,7",,,,,,,,,"  100",",,7,0730",,,,,,,,,,,,
"USC00050263","2018-07-06","38.99305","-105.89145","2724.6","ANTERO RESERVOIR, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,","  233",",,7","   22",",,7",,,,,,,,,"   56",",,7,0730",,,,,,,,,,,,
"USC00050263","2018-07-07","38.99305","-105.89145","2724.6","ANTERO RESERVOIR, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,","  261",",,7","   33",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,,,,
"USC00050263","2018-07-08","38.99305","-105.89145","2724.6","ANTERO RESERVOIR, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,","  278",",,7","   33",",,7",,,,,,,,,"   89",",,7,0730",,,,,,,,,,,,
"USC00050263","2018-07-09","38.99305","-105.89145","2724.6","ANTERO RESERVOIR, CO US","   13",",,7,0730","    0",",,7,","    0",",,7,","  278",",,7","   39",",,7",,,,,,,,,"   67",",,7,0730",,,,,,,,,,,,
"USC00050263","2018-07-10","38.99305","-105.89145","2724.6","ANTERO RESERVOIR, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,","  267",",,7","   44",",,7",,,,,,,,,"   72",",,7,0730",,,,,,,,,,,,
"USC00050263","2018-07-11","38.99305","-105.89145","2724.6","ANTERO RESERVOIR, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,","  294",",,7","   44",",,7",,,,,,,,,"   78",",,7,0730",,,,,,,,,,,,
"USC00050263","2018-07-12","38.99305","-105.89145","2724.6","ANTERO RESERVOIR, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,","  289",",,7","   61",",,7",,,,,,,,,"   94",",,7,0730",,,,,,,,,,,,
"USC00050263","2018-07-13","38.99305","-105.89145","2724.6","ANTERO RESERVOIR, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,","  239",",,7","   44",",,7",,,,,,,,,"   94",",,7,0730",,,,,,,,,,,,
"USC00050263","2018-07-14","38.99305","-105.89145","2724.6","ANTERO RESERVOIR, CO US","   13",",,7,0730","    0",",,7,","    0",",,7,","  261",",,7","   78",",,7",,,,,,,,,"  122",",,7,0730",,,"    1",",,7",,,,,,,,
"USC00050263","2018-07-15","38.99305","-105.89145","2724.6","ANTERO RESERVOIR, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,","  283",",,7","   67",",,7",,,,,,,,,"  106",",,7,0730",,,,,,,,,,,,
