"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"CA001106CL2","2018-07-04","49.2833","-122.8833","130.0","PORT MOODY GLENAYRE, BC CA","    0",",,C","    0",",,C","    0",",,C","  265",",,C","   90",",,C",,,,,"  178",",,C"
"CA001106CL2","2018-07-05","49.2833","-122.8833","130.0","PORT MOODY GLENAYRE, BC CA","    0",",,C","    0",",,C","    0",",,C","  300",",,C","  150",",,C",,,,,"  225",",,C"
"CA001106CL2","2018-07-06","49.2833","-122.8833","130.0","PORT MOODY GLENAYRE, BC CA","   32",",,C","    0",",,C","    0",",,C","  250",",,C","  170",",,C",,,,,"  210",",,C"
"CA001106CL2","2018-07-07","49.2833","-122.8833","130.0","PORT MOODY GLENAYRE, BC CA","   80",",,C","    0",",,C","    0",",,C","  200",",,C","  140",",,C",,,,,"  170",",,C"
"CA001106CL2","2018-07-08","49.2833","-122.8833","130.0","PORT MOODY GLENAYRE, BC CA","    0",",,C","    0",",,C","    0",",,C","  235",",,C","  120",",,C",,,,,"  178",",,C"
"CA001106CL2","2018-07-09","49.2833","-122.8833","130.0","PORT MOODY GLENAYRE, BC CA","   61",",,C","    0",",,C","    0",",,C","  220",",,C","  150",",,C",,,,,"  185",",,C"
"CA001106CL2","2018-07-10","49.2833","-122.8833","130.0","PORT MOODY GLENAYRE, BC CA","   35",",,C","    0",",,C","    0",",,C","  210",",,C","  130",",,C",,,,,"  170",",,C"
"CA001106CL2","2018-07-11","49.2833","-122.8833","130.0","PORT MOODY GLENAYRE, BC CA","    0",",,C","    0",",,C","    0",",,C","  245",",,C","  130",",,C",,,,,"  188",",,C"
"CA001106CL2","2018-07-12","49.2833","-122.8833","130.0","PORT MOODY GLENAYRE, BC CA","    0",",,C","    0",",,C","    0",",,C","  250",",,C","  150",",,C",,,,,"  200",",,C"
"CA001106CL2","2018-07-13","49.2833","-122.8833","130.0","PORT MOODY GLENAYRE, BC CA","    0",",,C","    0",",,C","    0",",,C","  245",",,C","  150",",,C",,,,,"  198",",,C"
"CA001106CL2","2018-07-14","49.2833","-122.8833","130.0","PORT MOODY GLENAYRE, BC CA","    0",",,C","    0",",,C","    0",",,C","  280",",,C","  140",",,C",,,,,"  210",",,C"
"CA001106CL2","2018-07-15","49.2833","-122.8833","130.0","PORT MOODY GLENAYRE, BC CA","    0",",,C","    0",",,C","    0",",,C","  295",",,C","  150",",,C",,,,,"  223",",,C"
