"USC00367229","2018-02-07","40.9248","-79.2825","390.1","PUTNEYVILLE 2 SE DAM, PA US","   79",",,7,0800","   51",",,7,","  102",",,7,0800","  -33",",,7","  -78",",,7",,,,,,,,,"  -39",",,7,0800","  330",",,7",,,,,,,,,,,,,,,,
"USC00367229","2018-02-08","40.9248","-79.2825","390.1","PUTNEYVILLE 2 SE DAM, PA US","  104",",,7,0800","   51",",,7,","  152",",,7,0800","  -11",",,7"," -100",",,7",,,,,,,,,"  -94",",,7,0800","  356",",,7",,,,,,,,,,,,,,,,
"USC00367229","2018-02-09","40.9248","-79.2825","390.1","PUTNEYVILLE 2 SE DAM, PA US","    0",",,7,0800","    0",",,7,",,,"  -61",",,7"," -139",",,7",,,,,,,,," -122",",,7,0800","    0",",,7",,,,,,,,,,,,,,,,
"USC00367229","2018-02-10","40.9248","-79.2825","390.1","PUTNEYVILLE 2 SE DAM, PA US","    0",",,7,0800","    0",",,7,","   76",",,7,0800","    6",",,7"," -139",",,7",,,,,,,,,"   -6",",,7,0800","  254",",,7",,,,,,,,,,,,,,,,
"USC00367229","2018-02-11","40.9248","-79.2825","390.1","PUTNEYVILLE 2 SE DAM, PA US","   71",",,7,0800","    0",",,7,","   51",",,7,0800","   67",",,7","   -6",",,7",,,,,,,,,"   33",",,7,0800","  229",",,7",,,,,,,,,,,,,,,,
"USC00367229","2018-02-12","40.9248","-79.2825","390.1","PUTNEYVILLE 2 SE DAM, PA US","   46",",,7,0800","   25",",,7,","   25",",,7,0800","  117",",,7","   -6",",,7",,,,,,,,,"   22",",,7,0800","   76",",,7",,,,,,,,,,,,,,,,
"USC00367229","2018-02-13","40.9248","-79.2825","390.1","PUTNEYVILLE 2 SE DAM, PA US",,,"    0",",,7,","    0",",,7,0800",,,,,,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00367229","2018-02-14","40.9248","-79.2825","390.1","PUTNEYVILLE 2 SE DAM, PA US",,,"    0",",,7,","    0",",,7,0800",,,,,,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00367229","2018-02-15","40.9248","-79.2825","390.1","PUTNEYVILLE 2 SE DAM, PA US","  213",",,7,0800","    0",",,7,","    0",",,7,0800","  122",",,7","   44",",,7",,,,,,,,,"  122",",,7,0800","    0",",,7",,,,,,,,,,,,,,,,
"USC00367229","2018-02-16","40.9248","-79.2825","390.1","PUTNEYVILLE 2 SE DAM, PA US","  447",",,7,0800","    0",",,7,","    0",",,7,0800","  167",",,7","   78",",,7",,,,,,,,,"   83",",,7,0800","    0",",,7",,,,,,,,,,,,,,,,
"USC00367229","2018-02-17","40.9248","-79.2825","390.1","PUTNEYVILLE 2 SE DAM, PA US",,,"    0",",,7,","    0",",,7,0800",,,,,,,,,,,,,,,"    0",",,7",,,,,,,,,,,,,,,,
