"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00005084","2018-06-14","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  249",",,a","  177",",,a"
"ASN00005084","2018-06-15","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  253",",,a","  157",",,a"
"ASN00005084","2018-06-16","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  256",",,a","  150",",,a"
"ASN00005084","2018-06-17","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  265",",,a","  170",",,a"
"ASN00005084","2018-06-18","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  258",",,a","  211",",,a"
"ASN00005084","2018-06-19","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  247",",,a","  162",",,a"
"ASN00005084","2018-06-20","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  261",",,a","  196",",,a"
"ASN00005084","2018-06-21","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  252",",,a","  194",",,a"
"ASN00005084","2018-06-22","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  255",",,a","  186",",,a"
"ASN00005084","2018-06-23","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  251",",,a","  187",",,a"
"ASN00005084","2018-06-24","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  247",",,a","  140",",,a"
"ASN00005084","2018-06-25","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  240",",,a","  136",",,a"
"ASN00005084","2018-06-26","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  246",",,a","  130",",,a"
"ASN00005084","2018-06-27","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  240",",,a","  165",",,a"
"ASN00005084","2018-06-28","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  274",",,a","  125",",,a"
"ASN00005084","2018-06-29","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  254",",,a","  172",",,a"
"ASN00005084","2018-06-30","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  251",",,a","  162",",,a"
"ASN00005084","2018-07-01","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  251",",,a","  180",",,a"
"ASN00005084","2018-07-02","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  257",",,a","  181",",,a"
"ASN00005084","2018-07-03","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  280",",,a","  214",",,a"
"ASN00005084","2018-07-04","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  256",",,a","  193",",,a"
"ASN00005084","2018-07-05","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  245",",,a","  172",",,a"
"ASN00005084","2018-07-06","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  247",",,a","  164",",,a"
"ASN00005084","2018-07-07","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  233",",,a","  173",",,a"
"ASN00005084","2018-07-08","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  251",",,a","  152",",,a"
"ASN00005084","2018-07-09","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  258",",,a","  156",",,a"
"ASN00005084","2018-07-10","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  256",",,a","  149",",,a"
"ASN00005084","2018-07-11","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  267",",,a","  162",",,a"
"ASN00005084","2018-07-12","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  276",",,a","  177",",,a"
"ASN00005084","2018-07-13","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  254",",,a","  176",",,a"
"ASN00005084","2018-07-14","-21.4606","115.0197","5.0","THEVENARD ISLAND, AS",,,"  249",",,a","  175",",,a"
