"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00013740","2018-07-07","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  267",",,W","  167",",,W",,,,,"   47",",,W",,,,,,,"  232","H,,S",,,,,"   20",",,W","   20",",,W",,,,,,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-08","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  278",",,W","  139",",,W",,,,,"   38",",,W",,,,,,,"  208","H,,S",,,,,"   40",",,W","   50",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-09","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  294",",,W","  144",",,W",,,,,"   22",",,W",,,,,,,"  220","H,,S",,,,,"   20",",,W","   20",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-10","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  333",",,W","  172",",,W",,,,,"   21",",,W",,,,,,,"  255","H,,S",,,,,"   10",",,W","  360",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-11","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","  183",",,W,2400","    0",",,W,2400","    0",",,W,2400","  333",",,W","  222",",,W",,,,,"   25",",,W",,,,,,,"  272","H,,S",,,,,"  200",",,W","  200",",,W",,,,,,,,,"   94",",,W","  112",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-12","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  211",",,W",,,,,"   28",",,W",,,,,,,"  259","H,,S",,,,,"  130",",,W","  120",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-13","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  294",",,W","  183",",,W",,,,,"   30",",,W",,,,,,,"  244","H,,S",,,,,"  100",",,W","   60",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-14","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  161",",,W",,,,,"   12",",,W",,,,,,,"  233","H,,S",,,,,"  150",",,W","  170",",,W",,,,,,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-15","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  328",",,W","  194",",,W",,,,,"   28",",,W",,,,,,,"  253","H,,S",,,,,"  190",",,W","  200",",,W",,,,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-16","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  339",",,W","  233",",,W",,,,,"   34",",,W",,,,,,,"  273","H,,S",,,,,"  200",",,W","  210",",,W",,,,,,,,,"   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-17","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","   48",",,W,2400","    0",",,W,2400","    0",",,W,2400","  333",",,W","  228",",,W",,,,,"   39",",,W",,,,,,,"  271","H,,S",,,,,"  340",",,W","  340",",,W",,,,,,,,,"  103",",,W","  130",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-18","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  200",",,W",,,,,"   33",",,W",,,,,,,"  250","H,,S",,,,,"   10",",,W","   20",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-19","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  189",",,W",,,,,"   30",",,W",,,,,,,"  248","H,,S",,,,,"  100",",,W","   40",",,W",,,,,,,,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-20","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  194",",,W",,,,,"   30",",,W",,,,,,,"  248","H,,S",,,,,"  120",",,W","  120",",,W",,,,,,,,,"   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-21","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","  325",",,W,2400","    0",",,W,2400","    0",",,W,2400","  228",",,W","  194",",,W",,,,,"   50",",,W",,,,,,,"  217","H,,S",,,,,"  340",",,W","  340",",,W",,,,,,,,,"  103",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-22","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","  114",",,W,2400","    0",",,W,2400","    0",",,W,2400","  289",",,W","  183",",,W",,,,,"   27",",,W",,,,,,,"  220","H,,S",,,,,"  180",",,W","  180",",,W",,,,,,,,,"  130",",,W","  165",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-23","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","   51",",,W,2400","    0",",,W,2400","    0",",,W,2400","  278",",,W","  217",",,W",,,,,"   39",",,W",,,,,,,"  244","H,,S",,,,,"  130",",,W","  140",",,W",,,,,,,,,"   72",",,W","   98",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-24","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","   86",",,W,2400","    0",",,W,2400","    0",",,W,2400","  267",",,W","  228",",,W",,,,,"   43",",,W",,,,,,,"  246","H,,S",,,,,"  140",",,W","  140",",,W",,,,,,,,,"   76",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-25","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","   46",",,W,2400","    0",",,W,2400","    0",",,W,2400","  283",",,W","  217",",,W",,,,,"   34",",,W",,,,,,,"  243","H,,S",,,,,"  180",",,W","  150",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-26","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  311",",,W","  200",",,W",,,,,"   21",",,W",,,,,,,"  247","H,,S",,,,,"  220",",,W","  230",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-27","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","   51",",,W,2400","    0",",,W,2400","    0",",,W,2400","  322",",,W","  222",",,W",,,,,"   23",",,W",,,,,,,"  267","H,,S",,,,,"  200",",,W","  220",",,W",,,,,,,,,"  116",",,W","  143",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-28","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","   38",",,W,2400","    0",",,W,2400","    0",",,W,2400","  306",",,W","  217",",,W",,,,,"   24",",,W",,,,,,,"  255","H,,S",,,,,"   40",",,W","   40",",,W",,,,,,,,,"   58",",,W","   63",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-29","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  206",",,W",,,,,"   29",",,W",,,,,,,"  249","H,,S",,,,,"   30",",,W","   40",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-30","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","  157",",,W,2400","    0",",,W,2400","    0",",,W,2400","  244",",,W","  222",",,W",,,,,"   24",",,W",,,,,,,"  237","H,,S",,,,,"  110",",,W","   60",",,W",,,,,,,,,"   72",",,W","  116",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-07-31","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","  112",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  222",",,W",,,,,"   24",",,W",,,,,,,"  242","H,,S",,,,,"  190",",,W","  190",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-08-01","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  239",",,W",,,,,"   51",",,W",,,,,,,"  266","H,,S",,,,,"  210",",,W","  110",",,W",,,,,,,,,"   94",",,W","  112",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-08-02","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","   23",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  222",",,W",,,,,"   42",",,W",,,,,,,"  259","H,,S",,,,,"  150",",,W","  210",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-08-03","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    5",",,W,2400","    0",",,W,2400","    0",",,W,2400","  283",",,W","  222",",,W",,,,,"   42",",,W",,,,,,,"  243","H,,S",,,,,"  180",",,W","  170",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-08-04","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  228",",,W",,,,,"   25",",,W",,,,,,,"  263","H,,S",,,,,"  210",",,W","  210",",,W",,,,,,,,,"   72",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-08-05","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    3",",,W,2400","    0",",,W,2400","    0",",,W,2400","  328",",,W","  217",",,W",,,,,"   17",",,W",,,,,,,"  268","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,,,"   67",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-08-06","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","   94",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  211",",,W",,,,,"   14",",,W",,,,,,,"  259","H,,S",,,,,"  200",",,W","   70",",,W",,,,,,,,,"   94",",,W","  148",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-08-07","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  333",",,W","  222",",,W",,,,,"   26",",,W",,,,,,,"  273","H,,S",,,,,"  200",",,W","  220",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-08-08","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  350",",,W","  222",",,W",,,,,"   31",",,W",,,,,,,"  284","H,,S",,,,,"  320",",,W","  280",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-08-09","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","   23",",,W,2400","    0",",,W,2400","    0",",,W,2400","  328",",,W","  228",",,W",,,,,"   21",",,W",,,,,,,"  276","H,,S",,,,,"   10",",,W","  360",",,W",,,,,,,,,"  116",",,W","  157",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-08-10","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  328",",,W","  228",",,W",,,,,"   14",",,W",,,,,,,"  271","H,,S",,,,,"  360",",,W","   10",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-08-11","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  328",",,W","  222",",,W",,,,,"   20",",,W",,,,,,,"  269","H,,S",,,,,"  100",",,W","   90",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-08-12","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","  119",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  206",",,W",,,,,"   22",",,W",,,,,,,"  251","H,,S",,,,,"  330",",,W","  330",",,W",,,,,,,,,"  139",",,W","  165",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-08-13","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","   86",",,W,2400","    0",",,W,2400","    0",",,W,2400","  294",",,W","  189",",,W",,,,,"   26",",,W",,,,,,,"  235","H,,S",,,,,"  250",",,W","  250",",,W",,,,,,,,,"  103",",,W","  143",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","2018-08-14","37.51151","-77.32344","50.0","RICHMOND INTERNATIONAL AIRPORT, VA US","   10",",,W,2400","    0",",,W,2400","    0",",,W,2400","  306",",,W","  172",",,W",,,,,"   22",",,W",,,,,,,"  228","H,,S",,,,,"  320",",,W","  310",",,W",,,,,,,,,"   94",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
