"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00291445","2018-07-03","33.3433","-103.6783","1325.9","CAPROCK, NM US","  203",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  156",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,
"USC00291445","2018-07-04","33.3433","-103.6783","1325.9","CAPROCK, NM US","    0",",,7,0700","    0",",,7","    0",",,7","  344",",,7","  172",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,
"USC00291445","2018-07-05","33.3433","-103.6783","1325.9","CAPROCK, NM US","    0",",,7,0700","    0",",,7","    0",",,7","  344",",,7","  178",",,7",,,,,,,,,,,,,,,,,,
"USC00291445","2018-07-06","33.3433","-103.6783","1325.9","CAPROCK, NM US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  167",",,7",,,,,"  183",",,7,0700",,,,,,,,,,,,
"USC00291445","2018-07-07","33.3433","-103.6783","1325.9","CAPROCK, NM US","   25",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  167",",,7",,,,,,,,,,,,,,,,,,
"USC00291445","2018-07-08","33.3433","-103.6783","1325.9","CAPROCK, NM US","   28",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00291445","2018-07-09","33.3433","-103.6783","1325.9","CAPROCK, NM US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  161",",,7",,,,,"  189",",,7,0700",,,,,,,,,,,,
"USC00291445","2018-07-10","33.3433","-103.6783","1325.9","CAPROCK, NM US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  172",",,7",,,,,,,,,,,,,,,,,,
"USC00291445","2018-07-11","33.3433","-103.6783","1325.9","CAPROCK, NM US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
"USC00291445","2018-07-12","33.3433","-103.6783","1325.9","CAPROCK, NM US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  183",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,
"USC00291445","2018-07-13","33.3433","-103.6783","1325.9","CAPROCK, NM US","   61",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  189",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,
"USC00291445","2018-07-14","33.3433","-103.6783","1325.9","CAPROCK, NM US","   28",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  189",",,7",,,,,,,,,,,,,,,,,,
"USC00291445","2018-07-15","33.3433","-103.6783","1325.9","CAPROCK, NM US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  167",",,7",,,,,,,,,,,,,,,,,,
"USC00291445","2018-07-16","33.3433","-103.6783","1325.9","CAPROCK, NM US","    0",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  161",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,
