"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWDR","AWDR_ATTRIBUTES","AWND","AWND_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFI","WSFI_ATTRIBUTES"
"USS0049L18S","2018-05-17","60.19","-149.62","121.9","EXIT GLACIER, AK US","   25",",,T","    0",",,T","   90",",,T","   31",",,T",,,,,"   61",",,T","   52",",,T","    0",",,T",,
"USS0049L18S","2018-05-18","60.19","-149.62","121.9","EXIT GLACIER, AK US","   25",",,T","    0",",,T","  130",",,T","   42",",,T",,,,,"   83",",,T","   68",",,T","    0",",,T",,
"USS0049L18S","2018-05-19","60.19","-149.62","121.9","EXIT GLACIER, AK US","  254",",,T","    0",",,T","   68",",,T","   34",",,T",,,,,"   54",",,T","   41",",,T","    0",",,T",,
"USS0049L18S","2018-05-20","60.19","-149.62","121.9","EXIT GLACIER, AK US","   25",",,T","    0",",,T","   99",",,T","   36",",,T",,,,,"   72",",,T","   84",",,T","    0",",,T",,
"USS0049L18S","2018-05-21","60.19","-149.62","121.9","EXIT GLACIER, AK US","   25",",,T","    0",",,T","  108",",,T","   49",",,T",,,,,"   78",",,T","   53",",,T","    0",",,T",,
"USS0049L18S","2018-05-22","60.19","-149.62","121.9","EXIT GLACIER, AK US","   25",",,T","    0",",,T","  149",",,T","   40",",,T",,,,,"   91",",,T","   69",",,T","    0",",,T",,
"USS0049L18S","2018-05-23","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  126",",,T","   46",",,T",,,,,"   81",",,T","   46",",,T","    0",",,T",,
"USS0049L18S","2018-05-24","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  111",",,T","   22",",,T",,,,,"   67",",,T","   42",",,T","    0",",,T",,
"USS0049L18S","2018-05-25","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  121",",,T","   39",",,T",,,,,"   79",",,T","   62",",,T","    0",",,T",,
"USS0049L18S","2018-05-26","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  160",",,T","   24",",,T",,,,,"   94",",,T","   74",",,T","    0",",,T",,
"USS0049L18S","2018-05-27","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  163",",,T","   44",",,T",,,,,"   89",",,T","   46",",,T","    0",",,T",,
"USS0049L18S","2018-05-28","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  135",",,T","   19",",,T",,,,,"   79",",,T","   74",",,T","    0",",,T",,
"USS0049L18S","2018-05-29","60.19","-149.62","121.9","EXIT GLACIER, AK US","   25",",,T","    0",",,T","   92",",,T","   58",",,T",,,,,"   74",",,T","   58",",,T","    0",",,T",,
"USS0049L18S","2018-05-30","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","   98",",,T","   42",",,T",,,,,"   71",",,T","   49",",,T","    0",",,T",,
"USS0049L18S","2018-05-31","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  133",",,T","   33",",,T",,,,,"   82",",,T","   45",",,T","    0",",,T",,
"USS0049L18S","2018-06-01","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  180",",,T","   13",",,T",,,,,"  103",",,T","   46",",,T","    0",",,T",,
"USS0049L18S","2018-06-02","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  198",",,T","    9",",,T",,,,,"  110",",,T","   80",",,T","    0",",,T",,
"USS0049L18S","2018-06-03","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  169",",,T","   34",",,T",,,,,"  104",",,T","   51",",,T","    0",",,T",,
"USS0049L18S","2018-06-04","60.19","-149.62","121.9","EXIT GLACIER, AK US","   25",",,T","    0",",,T","  156",",,T","   46",",,T",,,,,"   90",",,T","   46",",,T","    0",",,T",,
"USS0049L18S","2018-06-05","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  127",",,T","   22",",,T",,,,,"   78",",,T","   58",",,T","    0",",,T",,
"USS0049L18S","2018-06-06","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  164",",,T","   33",",,T",,,,,"  102",",,T","   47",",I,T","    0",",,T",,
"USS0049L18S","2018-06-07","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  166",",,T","   63",",I,T",,,,,"  126",",,T","   63",",,T","    0",",,T",,
"USS0049L18S","2018-06-08","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  181",",,T","   25",",,T",,,,,"  103",",,T","   83",",,T","    0",",,T",,
"USS0049L18S","2018-06-09","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  215",",,T","   44",",,T",,,,,"  133",",,T","   79",",,T","    0",",,T",,
"USS0049L18S","2018-06-10","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  217",",,T","   38",",,T",,,,,"  138",",,T","  105",",,T","    0",",,T",,
"USS0049L18S","2018-06-11","60.19","-149.62","121.9","EXIT GLACIER, AK US","  102",",,T","    0",",,T","  148",",,T","   64",",,T",,,,,"   98",",,T","   64",",,T","    0",",,T",,
"USS0049L18S","2018-06-12","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  144",",,T","   58",",,T",,,,,"   95",",,T","   62",",,T","    0",",,T",,
"USS0049L18S","2018-06-13","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  203",",,T","   37",",,T",,,,,"  128",",,T","   62",",,T","    0",",,T",,
"USS0049L18S","2018-06-14","60.19","-149.62","121.9","EXIT GLACIER, AK US","    0",",,T","    0",",,T","  205",",,T","   26",",,T",,,,,"  126",",,T","   92",",,T","    0",",,T",,
"USS0049L18S","2018-06-15","60.19","-149.62","121.9","EXIT GLACIER, AK US","   76",",,T","    0",",,T","  104",",,T","   77",",,T",,,,,"   91",",,T","   77",",,T","    0",",,T",,
"USS0049L18S","2018-06-16","60.19","-149.62","121.9","EXIT GLACIER, AK US","   25",",,T","    0",",,T","  117",",,T","   72",",,T",,,,,"   93",",,T","   93",",,T","    0",",,T",,
