"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USS0021A35S","2018-06-08","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","   25",",,T","    0",",,T","  180",",,T","   94",",,T","  129",",,T","  107",",,T"
"USS0021A35S","2018-06-09","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","   25",",,T","    0",",,T","  169",",,T","   80",",,T","  115",",,T","   86",",,T"
"USS0021A35S","2018-06-10","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  141",",,T","   63",",,T","   95",",,T","   63",",,T"
"USS0021A35S","2018-06-11","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  168",",,T","   56",",,T","  108",",,T","   74",",,T"
"USS0021A35S","2018-06-12","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  187",",,T","   41",",,T","  118",",,T","  112",",,T"
"USS0021A35S","2018-06-13","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  159",",,T","   88",",,T","  121",",,T","   88",",,T"
"USS0021A35S","2018-06-14","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  176",",,T","   77",",,T","  124",",,T","  116",",,T"
"USS0021A35S","2018-06-15","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  220",",,T","   66",",,T","  139",",,T","  110",",,T"
"USS0021A35S","2018-06-16","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  232",",,T","  104",",,T","  145",",,T","  117",",,T"
"USS0021A35S","2018-06-17","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  290",",,T","  116",",,T","  182",",,T","  144",",,T"
"USS0021A35S","2018-06-18","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  330",",,T","  102",",,T","  208",",,T","  176",",,T"
"USS0021A35S","2018-06-19","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  319",",,T","  131",",,T","  214",",,T","  183",",,T"
"USS0021A35S","2018-06-20","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  295",",,T","  140",",,T","  185",",,T","  140",",,T"
"USS0021A35S","2018-06-21","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  271",",,T","  135",",,T","  188",",,T","  152",",,T"
"USS0021A35S","2018-06-22","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  222",",,T","  138",",,T","  167",",,T","  138",",,T"
"USS0021A35S","2018-06-23","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","   25",",,T","    0",",,T","  217",",,T","  121",",,T","  158",",,T","  130",",,T"
"USS0021A35S","2018-06-24","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  303",",,T","  117",",,T","  195",",,T","  117",",,T"
"USS0021A35S","2018-06-25","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","  178",",,T","    0",",,T","  162",",,T","   91",",,T","  121",",,T","   92",",,T"
"USS0021A35S","2018-06-26","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  180",",,T","   89",",,T","  127",",,T","   97",",,T"
"USS0021A35S","2018-06-27","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  206",",,T","   78",",,T","  140",",,T","  132",",,T"
"USS0021A35S","2018-06-28","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","   25",",,T","    0",",,T","  145",",,T","  112",",,T","  127",",,T","  113",",,T"
"USS0021A35S","2018-06-29","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  162",",,T","  107",",,T","  134",",,T","  127",",,T"
"USS0021A35S","2018-06-30","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  170",",,T","  120",",,T","  144",",,T","  128",",,T"
"USS0021A35S","2018-07-01","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  204",",,T","  113",",,T","  152",",,T","  131",",,T"
"USS0021A35S","2018-07-02","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","   25",",,T","    0",",,T","  157",",,T","   85",",,T","  118",",,T","   99",",,T"
"USS0021A35S","2018-07-03","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  201",",,T","   96",",,T","  139",",,T","  117",",,T"
"USS0021A35S","2018-07-04","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  268",",,T","   91",",,T","  174",",,T","  171",",,T"
"USS0021A35S","2018-07-05","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  327",",,T","  139",",,T","  217",",,T","  192",",,T"
"USS0021A35S","2018-07-06","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","   51",",,T","    0",",,T","  259",",,T","  124",",,T","  181",",,T","  127",",,T"
"USS0021A35S","2018-07-07","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  196",",,T","  119",",,T","  148",",,T","  121",",,T"
"USS0021A35S","2018-07-08","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  278",",,T","  113",",,T","  175",",,T","  154",",,T"
"USS0021A35S","2018-07-09","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  265",",,T","  133",",,T","  180",",,T","  135",",,T"
"USS0021A35S","2018-07-10","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  175",",,T","  123",",,T","  145",",,T","  124",",,T"
"USS0021A35S","2018-07-11","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  278",",,T","  124",",,T","  179",",,T","  160",",,T"
"USS0021A35S","2018-07-12","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  315",",,T","  128",",,T","  207",",,T","  171",",,T"
"USS0021A35S","2018-07-13","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  307",",,T","  135",",,T","  209",",,T","  182",",,T"
"USS0021A35S","2018-07-14","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  304",",,T","  140",",,T","  211",",,T","  160",",,T"
"USS0021A35S","2018-07-15","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  336",",,T","  121",",,T","  213",",,T","  178",",,T"
"USS0021A35S","2018-07-16","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  345",",,T","  140",",,T","  224",",,T","  183",",,T"
"USS0021A35S","2018-07-17","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  337",",,T","  146",",,T","  226",",,T","  186",",,T"
"USS0021A35S","2018-07-18","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  283",",,T","  147",",,T","  207",",,T","  173",",,T"
"USS0021A35S","2018-07-19","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  257",",,T","  143",",,T","  185",",,T","  143",",,T"
"USS0021A35S","2018-07-20","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  221",",,T","  130",",,T","  167",",,T","  130",",,T"
"USS0021A35S","2018-07-21","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  240",",,T","   91",",,T","  164",",,T","  147",",,T"
"USS0021A35S","2018-07-22","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  292",",,T","  112",",,T","  192",",,T","  180",",,T"
"USS0021A35S","2018-07-23","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  319",",,T","  139",",,T","  218",",,T","  187",",,T"
"USS0021A35S","2018-07-24","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  315",",,T","  150",",,T","  223",",,T","  191",",,T"
"USS0021A35S","2018-07-25","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  319",",,T","  147",",,T","  225",",,T","  198",",,T"
"USS0021A35S","2018-07-26","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  322",",,T","  164",",,T","  229",",,T","  194",",,T"
"USS0021A35S","2018-07-27","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  329",",,T","  160",",,T","  231",",,T","  199",",,T"
"USS0021A35S","2018-07-28","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  339",",,T","  159",",,T","  233",",,T","  205",",,T"
"USS0021A35S","2018-07-29","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  349",",,T","  164",",,T","  237",",,T","  206",",,T"
"USS0021A35S","2018-07-30","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  370",",,T","  167",",,T","  244",",,T","  211",",,T"
"USS0021A35S","2018-07-31","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  343",",,T","  175",",,T","  242",",,T","  203",",,T"
"USS0021A35S","2018-08-01","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  304",",,T","  163",",,T","  219",",,T","  172",",,T"
"USS0021A35S","2018-08-02","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  251",",,T","  142",",,T","  185",",,T","  157",",,T"
"USS0021A35S","2018-08-03","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  203",",,T","  141",",,T","  165",",,T","  147",",,T"
"USS0021A35S","2018-08-04","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  267",",,T","  135",",,T","  181",",,T","  146",",,T"
"USS0021A35S","2018-08-05","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  298",",,T","  143",",,T","  201",",,T","  188",",,T"
"USS0021A35S","2018-08-06","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  313",",,T","  153",",,T","  221",",,T","  181",",,T"
"USS0021A35S","2018-08-07","48.98","-121.08","515.1","HOZOMEEN CAMP, WA US","    0",",,T","    0",",,T","  324",",,T","  139",",,T","  214",",,T","  194",",,T"
