"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"ASN00014829","2018-06-13","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  326",",,a","  173",",,a",,,,,,
"ASN00014829","2018-06-14","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  304",",,a","  144",",,a",,,,,,
"ASN00014829","2018-06-15","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  287",",,a","  180",",,a",,,,,,
"ASN00014829","2018-06-16","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  279",",,a","  134",",,a",,,,,,
"ASN00014829","2018-06-17","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  251",",,a","  109",",,a",,,,,,
"ASN00014829","2018-06-18","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  239",",,a","   92",",,a",,,,,,
"ASN00014829","2018-06-19","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  263",",,a","   63",",,a",,,,,,
"ASN00014829","2018-06-20","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  273",",,a","   71",",,a",,,,,,
"ASN00014829","2018-06-21","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  253",",,a","   91",",,a",,,,,,
"ASN00014829","2018-06-22","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  251",",,a","   69",",,a",,,,,,
"ASN00014829","2018-06-23","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  252",",,a","   58",",,a",,,,,,
"ASN00014829","2018-06-24","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  265",",,a","   96",",,a",,,,,,
"ASN00014829","2018-06-25","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  276",",,a","   82",",,a",,,,,,
"ASN00014829","2018-06-26","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  273",",,a","  109",",,a",,,,,,
"ASN00014829","2018-06-27","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  263",",,a","  112",",,a",,,,,,
"ASN00014829","2018-06-28","-18.3325","130.6358","315.6","LAJAMANU, AS","    0",",,a","  269",",,a","   93",",,a",,,,,,
