"USC00017157","2018-05-26","34.1736","-86.8133","243.8","SAINT BERNARD, AL US","    5",",,7,1900",,,,,"  328",",,7","  189",",,7",,,,,"  217",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00017157","2018-05-27","34.1736","-86.8133","243.8","SAINT BERNARD, AL US","   10",",,7,1900",,,,,"  300",",,7","  200",",,7",,,,,"  228",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00017157","2018-05-28","34.1736","-86.8133","243.8","SAINT BERNARD, AL US","   69",",,7,1900",,,,,"  267",",,7","  194",",,7",,,,,"  239",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00017157","2018-05-29","34.1736","-86.8133","243.8","SAINT BERNARD, AL US","  203",",,7,1900",,,,,"  239",",,7","  211",",,7",,,,,"  222",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00017157","2018-05-30","34.1736","-86.8133","243.8","SAINT BERNARD, AL US","  130",",,7,1900",,,,,"  294",",,7",,,,,,,"  200",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00017157","2018-05-31","34.1736","-86.8133","243.8","SAINT BERNARD, AL US","    0",",,7,1900",,,,,"  311",",,7","  189",",,7",,,,,"  233",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00017157","2018-06-01","34.1736","-86.8133","243.8","SAINT BERNARD, AL US","   64",",,7,1900",,,,,"  272",",,7","  206",",,7",,,,,"  261",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00017157","2018-06-02","34.1736","-86.8133","243.8","SAINT BERNARD, AL US","    5",",,7,1900",,,,,"  317",",,7","  206",",,7",,,,,"  278",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00017157","2018-06-03","34.1736","-86.8133","243.8","SAINT BERNARD, AL US","    0",",,7,1900",,,,,"  306",",,7","  206",",,7",,,,,"  250",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00017157","2018-06-04","34.1736","-86.8133","243.8","SAINT BERNARD, AL US","    0",",,7,1900",,,,,"  289",",,7","  150",",,7",,,,,"  222",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00017157","2018-06-05","34.1736","-86.8133","243.8","SAINT BERNARD, AL US","    0",",,7,1900",,,,,"  278",",,7","  144",",,7",,,,,"  228",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00017157","2018-06-06","34.1736","-86.8133","243.8","SAINT BERNARD, AL US","    0",",,7,1900",,,,,"  317",",,7","  139",",,7",,,,,"  261",",,7,1900",,,,,,,,,,,,,,,,,,
"USC00017157","2018-06-07","34.1736","-86.8133","243.8","SAINT BERNARD, AL US","    0",",,7,1900",,,,,"  328",",,7","  167",",,7",,,,,"  244",",,7,1900",,,,,,,,,,,,,,,,,,
