"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00440735","2018-05-03","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","   72",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-04","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  100",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-05","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","  117",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  122",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-06","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   86",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  144",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-07","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","  111",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-08","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   41",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","   89",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-09","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","   94",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-10","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  122",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-11","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  117",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-12","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  122",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-13","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  133",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-14","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  133",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-15","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  150",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-16","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   81",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-17","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   46",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-18","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","  371",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-19","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  167",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-20","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   89",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  172",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-21","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","  147",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  161",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-22","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","  163",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-23","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  172",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-24","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  150",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-25","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  150",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-26","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   28",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  178",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-27","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","  229",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  183",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-28","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","  272",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  178",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-29","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   51",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  172",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-30","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  178",",,7",,,,,,,,,,,,,,
"USC00440735","2018-05-31","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","  483",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  200",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-01","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","  127",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  172",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-02","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","  178",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  172",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-03","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   41",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  183",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-04","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   38",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  122",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-05","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  117",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-06","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  122",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-07","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  117",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-08","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  122",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-09","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  133",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-10","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  167",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-11","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","  127",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  161",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-12","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   28",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  183",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-13","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  183",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-14","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   89",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  194",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-15","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-16","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-17","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-18","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   18",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  167",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-19","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   56",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  167",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-20","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   56",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  194",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-21","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   18",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  183",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-22","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   71",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  200",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-23","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   30",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  200",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-24","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   74",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  200",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-25","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","  221",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  194",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-26","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","  140",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  194",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-27","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","  104",",,7,0800","    0",",,7,0800","    0",",,7,0800","  217",",,7","  172",",,7",,,,,,,,,,,,,,
"USC00440735","2018-06-28","36.8567","-82.7998","446.8","BIG STONE GAP, VA US","   41",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  178",",,7",,,,,,,,,,,,,,
